id,original,surface,pronunciation,type,field,era,birth_year,death_year,nobel,gender,country,status,description,image,image_page
1481,利根川進,利根川進,とねがわすすむ,full,化学,現代,1939,2026,yes,男性,日本,物故,抗体の多様性が遺伝子断片の再構成で生じる原理を解明し1987年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Susumu_Tonegawa_Photo.jpg,https://commons.wikimedia.org/wiki/File:Susumu_Tonegawa_Photo.jpg
1482,ロバート・ファーチゴット,ファーチゴット,ファーチゴット,family,化学,現代,1916,2009,yes,男性,アメリカ合衆国,物故,1998年にルイ・イグナロ、フェリド・ムラドと共に、ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Drfurchgott.jpg,https://commons.wikimedia.org/wiki/File:Drfurchgott.jpg
1482,ロバート・ファーチゴット,ロバート・ファーチゴット,ロバート・ファーチゴット,full,化学,現代,1916,2009,yes,男性,アメリカ合衆国,物故,1998年にルイ・イグナロ、フェリド・ムラドと共に、ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Drfurchgott.jpg,https://commons.wikimedia.org/wiki/File:Drfurchgott.jpg
1483,エドモンド・フィッシャー,フィッシャー,フィッシャー,family,化学,現代,1920,2021,yes,男性,アメリカ合衆国/イタリア/スイス,物故,可逆的なタンパク質リン酸化が細胞機能を調節する仕組みを発見し1992年ノーベル生理学・医学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond_Fischer_Nobel_Laureate_1992.jpg,https://commons.wikimedia.org/wiki/File:Edmond_Fischer_Nobel_Laureate_1992.jpg
1483,エドモンド・フィッシャー,エドモンド・フィッシャー,エドモンド・フィッシャー,full,化学,現代,1920,2021,yes,男性,アメリカ合衆国/イタリア/スイス,物故,可逆的なタンパク質リン酸化が細胞機能を調節する仕組みを発見し1992年ノーベル生理学・医学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond_Fischer_Nobel_Laureate_1992.jpg,https://commons.wikimedia.org/wiki/File:Edmond_Fischer_Nobel_Laureate_1992.jpg
1484,エドヴィン・クレープス,クレープス,クレープス,family,化学,現代,1918,2009,yes,男性,アメリカ合衆国,物故,可逆的なタンパク質リン酸化が細胞機能を調節する仕組みを発見し1992年ノーベル生理学・医学賞を共同受賞。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_7ae667bf55.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_7ae667bf55.svg
1484,エドヴィン・クレープス,エドヴィン・クレープス,エドヴィン・クレープス,full,化学,現代,1918,2009,yes,男性,アメリカ合衆国,物故,可逆的なタンパク質リン酸化が細胞機能を調節する仕組みを発見し1992年ノーベル生理学・医学賞を共同受賞。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_7ae667bf55.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_7ae667bf55.svg
1485,セルゲイ・プロクジン＝ゴルスキー,ゴルスキー,ゴルスキー,family,化学,近代,1863,1944,no,男性,フランス/ロシア帝国,物故,三色分解法による実用的なカラー写真技術を開発した写真家。,http://commons.wikimedia.org/wiki/Special:FilePath/Sergei-Prokudin-Gorski-Larg.jpg,https://commons.wikimedia.org/wiki/File:Sergei-Prokudin-Gorski-Larg.jpg
1485,セルゲイ・プロクジン＝ゴルスキー,セルゲイ・プロクジン＝ゴルスキー,セルゲイ・プロクジン・ゴルスキー,full,化学,近代,1863,1944,no,男性,フランス/ロシア帝国,物故,三色分解法による実用的なカラー写真技術を開発した写真家。,http://commons.wikimedia.org/wiki/Special:FilePath/Sergei-Prokudin-Gorski-Larg.jpg,https://commons.wikimedia.org/wiki/File:Sergei-Prokudin-Gorski-Larg.jpg
1486,ピーター・アグレ,アグレ,アグレ,family,化学,現代,1949,NA,yes,男性,アメリカ合衆国,存命,2003年に、アクアポリンの発見により、ロデリック・マキノンとともにノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Peter_Agre.jpg,https://commons.wikimedia.org/wiki/File:Peter_Agre.jpg
1486,ピーター・アグレ,ピーター・アグレ,ピーター・アグレ,full,化学,現代,1949,NA,yes,男性,アメリカ合衆国,存命,2003年に、アクアポリンの発見により、ロデリック・マキノンとともにノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Peter_Agre.jpg,https://commons.wikimedia.org/wiki/File:Peter_Agre.jpg
1487,クリスチャン・アンフィンセン,アンフィンセン,アンフィンセン,family,化学,現代,1916,1995,yes,男性,アメリカ合衆国,物故,タンパク質の立体構造がアミノ酸配列で決まることを示し1972年ノーベル化学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg,https://commons.wikimedia.org/wiki/File:Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg
1487,クリスチャン・アンフィンセン,クリスチャン・アンフィンセン,クリスチャン・アンフィンセン,full,化学,現代,1916,1995,yes,男性,アメリカ合衆国,物故,タンパク質の立体構造がアミノ酸配列で決まることを示し1972年ノーベル化学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg,https://commons.wikimedia.org/wiki/File:Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg
1488,ポール・バーグ,バーグ,バーグ,family,化学/生物学,現代,1926,2023,yes,男性,アメリカ合衆国,物故,1980年度のノーベル化学賞を、フレデリック・サンガー、ウォルター・ギルバートのチームとともに受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Berg_in_1980.jpg,https://commons.wikimedia.org/wiki/File:Paul_Berg_in_1980.jpg
1488,ポール・バーグ,ポール・バーグ,ポール・バーグ,full,化学/生物学,現代,1926,2023,yes,男性,アメリカ合衆国,物故,1980年度のノーベル化学賞を、フレデリック・サンガー、ウォルター・ギルバートのチームとともに受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Berg_in_1980.jpg,https://commons.wikimedia.org/wiki/File:Paul_Berg_in_1980.jpg
1489,ハーバート・ブラウン,ブラウン,ブラウン,family,化学,現代,1912,2004,yes,男性,アメリカ合衆国/イギリス,物故,有機合成に有用な有機ホウ素化合物の利用法を開発し、1979年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/33._Tagung_1983_Chemiker_Herbert_C._Brown_-_W134Nr.120809d_-_Willy_Pragher_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:33._Tagung_1983_Chemiker_Herbert_C._Brown_-_W134Nr.120809d_-_Willy_Pragher_%28cropped%29.jpg
1489,ハーバート・ブラウン,ハーバート・ブラウン,ハーバート・ブラウン,full,化学,現代,1912,2004,yes,男性,アメリカ合衆国/イギリス,物故,有機合成に有用な有機ホウ素化合物の利用法を開発し、1979年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/33._Tagung_1983_Chemiker_Herbert_C._Brown_-_W134Nr.120809d_-_Willy_Pragher_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:33._Tagung_1983_Chemiker_Herbert_C._Brown_-_W134Nr.120809d_-_Willy_Pragher_%28cropped%29.jpg
1490,ポール・ボイヤー,ボイヤー,ボイヤー,family,化学,現代,1918,2018,yes,男性,アメリカ合衆国,物故,アデノシン三リン酸合成酵素の構造の解明に対して、1997年のノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_D._Boyer.jpg,https://commons.wikimedia.org/wiki/File:Paul_D._Boyer.jpg
1490,ポール・ボイヤー,ポール・ボイヤー,ポール・ボイヤー,full,化学,現代,1918,2018,yes,男性,アメリカ合衆国,物故,アデノシン三リン酸合成酵素の構造の解明に対して、1997年のノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_D._Boyer.jpg,https://commons.wikimedia.org/wiki/File:Paul_D._Boyer.jpg
1491,デレック・バートン,バートン,バートン,family,化学,現代,1918,1998,yes,男性,イギリス,物故,立体化学を開拓した人物として著名。,http://commons.wikimedia.org/wiki/Special:FilePath/Derek-Harold-Richard-Barton.jpg,https://commons.wikimedia.org/wiki/File:Derek-Harold-Richard-Barton.jpg
1491,デレック・バートン,デレック・バートン,デレック・バートン,full,化学,現代,1918,1998,yes,男性,イギリス,物故,立体化学を開拓した人物として著名。,http://commons.wikimedia.org/wiki/Special:FilePath/Derek-Harold-Richard-Barton.jpg,https://commons.wikimedia.org/wiki/File:Derek-Harold-Richard-Barton.jpg
1492,アンリ・モアッサン,モアッサン,モアッサン,family,化学,近代,1852,1907,yes,男性,フランス,物故,フッ素元素の単離と高温電気炉の科学利用を成し遂げ、1906年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Moissan.jpg,https://commons.wikimedia.org/wiki/File:Henri_Moissan.jpg
1492,アンリ・モアッサン,アンリ・モアッサン,アンリ・モアッサン,full,化学,近代,1852,1907,yes,男性,フランス,物故,フッ素元素の単離と高温電気炉の科学利用を成し遂げ、1906年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Moissan.jpg,https://commons.wikimedia.org/wiki/File:Henri_Moissan.jpg
1493,トーマス・スードフ,スードフ,スードフ,family,化学,現代,1955,NA,yes,男性,アメリカ合衆国/ドイツ,存命,細胞内の小胞輸送を制御する分子機構を解明し、2013年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas_c_s%C3%BCdhof.jpg,https://commons.wikimedia.org/wiki/File:Thomas_c_s%C3%BCdhof.jpg
1493,トーマス・スードフ,トーマス・スードフ,トーマス・スードフ,full,化学,現代,1955,NA,yes,男性,アメリカ合衆国/ドイツ,存命,細胞内の小胞輸送を制御する分子機構を解明し、2013年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas_c_s%C3%BCdhof.jpg,https://commons.wikimedia.org/wiki/File:Thomas_c_s%C3%BCdhof.jpg
1494,オットー・ウィフテルレ,ウィフテルレ,ウィフテルレ,family,化学,現代,1913,1998,no,男性,オーストリア＝ハンガリー帝国/チェコスロバキア/チェコ共和国,物故,ソフトコンタクトレンズの発明で知られている。,http://commons.wikimedia.org/wiki/Special:FilePath/Prof._Ing._RTDr._Otto_Wichterle.jpg,https://commons.wikimedia.org/wiki/File:Prof._Ing._RTDr._Otto_Wichterle.jpg
1494,オットー・ウィフテルレ,オットー・ウィフテルレ,オットー・ウィフテルレ,full,化学,現代,1913,1998,no,男性,オーストリア＝ハンガリー帝国/チェコスロバキア/チェコ共和国,物故,ソフトコンタクトレンズの発明で知られている。,http://commons.wikimedia.org/wiki/Special:FilePath/Prof._Ing._RTDr._Otto_Wichterle.jpg,https://commons.wikimedia.org/wiki/File:Prof._Ing._RTDr._Otto_Wichterle.jpg
1495,ウィルバー・スコヴィル,スコヴィル,スコヴィル,family,化学,近代,1865,1942,no,男性,アメリカ合衆国,物故,唐辛子の辛さを測定するスコヴィル値（スコヴィル辛味単位）を考案した。,http://commons.wikimedia.org/wiki/Special:FilePath/Scoville%2C_Wilbur_Prof_med.jpg,https://commons.wikimedia.org/wiki/File:Scoville%2C_Wilbur_Prof_med.jpg
1495,ウィルバー・スコヴィル,ウィルバー・スコヴィル,ウィルバー・スコヴィル,full,化学,近代,1865,1942,no,男性,アメリカ合衆国,物故,唐辛子の辛さを測定するスコヴィル値（スコヴィル辛味単位）を考案した。,http://commons.wikimedia.org/wiki/Special:FilePath/Scoville%2C_Wilbur_Prof_med.jpg,https://commons.wikimedia.org/wiki/File:Scoville%2C_Wilbur_Prof_med.jpg
1496,オマー・ヤギー,ヤギー,ヤギー,family,化学,現代,1965,NA,yes,男性,アメリカ合衆国/サウジアラビア/ヨルダン,存命,金属有機構造体（MOF）や共有結合性有機構造体（COF）の合成法を開発した。,http://commons.wikimedia.org/wiki/Special:FilePath/Yaghi3_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Yaghi3_%28cropped%29.jpg
1496,オマー・ヤギー,オマー・ヤギー,オマー・ヤギー,full,化学,現代,1965,NA,yes,男性,アメリカ合衆国/サウジアラビア/ヨルダン,存命,金属有機構造体（MOF）や共有結合性有機構造体（COF）の合成法を開発した。,http://commons.wikimedia.org/wiki/Special:FilePath/Yaghi3_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Yaghi3_%28cropped%29.jpg
1497,オーギュスト・ローラン,ローラン,ローラン,family,化学,近代,1807,1853,no,男性,フランス,物故,イミドやガラクチトール、アントラセン、フタル酸を発見し、石炭酸を同定したことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste_Laurent2.JPG,https://commons.wikimedia.org/wiki/File:Auguste_Laurent2.JPG
1497,オーギュスト・ローラン,オーギュスト・ローラン,オーギュスト・ローラン,full,化学,近代,1807,1853,no,男性,フランス,物故,イミドやガラクチトール、アントラセン、フタル酸を発見し、石炭酸を同定したことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste_Laurent2.JPG,https://commons.wikimedia.org/wiki/File:Auguste_Laurent2.JPG
1498,マーシャル・ニーレンバーグ,ニーレンバーグ,ニーレンバーグ,family,化学,現代,1927,2010,yes,男性,アメリカ合衆国,物故,アメリカ合衆国の生化学者、遺伝学者で、遺伝暗号の翻訳とタンパク質合成の研究で、ロバート・W・ホリー、ハー・ゴビンド・コラナとともに、1968年度のノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Marshall_Nirenberg.jpg,https://commons.wikimedia.org/wiki/File:Marshall_Nirenberg.jpg
1498,マーシャル・ニーレンバーグ,マーシャル・ニーレンバーグ,マーシャル・ニーレンバーグ,full,化学,現代,1927,2010,yes,男性,アメリカ合衆国,物故,アメリカ合衆国の生化学者、遺伝学者で、遺伝暗号の翻訳とタンパク質合成の研究で、ロバート・W・ホリー、ハー・ゴビンド・コラナとともに、1968年度のノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Marshall_Nirenberg.jpg,https://commons.wikimedia.org/wiki/File:Marshall_Nirenberg.jpg
1499,ウイリアム・ジオーク,ジオーク,ジオーク,family,化学,近代,1895,1982,yes,男性,アメリカ合衆国/カナダ,物故,1949年のノーベル化学賞受賞者。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_5eba158838.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_5eba158838.svg
1499,ウイリアム・ジオーク,ウイリアム・ジオーク,ウイリアム・ジオーク,full,化学,近代,1895,1982,yes,男性,アメリカ合衆国/カナダ,物故,1949年のノーベル化学賞受賞者。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_5eba158838.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_5eba158838.svg
1500,エドワード・カルビン・ケンダル,ケンダル,ケンダル,family,化学,近代,1886,1972,yes,男性,アメリカ合衆国,物故,副腎皮質ホルモンの構造と生物作用を解明し、1950年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Edward_Calvin_Kendall_1940s.jpg,https://commons.wikimedia.org/wiki/File:Edward_Calvin_Kendall_1940s.jpg
1500,エドワード・カルビン・ケンダル,エドワード・カルビン・ケンダル,エドワード・カルビン・ケンダル,full,化学,近代,1886,1972,yes,男性,アメリカ合衆国,物故,副腎皮質ホルモンの構造と生物作用を解明し、1950年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Edward_Calvin_Kendall_1940s.jpg,https://commons.wikimedia.org/wiki/File:Edward_Calvin_Kendall_1940s.jpg
1501,ジュリアス・アクセルロッド,アクセルロッド,アクセルロッド,family,化学,現代,1912,2004,yes,男性,アメリカ合衆国/ポーランド,物故,1970年度ノーベル生理学・医学賞をベルンハルト・カッツおよびウルフ・スファンテ・フォン・オイラーとともに受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Julius_Axelrod_3.jpg,https://commons.wikimedia.org/wiki/File:Julius_Axelrod_3.jpg
1501,ジュリアス・アクセルロッド,ジュリアス・アクセルロッド,ジュリアス・アクセルロッド,full,化学,現代,1912,2004,yes,男性,アメリカ合衆国/ポーランド,物故,1970年度ノーベル生理学・医学賞をベルンハルト・カッツおよびウルフ・スファンテ・フォン・オイラーとともに受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Julius_Axelrod_3.jpg,https://commons.wikimedia.org/wiki/File:Julius_Axelrod_3.jpg
1502,白川英樹,白川,しらかわ,family,化学,現代,1936,NA,yes,男性,日本,存命,工学博士（東京工業大学）。筑波大学名誉教授。東京科学大学栄誉教授。日本学士院会員。「導電性高分子の発見と発展」により、ノーベル化学賞受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Hideki_Shirakawa.jpg,https://commons.wikimedia.org/wiki/File:Hideki_Shirakawa.jpg
1502,白川英樹,白川英樹,しらかわひでき,full,化学,現代,1936,NA,yes,男性,日本,存命,工学博士（東京工業大学）。筑波大学名誉教授。東京科学大学栄誉教授。日本学士院会員。「導電性高分子の発見と発展」により、ノーベル化学賞受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Hideki_Shirakawa.jpg,https://commons.wikimedia.org/wiki/File:Hideki_Shirakawa.jpg
1503,バリー・シャープレス,シャープレス,シャープレス,family,化学,現代,1941,NA,yes,男性,アメリカ合衆国,存命,不斉合成、クリックケミストリーの業績により知られ、ノーベル化学賞を2回受賞している。,http://commons.wikimedia.org/wiki/Special:FilePath/Barry_Sharpless_02.jpg,https://commons.wikimedia.org/wiki/File:Barry_Sharpless_02.jpg
1503,バリー・シャープレス,バリー・シャープレス,バリー・シャープレス,full,化学,現代,1941,NA,yes,男性,アメリカ合衆国,存命,不斉合成、クリックケミストリーの業績により知られ、ノーベル化学賞を2回受賞している。,http://commons.wikimedia.org/wiki/Special:FilePath/Barry_Sharpless_02.jpg,https://commons.wikimedia.org/wiki/File:Barry_Sharpless_02.jpg
1504,アラン・マクダイアミッド,マクダイアミッド,マクダイアミッド,family,化学,現代,1927,2007,yes,男性,アメリカ合衆国/ニュージーランド,物故,電気を通す導電性高分子を発見・開発し、2000年ノーベル化学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Alan_MacDiarmid_2005.017.004e_crop.tif,https://commons.wikimedia.org/wiki/File:Alan_MacDiarmid_2005.017.004e_crop.tif
1504,アラン・マクダイアミッド,アラン・マクダイアミッド,アラン・マクダイアミッド,full,化学,現代,1927,2007,yes,男性,アメリカ合衆国/ニュージーランド,物故,電気を通す導電性高分子を発見・開発し、2000年ノーベル化学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Alan_MacDiarmid_2005.017.004e_crop.tif,https://commons.wikimedia.org/wiki/File:Alan_MacDiarmid_2005.017.004e_crop.tif
1505,ウィリアム・リプスコム,リプスコム,リプスコム,family,化学,現代,1919,2011,yes,男性,アメリカ合衆国,物故,ボランの立体構造を解析して化学結合の理解を深め、1976年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/William_n_lipscomb_jr.jpg,https://commons.wikimedia.org/wiki/File:William_n_lipscomb_jr.jpg
1505,ウィリアム・リプスコム,ウィリアム・リプスコム,ウィリアム・リプスコム,full,化学,現代,1919,2011,yes,男性,アメリカ合衆国,物故,ボランの立体構造を解析して化学結合の理解を深め、1976年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/William_n_lipscomb_jr.jpg,https://commons.wikimedia.org/wiki/File:William_n_lipscomb_jr.jpg
1506,ロバート・カール,カール,カール,family,化学,現代,1933,2022,yes,男性,アメリカ合衆国,物故,炭素の新しい同素体フラーレンを発見し、1996年ノーベル化学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Robert_Curl_crop_2009_CHAO.jpg,https://commons.wikimedia.org/wiki/File:Robert_Curl_crop_2009_CHAO.jpg
1506,ロバート・カール,ロバート・カール,ロバート・カール,full,化学,現代,1933,2022,yes,男性,アメリカ合衆国,物故,炭素の新しい同素体フラーレンを発見し、1996年ノーベル化学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Robert_Curl_crop_2009_CHAO.jpg,https://commons.wikimedia.org/wiki/File:Robert_Curl_crop_2009_CHAO.jpg
1507,ウィリアム・ノールズ,ノールズ,ノールズ,family,化学,現代,1917,2012,yes,男性,アメリカ合衆国,物故,不斉合成の研究により、2001年のノーベル化学賞を野依良治、バリー・シャープレスとともに受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Bush7NobelLaureates.jpg,https://commons.wikimedia.org/wiki/File:Bush7NobelLaureates.jpg
1507,ウィリアム・ノールズ,ウィリアム・ノールズ,ウィリアム・ノールズ,full,化学,現代,1917,2012,yes,男性,アメリカ合衆国,物故,不斉合成の研究により、2001年のノーベル化学賞を野依良治、バリー・シャープレスとともに受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Bush7NobelLaureates.jpg,https://commons.wikimedia.org/wiki/File:Bush7NobelLaureates.jpg
1508,クルト・ヴュートリッヒ,ヴュートリッヒ,ヴュートリッヒ,family,化学,現代,1938,NA,yes,男性,スイス,存命,溶液中の生体高分子の三次元構造を核磁気共鳴で決定する手法を開発し、2002年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Kurt_wuethrich.jpg,https://commons.wikimedia.org/wiki/File:Kurt_wuethrich.jpg
1508,クルト・ヴュートリッヒ,クルト・ヴュートリッヒ,クルト・ヴュートリッヒ,full,化学,現代,1938,NA,yes,男性,スイス,存命,溶液中の生体高分子の三次元構造を核磁気共鳴で決定する手法を開発し、2002年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Kurt_wuethrich.jpg,https://commons.wikimedia.org/wiki/File:Kurt_wuethrich.jpg
1509,スタンフォード・ムーア,ムーア,ムーア,family,化学,現代,1913,1982,yes,男性,アメリカ合衆国,物故,リボヌクレアーゼの研究を行い、その化学構造と触媒活性のついて理解を深めた業績に対し、1972年のノーベル化学賞が贈られた。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_e1c17f47b4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_e1c17f47b4.svg
1509,スタンフォード・ムーア,スタンフォード・ムーア,スタンフォード・ムーア,full,化学,現代,1913,1982,yes,男性,アメリカ合衆国,物故,リボヌクレアーゼの研究を行い、その化学構造と触媒活性のついて理解を深めた業績に対し、1972年のノーベル化学賞が贈られた。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_e1c17f47b4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_e1c17f47b4.svg
1510,田中耕一,田中,たなか,family,化学,現代,1959,NA,yes,男性,日本,存命,ソフトレーザーによる質量分析技術の開発によりノーベル化学賞受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Koichi_Tanaka_2003.jpg,https://commons.wikimedia.org/wiki/File:Koichi_Tanaka_2003.jpg
1510,田中耕一,田中耕一,たなかこういち,full,化学,現代,1959,NA,yes,男性,日本,存命,ソフトレーザーによる質量分析技術の開発によりノーベル化学賞受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Koichi_Tanaka_2003.jpg,https://commons.wikimedia.org/wiki/File:Koichi_Tanaka_2003.jpg
1511,ジェームス・ブラック,ブラック,ブラック,family,化学,現代,1924,2010,yes,男性,イギリス,物故,ベータ遮断薬とヒスタミンH2受容体拮抗薬を生み出す薬物治療原理を確立し、1988年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/James_Black_%28pharmacologist%29.jpg,https://commons.wikimedia.org/wiki/File:James_Black_%28pharmacologist%29.jpg
1511,ジェームス・ブラック,ジェームス・ブラック,ジェームス・ブラック,full,化学,現代,1924,2010,yes,男性,イギリス,物故,ベータ遮断薬とヒスタミンH2受容体拮抗薬を生み出す薬物治療原理を確立し、1988年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/James_Black_%28pharmacologist%29.jpg,https://commons.wikimedia.org/wiki/File:James_Black_%28pharmacologist%29.jpg
1512,フランク・シャーウッド・ローランド,ローランド,ローランド,family,化学,現代,1927,2012,yes,男性,アメリカ合衆国,物故,1995年のノーベル化学賞、また1989年の日本国際賞の受賞者。,http://commons.wikimedia.org/wiki/Special:FilePath/F._Sherwood_Rowland.jpg,https://commons.wikimedia.org/wiki/File:F._Sherwood_Rowland.jpg
1512,フランク・シャーウッド・ローランド,フランク・シャーウッド・ローランド,フランク・シャーウッド・ローランド,full,化学,現代,1927,2012,yes,男性,アメリカ合衆国,物故,1995年のノーベル化学賞、また1989年の日本国際賞の受賞者。,http://commons.wikimedia.org/wiki/Special:FilePath/F._Sherwood_Rowland.jpg,https://commons.wikimedia.org/wiki/File:F._Sherwood_Rowland.jpg
1513,ミュラー・フォン・ライヒェンシュタイン,ライヒェンシュタイン,ライヒェンシュタイン,family,化学/地学,近代,1740,1825,no,男性,オーストリア帝国,物故,テルルの発見者とされている。ライヘンシュタイン男爵ともいう。,http://commons.wikimedia.org/wiki/Special:FilePath/Franz-Joseph_M%C3%BCller_von_Reichenstein.jpg,https://commons.wikimedia.org/wiki/File:Franz-Joseph_M%C3%BCller_von_Reichenstein.jpg
1513,ミュラー・フォン・ライヒェンシュタイン,ミュラー・フォン・ライヒェンシュタイン,ミュラー・フォン・ライヒェンシュタイン,full,化学/地学,近代,1740,1825,no,男性,オーストリア帝国,物故,テルルの発見者とされている。ライヘンシュタイン男爵ともいう。,http://commons.wikimedia.org/wiki/Special:FilePath/Franz-Joseph_M%C3%BCller_von_Reichenstein.jpg,https://commons.wikimedia.org/wiki/File:Franz-Joseph_M%C3%BCller_von_Reichenstein.jpg
1514,パウル・ヘルマン・ミュラー,ミュラー,ミュラー,family,化学,近代,1899,1965,yes,男性,スイス,物故,1948年にノーベル生理学・医学賞を受賞した。ノーベル賞受賞理由である節足動物に対するDDTの毒作用の発見で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Hermann_M%C3%BCller_nobel.jpg,https://commons.wikimedia.org/wiki/File:Paul_Hermann_M%C3%BCller_nobel.jpg
1514,パウル・ヘルマン・ミュラー,パウル・ヘルマン・ミュラー,パウル・ヘルマン・ミュラー,full,化学,近代,1899,1965,yes,男性,スイス,物故,1948年にノーベル生理学・医学賞を受賞した。ノーベル賞受賞理由である節足動物に対するDDTの毒作用の発見で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Hermann_M%C3%BCller_nobel.jpg,https://commons.wikimedia.org/wiki/File:Paul_Hermann_M%C3%BCller_nobel.jpg
1516,ジョゼフ・プルースト,プルースト,プルースト,family,化学,近代,1754,1826,no,男性,フランス,物故,定比例の法則を唱え、ベルトレーとの論争を通じて化合物が、元素の整数比の組合わせでできているという概念を広めたことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph_Louis_Proust.jpeg,https://commons.wikimedia.org/wiki/File:Joseph_Louis_Proust.jpeg
1516,ジョゼフ・プルースト,ジョゼフ・プルースト,ジョゼフ・プルースト,full,化学,近代,1754,1826,no,男性,フランス,物故,定比例の法則を唱え、ベルトレーとの論争を通じて化合物が、元素の整数比の組合わせでできているという概念を広めたことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph_Louis_Proust.jpeg,https://commons.wikimedia.org/wiki/File:Joseph_Louis_Proust.jpeg
