id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope,channel_shared
1223,モイラ,モイラ,モイラ,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/cd155159dd5346a3bb5100ee5d8cec7f/liver-full-body_Moira.png.webp,https://www.nijisanji.jp/talents/l/moira,,《にじさんじ所属の女神》モイラ,にじさんじ所属のバーチャルライバー。,148000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1224,轟京子,轟京子,トドロキキョウコ,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/d766f9594a5f475c8a25977347339185/liver-full-body_Kyoko_Todoroki.png,https://www.nijisanji.jp/talents/l/kyoko-todoroki,,轟京子/kyoko todoroki【にじさんじ】,にじさんじ所属のバーチャルライバー。,148000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1225,猫屋敷美紅,猫屋敷美紅,ネコヤシキミク,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/a62f45f160b24d4782231e455929be54/liver-full-body_Miku_Nekoyashiki.png,https://www.nijisanji.jp/talents/l/miku-nekoyashiki,,猫屋敷美紅 / Nekoyashiki Miku【にじさんじ】,にじさんじ所属のバーチャルライバー。,143000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1226,天ヶ瀬むゆ,天ヶ瀬むゆ,アマガセムユ,full,vtuber,にじさんじ,2022,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/abe11794397a44b684c93923f9bb26cd/liver-full-body_Muyu_Amagase.png.webp,https://www.nijisanji.jp/talents/l/muyu-amagase,,天ヶ瀬 むゆ / Amagase Muyu 【にじさんじ】,にじさんじ所属のバーチャルライバー。,139000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1227,ハユン,ハユン,ハユン,full,vtuber,にじさんじ,2021,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/5e05bac1c3f545c0b34304edd9abd455/liver-full-body_Ha_Yun.png,https://www.nijisanji.jp/talents/l/ha-yun,,ハユン / HaYun【にじさんじ】,にじさんじ所属のバーチャルライバー。,132000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1228,城瀬いすみ,城瀬いすみ,シロセイスミ,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/0fa5cc449cb147f591adfd69686f0c22/liver-full-body_Isumi_Shirose.png,https://www.nijisanji.jp/talents/l/isumi-shirose,,城瀬いすみ / Shirose Isumi【にじさんじ】,にじさんじ所属のバーチャルライバー。,129000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1229,皇れお,皇れお,スメラギレオ,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/5de62979e6bf4e5db400a647e81b0496/liver-full-body_Reo_Sumeragi.png,https://www.nijisanji.jp/talents/l/reo-sumeragi,,皇れお / Sumeragi Reo【にじさんじ】,にじさんじ所属のバーチャルライバー。,123000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1230,花籠つばさ,花籠つばさ,ハナカゴツバサ,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/e9c6eba2e0c64db7b1af0cfb1dcd0361/liver-full-body_Tsubasa_Hanakago.png,https://www.nijisanji.jp/talents/l/tsubasa-hanakago,,花籠つばさ / Hanakago Tsubasa 【にじさんじ】,にじさんじ所属のバーチャルライバー。,116000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1231,イロハ,イロハ,イロハ,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/f4f2d6e4b7b04bb2a1189e2431975ed9/liver-full-body_Roha_Lee.png,https://www.nijisanji.jp/talents/l/lee-roha,,イ・ロハ / LeeRoha【にじさんじ】,にじさんじ所属のバーチャルライバー。,110000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1232,飛鳥ひな,飛鳥ひな,アスカヒナ,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/8c1fe0ae5d254102acc973b606d34b03/liver-full-body_Hina_Asuka.png.webp,https://www.nijisanji.jp/talents/l/hina-asuka,,飛鳥ひな【にじさんじ所属】,にじさんじ所属のバーチャルライバー。,110000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1233,十河ののは,十河ののは,トガワノノハ,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/a063bd7abcc64dbcb12205c89c9b71c9/liver-full-body_Nonoha_Togawa.png,https://www.nijisanji.jp/talents/l/nonoha-togawa,,十河ののは / Togawa Nonoha【にじさんじ】,にじさんじ所属のバーチャルライバー。,109000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1234,千凛あゆむ,千凛あゆむ,センリアユム,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/dbdcebc7c9494c4fb30d7f74b67bb08b/liver-full-body_Ayumu_Senri.png,https://www.nijisanji.jp/talents/l/ayumu-senri,,千凛あゆむ / Senri Ayumu【にじさんじ】,にじさんじ所属のバーチャルライバー。,108000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1235,男虎,男虎,オノトラ,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/186b216ed64042e894691f55d3d7a8a4/liver-full-body_Onotora.png,https://www.nijisanji.jp/talents/l/onotora,,男虎 / Ono Tora【にじさんじ】,にじさんじ所属のバーチャルライバー。,106000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1236,クララチャームウッド,クララチャームウッド,クララチャームウッド,full,vtuber,NIJISANJI EN,2024,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/e5b9de14ed5e4b9e803f4b6251654b39/liver-full-body_Klara_Charmwood.png,https://www.nijisanji.jp/talents/l/klara-charmwood,,Klara Charmwood 【NIJISANJI EN】,NIJISANJI EN所属のバーチャルライバー。,105000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,global,no
1237,篠宮ゆの,篠宮ゆの,シノミヤユノ,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/02025776e57c4829af3f444946661ae4/liver-full-body_Yuno_Shinomiya.png,https://www.nijisanji.jp/talents/l/yuno-shinomiya,,篠宮ゆの / Shinomiya Yuno 【 にじさんじ 】,にじさんじ所属のバーチャルライバー。,105000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1238,塚原大地,塚原大地,ツカハラダイチ,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/8dd83e8c942c47bc869b87f3bb527932/liver-full-body_Daichi_Tsukahara.png,https://www.nijisanji.jp/talents/l/daichi-tsukahara,,塚原大地 / Tsukahara Daichi【にじさんじ】,にじさんじ所属のバーチャルライバー。,104000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1239,レヨン,レヨン,レヨン,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/37bf4c532fc2489c963be8b3dc59b098/liver-full-body_Rayon.png,https://www.nijisanji.jp/talents/l/rayon,,レヨン / Rayon【にじさんじ】,にじさんじ所属のバーチャルライバー。,92200,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1240,ソナギ,ソナギ,ソナギ,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/3d5ba70f48f74529a4e4e3a90de9f73a/liver-full-body_So_Nagi.png,https://www.nijisanji.jp/talents/l/so-nagi,,ナギ / Nagi 【にじさんじ】,にじさんじ所属のバーチャルライバー。,89100,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1241,夜牛詩乃,夜牛詩乃,ヤギュウシノ,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/b621edaeaa824532a27c20ae06498003/liver-full-body_Shino_Yagyu.png,https://www.nijisanji.jp/talents/l/shino-yagyu,,夜牛詩乃 / Yagyu Shino【にじさんじ】,にじさんじ所属のバーチャルライバー。,87400,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1242,ナセラ,ナセラ,ナセラ,full,vtuber,にじさんじ,2021,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/de2dade14f5b4ccbaafa0df251e74b74/liver-full-body_Na_Sera.png,https://www.nijisanji.jp/talents/l/na-sera,,ナ セラ / Na Sera【にじさんじ】,にじさんじ所属のバーチャルライバー。,85800,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1243,ライラアルストロエメリア,ライラアルストロエメリア,ライラアルストロエメリア,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/0a1906593ffe44109c48919014eb250a/liver-full-body_Layla_Alstroemeria.png.webp,https://www.nijisanji.jp/talents/l/layla-alstroemeria,,Layla Alstroemeria【NIJISANJI / にじさんじ】,にじさんじ所属のバーチャルライバー。,80200,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1244,小々波いるか,小々波いるか,ココナミイルカ,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/3df4c4bedcc64d55a5b114b21a70ea76/liver-full-body_Iruka_Kokonami.png,https://www.nijisanji.jp/talents/l/iruka-kokonami,,小々波いるか / Kokonami Iruka【にじさんじ】,にじさんじ所属のバーチャルライバー。,76900,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1245,凉舞バレンウォート,凉舞バレンウォート,リョウマバレンウォート,full,vtuber,NIJISANJI EN,2024,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/04dcbe4c732d477bbcee717b90abf81b/liver-full-body_Ryoma_Barrenwort.png,https://www.nijisanji.jp/talents/l/ryoma-barrenwort,,Ryoma Barrenwort 【NIJISANJI EN】,NIJISANJI EN所属のバーチャルライバー。,74800,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,global,no
1246,ぷりん・らら・もーど,ぷりん・らら・もーど,プリンララモード,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/254525edf0314263978052976fd94e39/liver-full-body_Purin_Lala_Mode.png,https://www.nijisanji.jp/talents/l/purin-lala-mode,,ぷりん・らら・もーど / Purin･Lala･Mode【にじさんじ】,にじさんじ所属のバーチャルライバー。,74500,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1247,ぽめろ・ぱんち,ぽめろ・ぱんち,ポメロパンチ,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/b5c65c0dd6c640128331eb6cbf69417d/liver-full-body_Pomelo_Punch.png,https://www.nijisanji.jp/talents/l/pomelo-punch,,ぽめろ・ぱんち / Pomelo Punch 【にじさんじ】,にじさんじ所属のバーチャルライバー。,70900,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1248,九里詠太,九里詠太,クリエイタ,full,vtuber,にじさんじ,2026,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/231bcb5b65894984966006c2b8120105/liver-full-body_EIta_Kuri.png,https://www.nijisanji.jp/talents/l/eita-kuri,,九里詠太 / Kuri Eita【にじさんじ】,にじさんじ所属のバーチャルライバー。,65900,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1249,オジユ,オジユ,オジユ,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/824ed2dbb85d4546bad8bd05d521ea3e/liver-full-body_Jiyu_Oh.png.webp,https://www.nijisanji.jp/talents/l/oh-jiyu,,ジユ / Jiyu 【にじさんじ】,にじさんじ所属のバーチャルライバー。,60400,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1250,エトナクリムソン,エトナクリムソン,エトナクリムソン,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/cfb5ca3288704dd68241cc43f91312f0/liver-full-body_Etna_Crimson.png.webp,https://www.nijisanji.jp/talents/l/etna-crimson,,Etna Crimson【NIJISANJI / にじさんじ】,にじさんじ所属のバーチャルライバー。,60300,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1251,明楽レイ,明楽レイ,アキラレイ,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/67e3247195fb46e3b7247266c287e1fe/liver-full-body_Ray_Akira.png.webp,https://www.nijisanji.jp/talents/l/akira-ray,,明楽 レイ /아키라 레이 / Ray Akira 【にじさんじ】,にじさんじ所属のバーチャルライバー。,58800,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1252,ライガリレイ,ライガリレイ,ライガリレイ,full,vtuber,にじさんじ,2019,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/04a5fd5d584646f7a35f03de8e26d4ca/liver-full-body_Rai_Galilei.png.webp,https://www.nijisanji.jp/talents/l/rai-galilei,,Rai Galilei【NIJISANJI / にじさんじ】,にじさんじ所属のバーチャルライバー。,57500,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1253,ガオン,ガオン,ガオン,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/e97fd321513f4cc09fc474086ec49f64/liver-full-body_Gaon.png,https://www.nijisanji.jp/talents/l/gaon,,가온 ガオン GAON 【にじさんじ】,にじさんじ所属のバーチャルライバー。,56400,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1254,デレムカド,デレムカド,デレムカド,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/e75270cb0a8542f4b15f21c6683eb610/liver-full-body_Derem_Kado.png,https://www.nijisanji.jp/talents/l/derem-kado,,Derem Kado - にじさんじ / NIJISANJI,にじさんじ所属のバーチャルライバー。,48000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1255,リュハリ,リュハリ,リュハリ,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/6e56d7855cab49468ba954daf193dc3c/liver-full-body_Hari_Ryu.png.webp,https://www.nijisanji.jp/talents/l/ryu-hari,,ハリ / Ryu Hari 【にじさんじ】,にじさんじ所属のバーチャルライバー。,44200,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1256,ナギサアルシニア,ナギサアルシニア,ナギサアルシニア,full,vtuber,にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/ed3e65562be94f9f904b9f4fe513face/liver-full-body_Nagisa_Arcinia.png.webp,https://www.nijisanji.jp/talents/l/nagisa-arcinia,,Nagisa Arcinia【NIJISANJI・にじさんじ】,にじさんじ所属のバーチャルライバー。,32200,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,no
1257,桐生ココ,桐生ココ,キリュウココ,full,vtuber,ホロライブ,NA,former,https://hololive.hololivepro.com/wp-content/uploads/2023/09/Kiryu-Coco_pr-img_01.png,https://hololive.hololivepro.com/talents/kiryu-coco/,NA,Coco Ch. 桐生ココ,ホロライブプロダクション所属VTuber。,1350000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1258,アユンダ・リス,アユンダ・リス,アユンダ・リス,full,vtuber,ホロライブインドネシア,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Ayunda-Risu_pr-img_01.webp,https://hololive.hololivepro.com/talents/ayunda-risu/,NA,Ayunda Risu Ch. hololive-ID,ホロライブプロダクション所属VTuber。,1010000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1259,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,full,vtuber,ホロライブインドネシア,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Moona-Hoshinova_pr-img_01.webp,https://hololive.hololivepro.com/talents/moona-hoshinova/,NA,Moona Hoshinova hololive-ID,ホロライブプロダクション所属VTuber。,1410000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1260,クレイジー・オリー,クレイジー・オリー,クレイジー・オリー,full,vtuber,ホロライブインドネシア,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Kureiji-Ollie_pr-img_01.png,https://hololive.hololivepro.com/talents/kureiji-ollie/,NA,Kureiji Ollie Ch. hololive-ID,ホロライブプロダクション所属VTuber。,1410000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1261,アーニャ・メルフィッサ,アーニャ・メルフィッサ,アーニャ・メルフィッサ,full,vtuber,ホロライブインドネシア,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Anya-Melfissa_pr-img_01.png,https://hololive.hololivepro.com/talents/anya-melfissa/,NA,Anya Melfissa Ch. hololive-ID,ホロライブプロダクション所属VTuber。,793000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1262,パヴォリア・レイネ,パヴォリア・レイネ,パヴォリア・レイネ,full,vtuber,ホロライブインドネシア,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Pavolia-Reine_pr-img_01.png,https://hololive.hololivepro.com/talents/pavolia-reine/,NA,Pavolia Reine Ch. hololive-ID,ホロライブプロダクション所属VTuber。,853000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1263,カエラ・コヴァルスキア,カエラ・コヴァルスキア,カエラ・コヴァルスキア,full,vtuber,ホロライブインドネシア,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Kaela-Kovalskia_pr-img_01.webp,https://hololive.hololivepro.com/talents/kaela-kovalskia/,NA,Kaela Kovalskia Ch. hololive-ID,ホロライブプロダクション所属VTuber。,907000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1264,オーロ・クロニー,オーロ・クロニー,オーロ・クロニー,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Ouro-Kronii_pr-img_01.webp,https://hololive.hololivepro.com/talents/ouro-kronii/,NA,Ouro Kronii Ch. hololive-EN,ホロライブプロダクション所属VTuber。,1150000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1265,ハコス・ベールズ,ハコス・ベールズ,ハコス・ベールズ,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Hakos-Baelz_pr-img_01.png,https://hololive.hololivepro.com/talents/hakos-baelz/,NA,Hakos Baelz Ch. hololive-EN,ホロライブプロダクション所属VTuber。,1210000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1266,シオリ・ノヴェラ,シオリ・ノヴェラ,シオリ・ノヴェラ,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Shiori-Novella_pr-img_01.webp,https://hololive.hololivepro.com/talents/shiori-novella/,NA,Shiori Novella Ch. hololive-EN,ホロライブプロダクション所属VTuber。,733000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1267,古石ビジュー,古石ビジュー,コセキビジュー,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Koseki-Bijou_pr-img_01.webp,https://hololive.hololivepro.com/talents/koseki-bijou/,NA,Koseki Bijou Ch. hololive-EN,ホロライブプロダクション所属VTuber。,977000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1268,ネリッサ・レイヴンクロフト,ネリッサ・レイヴンクロフト,ネリッサ・レイヴンクロフト,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Nerissa-Ravencroft_pr-img_01.webp,https://hololive.hololivepro.com/talents/nerissa-ravencroft/,NA,Nerissa Ravencroft Ch. hololive-EN,ホロライブプロダクション所属VTuber。,1020000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1269,エリザベス・ローズ・ブラッドフレイム,エリザベス・ローズ・ブラッドフレイム,エリザベス・ローズ・ブラッドフレイム,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2023/07/Elizabeth-Rose-Bloodflame_pr-img_01.webp,https://hololive.hololivepro.com/talents/elizabeth-rose-bloodflame/,NA,Elizabeth Rose Bloodflame Ch. hololive-EN,ホロライブプロダクション所属VTuber。,643000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1270,ジジ・ムリン,ジジ・ムリン,ジジ・ムリン,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2023/07/Gigi-Murin_pr-img_01.webp,https://hololive.hololivepro.com/talents/gigi-murin/,NA,Gigi Murin Ch. hololive-EN,ホロライブプロダクション所属VTuber。,593000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1271,セシリア・イマーグリーン,セシリア・イマーグリーン,セシリア・イマーグリーン,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2023/07/Cecilia-Immergreen_pr-img_01.png,https://hololive.hololivepro.com/talents/cecilia-immergreen/,NA,Cecilia Immergreen Ch. hololive-EN,ホロライブプロダクション所属VTuber。,534000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1272,ラオーラ・パンテーラ,ラオーラ・パンテーラ,ラオーラ・パンテーラ,full,vtuber,hololive English,NA,current,https://hololive.hololivepro.com/wp-content/uploads/2023/07/Raora-Panthera_pr-img_01.webp,https://hololive.hololivepro.com/talents/raora-panthera/,NA,Raora Panthera Ch. hololive-EN,ホロライブプロダクション所属VTuber。,681000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1273,九十九佐命,九十九佐命,ツクモサナ,full,vtuber,hololive English,NA,former,https://hololive.hololivepro.com/wp-content/uploads/2023/09/Tsukumo-Sana_pr-img_01.png,https://hololive.hololivepro.com/talents/tsukumo-sana/,NA,Tsukumo Sana Ch. hololive-EN,ホロライブプロダクション所属VTuber。,413000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1274,セレス・ファウナ,セレス・ファウナ,セレス・ファウナ,full,vtuber,hololive English,NA,former,https://hololive.hololivepro.com/wp-content/uploads/2023/10/Ceres-Fauna_pr-img_01.png,https://hololive.hololivepro.com/talents/ceres-fauna/,NA,Ceres Fauna Ch. hololive-EN,ホロライブプロダクション所属VTuber。,986000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1275,七詩ムメイ,七詩ムメイ,ナナシムメイ,full,vtuber,hololive English,NA,former,https://hololive.hololivepro.com/wp-content/uploads/2023/10/Nanashi-Mumei_pr-img_01.png,https://hololive.hololivepro.com/talents/nanashi-mumei/,NA,Nanashi Mumei Ch. hololive-EN,ホロライブプロダクション所属VTuber。,1160000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
1342,奏手イヅル,奏手イヅル,カナデイヅル,full,vtuber,ホロスターズ,2019,current,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Kanade-Izuru_pr-img_01.png,https://holostars.hololivepro.com/talent/kanade-izuru/,NA,Izuru Ch. 奏手イヅル,歌とギターを好み、楽曲やライブ映像を発信する。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1343,花咲みやび,花咲みやび,ハナサキミヤビ,full,vtuber,ホロスターズ,2019,former,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Hanasaki-Miyabi_pr-img_01.webp,https://holostars.hololivepro.com/talent/hanasaki-miyabi/,NA,Miyabi Ch. 花咲みやび,桃の花の髪飾りが目印の、ゲーム好きなアイドル。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
