id,original,surface,pronunciation,class,vertebrate,order,family,description,image,image_page,wikidata
150,シバエビ,シバエビ,シバエビ,無脊椎動物,無脊椎動物,十脚目,クルマエビ科,内湾の砂泥底で夜に活動し小さな底生動物や有機物を食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
151,ズワイガニ,ズワイガニ,ズワイガニ,無脊椎動物,無脊椎動物,十脚目,ケセンガニ科,寒冷な深海の海底にすみ細長い脚で貝や小動物を探す。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
152,タラバガニ,タラバガニ,タラバガニ,無脊椎動物,無脊椎動物,十脚目,タラバガニ科,北太平洋の冷たい海にすみ長い脚と硬い殻を持つヤドカリの仲間。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
153,ケガニ,ケガニ,ケガニ,無脊椎動物,無脊椎動物,十脚目,クリガニ科,全身を短い毛で覆い北日本の浅海で貝や小動物を食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
154,ガザミ,ガザミ,ガザミ,無脊椎動物,無脊椎動物,十脚目,ワタリガニ科,後脚が遊泳脚に変化し内湾の砂泥底を素早く泳ぐ。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
155,アサヒガニ,アサヒガニ,アサヒガニ,無脊椎動物,無脊椎動物,十脚目,アサヒガニ科,丸みのある甲と櫂状の脚を持ち砂に潜って小動物を捕らえる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
156,タカアシガニ,タカアシガニ,タカアシガニ,無脊椎動物,無脊椎動物,十脚目,クモガニ科,非常に長い脚を持つ深海性のカニで駿河湾などの海底にすむ。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
157,シャコ,シャコ,シャコ,無脊椎動物,無脊椎動物,口脚目,シャコ科,鎌状の捕脚を高速で打ち出し貝や甲殻類の殻を砕く。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
158,クロフジツボ,クロフジツボ,クロフジツボ,無脊椎動物,無脊椎動物,フジツボ目,フジツボ科,黒紫色の殻板を持ち潮間帯の岩に固着してプランクトンを濾す。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
159,カメノテ,カメノテ,カメノテ,無脊椎動物,無脊椎動物,有柄目,ミョウガガイ科,岩の割れ目に柄で固着し殻板の間から蔓脚を広げて餌を濾す。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
160,ナンキョクオキアミ,ナンキョクオキアミ,ナンキョクオキアミ,無脊椎動物,無脊椎動物,オキアミ目,オキアミ科,南極海で巨大な群れを作り植物プランクトンを食べる重要な餌生物。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
161,ダイオウグソクムシ,ダイオウグソクムシ,ダイオウグソクムシ,無脊椎動物,無脊椎動物,等脚目,スナホリムシ科,深海底で動物の死骸を食べ長期間の絶食にも耐える大型の等脚類。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
162,マナマコ,マナマコ,マナマコ,無脊椎動物,無脊椎動物,楯手目,シカクナマコ科,砂泥底で海底の砂を取り込み有機物を消化して砂を排出する。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
163,アカナマコ,アカナマコ,アカナマコ,無脊椎動物,無脊椎動物,楯手目,シカクナマコ科,マナマコの赤い体色型で外洋に面した岩礁の礫底に多く見られる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
164,バフンウニ,バフンウニ,バフンウニ,無脊椎動物,無脊椎動物,ホンウニ目,オオバフンウニ科,緑褐色の小型ウニで短い棘を密生させ浅い岩礁の海藻を食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
165,ムラサキウニ,ムラサキウニ,ムラサキウニ,無脊椎動物,無脊椎動物,ホンウニ目,ナガウニ科,暗紫色の長い棘を持ち岩礁で海藻を削り取って食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
166,アカウニ,アカウニ,アカウニ,無脊椎動物,無脊椎動物,ホンウニ目,オオバフンウニ科,赤みのある殻と短い棘を持ち暖かな岩礁の隙間に潜む。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
167,ラッパウニ,ラッパウニ,ラッパウニ,無脊椎動物,無脊椎動物,ラッパウニ目,ラッパウニ科,花びら状の毒のある叉棘を広げ海底の小動物などを捕らえる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
168,イトマキヒトデ,イトマキヒトデ,イトマキヒトデ,無脊椎動物,無脊椎動物,アカヒトデ目,イトマキヒトデ科,五本の腕が短い星形で岩礁や砂地の小動物や死骸を食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
169,オニヒトデ,オニヒトデ,オニヒトデ,無脊椎動物,無脊椎動物,アカヒトデ目,オニヒトデ科,多数の腕に毒棘を備えサンゴ礁で造礁サンゴを食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
170,モミジガイ,モミジガイ,モミジガイ,無脊椎動物,無脊椎動物,モミジガイ目,モミジガイ科,扁平な五角形の体を砂底に半ば埋め二枚貝などを捕食する。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
171,ニホンクモヒトデ,ニホンクモヒトデ,ニホンクモヒトデ,無脊椎動物,無脊椎動物,クモヒトデ目,クモヒトデ科,小さな盤から細長い五本の腕を伸ばし岩陰で有機物を食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
172,ゴカイ,ゴカイ,ゴカイ,無脊椎動物,無脊椎動物,サシバゴカイ目,ゴカイ科,体節ごとに剛毛のある疣足を持ち砂泥底で小動物などを食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
173,イソメ,イソメ,イソメ,無脊椎動物,無脊椎動物,イソメ目,イソメ科,強い顎を備え砂泥底の巣穴から小動物や海藻を食べる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
174,ケヤリムシ,ケヤリムシ,ケヤリムシ,無脊椎動物,無脊椎動物,ケヤリムシ目,ケヤリムシ科,石灰質の棲管から羽毛状の鰓冠を広げ水中の微粒子を濾す。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
175,マボヤ,マボヤ,マボヤ,無脊椎動物,無脊椎動物,マボヤ目,マボヤ科,岩に固着し二つの水管で海水を出し入れして微粒子を濾す。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
176,ダイダイイソカイメン,ダイダイイソカイメン,ダイダイイソカイメン,無脊椎動物,無脊椎動物,イソカイメン目,イソカイメン科,橙色の塊状体に多数の孔があり海水を通して微粒子を濾し取る。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
177,カブトガニ,カブトガニ,カブトガニ,無脊椎動物,無脊椎動物,カブトガニ目,カブトガニ科,兜形の甲と長い尾剣を持ち干潟の砂泥中で小動物を探す。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
178,ニセツノヒラムシ,ニセツノヒラムシ,ニセツノヒラムシ,無脊椎動物,無脊椎動物,多岐腸目,ニセツノヒラムシ科,鮮やかな体色と角状の突起を持つ扁平な体でサンゴ礁を這う。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/marine_life/marine_invertebrate.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/marine_life/marine_invertebrate.svg,
