id,original,surface,pronunciation,type1,type2,generation,genus,rarity,height_m,weight_kg,description,image,image_page
373,ダンバル,ダンバル,ダンバル,はがね,エスパー,3,てっきゅうポケモン,NA,0.6,95.2,てっきゅうポケモン。はがね・エスパータイプ。初登場はルビー・サファイア。高さ0.6m、重さ95.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_58d7ba180a.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
374,メタング,メタング,メタング,はがね,エスパー,3,てつツメポケモン,NA,1.2,202.5,てつツメポケモン。はがね・エスパータイプ。初登場はルビー・サファイア。高さ1.2m、重さ202.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_bda06e3f1a.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
375,メタグロス,メタグロス,メタグロス,はがね,エスパー,3,てつあしポケモン,NA,1.6,550.0,てつあしポケモン。はがね・エスパータイプ。初登場はルビー・サファイア。高さ1.6m、重さ550.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_8b3a3295fd.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1127,メガメタグロス,メガメタグロス,メガメタグロス,はがね,エスパー,6,てつあしポケモン,NA,2.5,942.9,てつあしポケモン。はがね・エスパータイプ。初登場はX・Y。高さ2.5m、重さ942.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e33b422e28.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
376,レジロック,レジロック,レジロック,いわ,NA,3,いわやまポケモン,伝説,1.7,230.0,いわやまポケモン。いわタイプ。初登場はルビー・サファイア。伝説のポケモン。高さ1.7m、重さ230.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_5f81a1b389.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
377,レジアイス,レジアイス,レジアイス,こおり,NA,3,ひょうざんポケモン,伝説,1.8,175.0,ひょうざんポケモン。こおりタイプ。初登場はルビー・サファイア。伝説のポケモン。高さ1.8m、重さ175.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_872cf5bfc9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
378,レジスチル,レジスチル,レジスチル,はがね,NA,3,くろがねポケモン,伝説,1.9,205.0,くろがねポケモン。はがねタイプ。初登場はルビー・サファイア。伝説のポケモン。高さ1.9m、重さ205.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_6b5187f108.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
379,ラティアス,ラティアス,ラティアス,ドラゴン,エスパー,3,むげんポケモン,伝説,1.4,40.0,むげんポケモン。ドラゴン・エスパータイプ。初登場はルビー・サファイア。伝説のポケモン。高さ1.4m、重さ40.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_b4afa098ad.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1128,メガラティアス,メガラティアス,メガラティアス,ドラゴン,エスパー,6,むげんポケモン,伝説,1.8,52.0,むげんポケモン。ドラゴン・エスパータイプ。初登場はX・Y。伝説のポケモン。高さ1.8m、重さ52.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_cc6ff55609.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
380,ラティオス,ラティオス,ラティオス,ドラゴン,エスパー,3,むげんポケモン,伝説,2.0,60.0,むげんポケモン。ドラゴン・エスパータイプ。初登場はルビー・サファイア。伝説のポケモン。高さ2.0m、重さ60.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d986e2ed81.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1129,メガラティオス,メガラティオス,メガラティオス,ドラゴン,エスパー,6,むげんポケモン,伝説,2.3,70.0,むげんポケモン。ドラゴン・エスパータイプ。初登場はX・Y。伝説のポケモン。高さ2.3m、重さ70.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_915287ef75.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
381,カイオーガ,カイオーガ,カイオーガ,みず,NA,3,かいていポケモン,伝説,4.5,352.0,かいていポケモン。みずタイプ。初登場はルビー・サファイア。伝説のポケモン。高さ4.5m、重さ352.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_3e962c5cfc.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
382,グラードン,グラードン,グラードン,じめん,NA,3,たいりくポケモン,伝説,3.5,950.0,たいりくポケモン。じめんタイプ。初登場はルビー・サファイア。伝説のポケモン。高さ3.5m、重さ950.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_3e069e6ff9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
383,レックウザ,レックウザ,レックウザ,ドラゴン,ひこう,3,てんくうポケモン,伝説,7.0,206.5,てんくうポケモン。ドラゴン・ひこうタイプ。初登場はルビー・サファイア。伝説のポケモン。高さ7.0m、重さ206.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_f411b11e97.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1130,メガレックウザ,メガレックウザ,メガレックウザ,ドラゴン,ひこう,6,てんくうポケモン,伝説,10.8,392.0,てんくうポケモン。ドラゴン・ひこうタイプ。初登場はX・Y。伝説のポケモン。高さ10.8m、重さ392.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_91a9ef7c7b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
384,ジラーチ,ジラーチ,ジラーチ,はがね,エスパー,3,ねがいごとポケモン,幻,0.3,1.1,ねがいごとポケモン。はがね・エスパータイプ。初登場はルビー・サファイア。幻のポケモン。高さ0.3m、重さ1.1kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_bd1d207409.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
385,デオキシス,デオキシス,デオキシス,エスパー,NA,3,DNAポケモン,幻,1.7,60.8,DNAポケモン。エスパータイプ。初登場はルビー・サファイア。幻のポケモン。高さ1.7m、重さ60.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_bc5d0b1445.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
386,ナエトル,ナエトル,ナエトル,くさ,NA,4,わかばポケモン,NA,0.4,10.2,わかばポケモン。くさタイプ。初登場はダイヤモンド・パール。高さ0.4m、重さ10.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ff3f50f9e2.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
387,ハヤシガメ,ハヤシガメ,ハヤシガメ,くさ,NA,4,こだちポケモン,NA,1.1,97.0,こだちポケモン。くさタイプ。初登場はダイヤモンド・パール。高さ1.1m、重さ97.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_40d6b11ac1.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
388,ドダイトス,ドダイトス,ドダイトス,くさ,じめん,4,たいりくポケモン,NA,2.2,310.0,たいりくポケモン。くさ・じめんタイプ。初登場はダイヤモンド・パール。高さ2.2m、重さ310.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_5430b97f64.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
389,ヒコザル,ヒコザル,ヒコザル,ほのお,NA,4,こざるポケモン,NA,0.5,6.2,こざるポケモン。ほのおタイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ6.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_540f61660e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
390,モウカザル,モウカザル,モウカザル,ほのお,かくとう,4,やんちゃポケモン,NA,0.9,22.0,やんちゃポケモン。ほのお・かくとうタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ22.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_8b8b185b25.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
391,ゴウカザル,ゴウカザル,ゴウカザル,ほのお,かくとう,4,かえんポケモン,NA,1.2,55.0,かえんポケモン。ほのお・かくとうタイプ。初登場はダイヤモンド・パール。高さ1.2m、重さ55.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c6271ec151.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
392,ポッチャマ,ポッチャマ,ポッチャマ,みず,NA,4,ペンギンポケモン,NA,0.4,5.2,ペンギンポケモン。みずタイプ。初登場はダイヤモンド・パール。高さ0.4m、重さ5.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_8a064fd6d1.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
393,ポッタイシ,ポッタイシ,ポッタイシ,みず,NA,4,ペンギンポケモン,NA,0.8,23.0,ペンギンポケモン。みずタイプ。初登場はダイヤモンド・パール。高さ0.8m、重さ23.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_14d648f04b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
394,エンペルト,エンペルト,エンペルト,みず,はがね,4,こうていポケモン,NA,1.7,84.5,こうていポケモン。みず・はがねタイプ。初登場はダイヤモンド・パール。高さ1.7m、重さ84.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a8d3505eed.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
395,ムックル,ムックル,ムックル,ノーマル,ひこう,4,むくどりポケモン,NA,0.3,2.0,むくどりポケモン。ノーマル・ひこうタイプ。初登場はダイヤモンド・パール。高さ0.3m、重さ2.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_224c0a45a7.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
396,ムクバード,ムクバード,ムクバード,ノーマル,ひこう,4,むくどりポケモン,NA,0.6,15.5,むくどりポケモン。ノーマル・ひこうタイプ。初登場はダイヤモンド・パール。高さ0.6m、重さ15.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_67c4a317d2.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
397,ムクホーク,ムクホーク,ムクホーク,ノーマル,ひこう,4,もうきんポケモン,NA,1.2,24.9,もうきんポケモン。ノーマル・ひこうタイプ。初登場はダイヤモンド・パール。高さ1.2m、重さ24.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c3c07a92ad.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1131,メガムクホーク,メガムクホーク,メガムクホーク,かくとう,ひこう,9,もうきんポケモン,NA,1.9,50.0,もうきんポケモン。かくとう・ひこうタイプ。初登場はスカーレット・バイオレット。高さ1.9m、重さ50.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ace6cf8f42.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
398,ビッパ,ビッパ,ビッパ,ノーマル,NA,4,まるねずみポケモン,NA,0.5,20.0,まるねずみポケモン。ノーマルタイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ20.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_2e5295c729.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
399,ビーダル,ビーダル,ビーダル,ノーマル,みず,4,ビーバーポケモン,NA,1.0,31.5,ビーバーポケモン。ノーマル・みずタイプ。初登場はダイヤモンド・パール。高さ1.0m、重さ31.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ff8cdbda6e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
400,コロボーシ,コロボーシ,コロボーシ,むし,NA,4,こおろぎポケモン,NA,0.3,2.2,こおろぎポケモン。むしタイプ。初登場はダイヤモンド・パール。高さ0.3m、重さ2.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9b5bf4d2b8.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
401,コロトック,コロトック,コロトック,むし,NA,4,こおろぎポケモン,NA,1.0,25.5,こおろぎポケモン。むしタイプ。初登場はダイヤモンド・パール。高さ1.0m、重さ25.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_23ba68c17e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
402,コリンク,コリンク,コリンク,でんき,NA,4,せんこうポケモン,NA,0.5,9.5,せんこうポケモン。でんきタイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ9.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1a37aa96a0.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
403,ルクシオ,ルクシオ,ルクシオ,でんき,NA,4,でんこうポケモン,NA,0.9,30.5,でんこうポケモン。でんきタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ30.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d606717874.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
404,レントラー,レントラー,レントラー,でんき,NA,4,がんこうポケモン,NA,1.4,42.0,がんこうポケモン。でんきタイプ。初登場はダイヤモンド・パール。高さ1.4m、重さ42.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_013c4967ce.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
405,スボミー,スボミー,スボミー,くさ,どく,4,つぼみポケモン,NA,0.2,1.2,つぼみポケモン。くさ・どくタイプ。初登場はダイヤモンド・パール。高さ0.2m、重さ1.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_dff52341d9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
406,ロズレイド,ロズレイド,ロズレイド,くさ,どく,4,ブーケポケモン,NA,0.9,14.5,ブーケポケモン。くさ・どくタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ14.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1715d49780.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
407,ズガイドス,ズガイドス,ズガイドス,いわ,NA,4,ずつきポケモン,NA,0.9,31.5,ずつきポケモン。いわタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ31.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c2005d03b9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
408,ラムパルド,ラムパルド,ラムパルド,いわ,NA,4,ずつきポケモン,NA,1.6,102.5,ずつきポケモン。いわタイプ。初登場はダイヤモンド・パール。高さ1.6m、重さ102.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_388b5aab12.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
409,タテトプス,タテトプス,タテトプス,いわ,はがね,4,シールドポケモン,NA,0.5,57.0,シールドポケモン。いわ・はがねタイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ57.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_3d2c8ab5af.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
410,トリデプス,トリデプス,トリデプス,いわ,はがね,4,シールドポケモン,NA,1.3,149.5,シールドポケモン。いわ・はがねタイプ。初登場はダイヤモンド・パール。高さ1.3m、重さ149.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_dd1d1b0fdb.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
411,ミノムッチ,ミノムッチ,ミノムッチ,むし,NA,4,みのむしポケモン,NA,0.2,3.4,みのむしポケモン。むしタイプ。初登場はダイヤモンド・パール。高さ0.2m、重さ3.4kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_07071a92b8.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
412,ミノマダム,ミノマダム,ミノマダム,むし,くさ,4,みのむしポケモン,NA,0.5,6.5,みのむしポケモン。むし・くさタイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ6.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_72ea74fe89.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
413,ガーメイル,ガーメイル,ガーメイル,むし,ひこう,4,ミノガポケモン,NA,0.9,23.3,ミノガポケモン。むし・ひこうタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ23.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_192b62c310.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
414,ミツハニー,ミツハニー,ミツハニー,むし,ひこう,4,はちのこポケモン,NA,0.3,5.5,はちのこポケモン。むし・ひこうタイプ。初登場はダイヤモンド・パール。高さ0.3m、重さ5.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_10b9dfa90e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
415,ビークイン,ビークイン,ビークイン,むし,ひこう,4,はちのすポケモン,NA,1.2,38.5,はちのすポケモン。むし・ひこうタイプ。初登場はダイヤモンド・パール。高さ1.2m、重さ38.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_4549ad3d18.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
416,パチリス,パチリス,パチリス,でんき,NA,4,でんきりすポケモン,NA,0.4,3.9,でんきりすポケモン。でんきタイプ。初登場はダイヤモンド・パール。高さ0.4m、重さ3.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c12c12a36f.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
417,ブイゼル,ブイゼル,ブイゼル,みず,NA,4,うみイタチポケモン,NA,0.7,29.5,うみイタチポケモン。みずタイプ。初登場はダイヤモンド・パール。高さ0.7m、重さ29.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_291cfcad51.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
418,フローゼル,フローゼル,フローゼル,みず,NA,4,うみイタチポケモン,NA,1.1,33.5,うみイタチポケモン。みずタイプ。初登場はダイヤモンド・パール。高さ1.1m、重さ33.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e15ae684c8.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
419,チェリンボ,チェリンボ,チェリンボ,くさ,NA,4,さくらんぼポケモン,NA,0.4,3.3,さくらんぼポケモン。くさタイプ。初登場はダイヤモンド・パール。高さ0.4m、重さ3.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_4250f9ede3.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
420,チェリム,チェリム,チェリム,くさ,NA,4,サクラポケモン,NA,0.5,9.3,サクラポケモン。くさタイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ9.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_410e9b3ebd.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
421,カラナクシ,カラナクシ,カラナクシ,みず,NA,4,ウミウシポケモン,NA,0.3,6.3,ウミウシポケモン。みずタイプ。初登場はダイヤモンド・パール。高さ0.3m、重さ6.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_778c2f568b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
422,トリトドン,トリトドン,トリトドン,みず,じめん,4,ウミウシポケモン,NA,0.9,29.9,ウミウシポケモン。みず・じめんタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ29.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_cf6945259c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
423,エテボース,エテボース,エテボース,ノーマル,NA,4,おながポケモン,NA,1.2,20.3,おながポケモン。ノーマルタイプ。初登場はダイヤモンド・パール。高さ1.2m、重さ20.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d4bba81bda.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
424,フワンテ,フワンテ,フワンテ,ゴースト,ひこう,4,ふうせんポケモン,NA,0.4,1.2,ふうせんポケモン。ゴースト・ひこうタイプ。初登場はダイヤモンド・パール。高さ0.4m、重さ1.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_f3565dab2f.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
425,フワライド,フワライド,フワライド,ゴースト,ひこう,4,ききゅうポケモン,NA,1.2,15.0,ききゅうポケモン。ゴースト・ひこうタイプ。初登場はダイヤモンド・パール。高さ1.2m、重さ15.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_7942348c50.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
426,ミミロル,ミミロル,ミミロル,ノーマル,NA,4,うさぎポケモン,NA,0.4,5.5,うさぎポケモン。ノーマルタイプ。初登場はダイヤモンド・パール。高さ0.4m、重さ5.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_532d7aa4f3.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
427,ミミロップ,ミミロップ,ミミロップ,ノーマル,NA,4,うさぎポケモン,NA,1.2,33.3,うさぎポケモン。ノーマルタイプ。初登場はダイヤモンド・パール。高さ1.2m、重さ33.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d6e0795894.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1132,メガミミロップ,メガミミロップ,メガミミロップ,ノーマル,かくとう,6,うさぎポケモン,NA,1.3,28.3,うさぎポケモン。ノーマル・かくとうタイプ。初登場はX・Y。高さ1.3m、重さ28.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_fa2093a68c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
428,ムウマージ,ムウマージ,ムウマージ,ゴースト,NA,4,マジカルポケモン,NA,0.9,4.4,マジカルポケモン。ゴーストタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ4.4kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_090f642c39.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
429,ドンカラス,ドンカラス,ドンカラス,あく,ひこう,4,おおボスポケモン,NA,0.9,27.3,おおボスポケモン。あく・ひこうタイプ。初登場はダイヤモンド・パール。高さ0.9m、重さ27.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_71a219a963.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
430,ニャルマー,ニャルマー,ニャルマー,ノーマル,NA,4,ねこかぶりポケモン,NA,0.5,3.9,ねこかぶりポケモン。ノーマルタイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ3.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_5cc272e567.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
431,ブニャット,ブニャット,ブニャット,ノーマル,NA,4,とらねこポケモン,NA,1.0,43.8,とらねこポケモン。ノーマルタイプ。初登場はダイヤモンド・パール。高さ1.0m、重さ43.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9804ecff12.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
432,リーシャン,リーシャン,リーシャン,エスパー,NA,4,すずポケモン,NA,0.2,0.6,すずポケモン。エスパータイプ。初登場はダイヤモンド・パール。高さ0.2m、重さ0.6kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_bbb2f116ab.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
433,スカンプー,スカンプー,スカンプー,どく,あく,4,スカンクポケモン,NA,0.4,19.2,スカンクポケモン。どく・あくタイプ。初登場はダイヤモンド・パール。高さ0.4m、重さ19.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_48a5e7eb8c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
434,スカタンク,スカタンク,スカタンク,どく,あく,4,スカンクポケモン,NA,1.0,38.0,スカンクポケモン。どく・あくタイプ。初登場はダイヤモンド・パール。高さ1.0m、重さ38.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_874aa113b5.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
435,ドーミラー,ドーミラー,ドーミラー,はがね,エスパー,4,せいどうポケモン,NA,0.5,60.5,せいどうポケモン。はがね・エスパータイプ。初登場はダイヤモンド・パール。高さ0.5m、重さ60.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_81b2a5d1d1.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
436,ドータクン,ドータクン,ドータクン,はがね,エスパー,4,どうたくポケモン,NA,1.3,187.0,どうたくポケモン。はがね・エスパータイプ。初登場はダイヤモンド・パール。高さ1.3m、重さ187.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d75d9bbedf.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
