id,original,surface,pronunciation,type,image,image_page,birth_year,death_year,nationality,field,achievement
607,アレクサンドル・ボリソフ,ボリソフ,ボリソフ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0608.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1943年,,ロシア,実験物理,金属水素状態の生成条件と転移機構の実験的特定
607,アレクサンドル・ボリソフ,アレクサンドル・ボリソフ,アレクサンドル ボリソフ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0608.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1943年,,ロシア,実験物理,金属水素状態の生成条件と転移機構の実験的特定
607,アレクサンドル・ボリソフ,アレクサンドル,アレクサンドル,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0608.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1943年,,ロシア,実験物理,金属水素状態の生成条件と転移機構の実験的特定
608,ンコシ・ムテトゥワ,ムテトゥワ,ムテトゥワ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0609.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,,南アフリカ,実験物理,希土類元素検出用電磁結合法の発明
608,ンコシ・ムテトゥワ,ンコシ・ムテトゥワ,ンコシ ムテトゥワ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0609.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,,南アフリカ,実験物理,希土類元素検出用電磁結合法の発明
608,ンコシ・ムテトゥワ,ンコシ,ンコシ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0609.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,,南アフリカ,実験物理,希土類元素検出用電磁結合法の発明
609,林 美蓉,林,りん,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0610.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1940年,,台湾,実験物理,高エネルギー粒子による物質内動的複屈折制御の実験的実証
609,林 美蓉,林 美蓉,りんみよん,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0610.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1940年,,台湾,実験物理,高エネルギー粒子による物質内動的複屈折制御の実験的実証
609,林 美蓉,美蓉,みよん,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0610.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1940年,,台湾,実験物理,高エネルギー粒子による物質内動的複屈折制御の実験的実証
610,山本 結衣,山本,やまもと,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0611.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1909年,1983年,日本,実験物理,結晶表面における照射誘起再構成現象の発見
610,山本 結衣,山本 結衣,やまもとゆい,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0611.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1909年,1983年,日本,実験物理,結晶表面における照射誘起再構成現象の発見
610,山本 結衣,結衣,ゆい,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0611.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1909年,1983年,日本,実験物理,結晶表面における照射誘起再構成現象の発見
611,イーサン・ハーパー,ハーパー,ハーパー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0612.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1915年,1998年,米国,実験物理,絶縁体中二次光散乱メカニズムの実験的同定
611,イーサン・ハーパー,イーサン・ハーパー,イーサン ハーパー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0612.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1915年,1998年,米国,実験物理,絶縁体中二次光散乱メカニズムの実験的同定
611,イーサン・ハーパー,イーサン,イーサン,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0612.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1915年,1998年,米国,実験物理,絶縁体中二次光散乱メカニズムの実験的同定
612,エマ・カドウェル,カドウェル,カドウェル,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0613.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1930年,,米国,実験物理,非線形力学系のカオス的同期転移現象の実験的立証
612,エマ・カドウェル,エマ・カドウェル,エマ カドウェル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0613.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1930年,,米国,実験物理,非線形力学系のカオス的同期転移現象の実験的立証
612,エマ・カドウェル,エマ,エマ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0613.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1930年,,米国,実験物理,非線形力学系のカオス的同期転移現象の実験的立証
613,オリバー・ベネット,ベネット,ベネット,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0614.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1933年,,英国,実験物理,微小重力環境におけるコロイド結晶化現象の実証
613,オリバー・ベネット,オリバー・ベネット,オリバー ベネット,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0614.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1933年,,英国,実験物理,微小重力環境におけるコロイド結晶化現象の実証
613,オリバー・ベネット,オリバー,オリバー,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0614.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1933年,,英国,実験物理,微小重力環境におけるコロイド結晶化現象の実証
614,アリス・フェアチャイルド,フェアチャイルド,フェアチャイルド,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0615.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1944年,,英国,実験物理,液体金属界面における微小乱流の実験的発見
614,アリス・フェアチャイルド,アリス・フェアチャイルド,アリス フェアチャイルド,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0615.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1944年,,英国,実験物理,液体金属界面における微小乱流の実験的発見
614,アリス・フェアチャイルド,アリス,アリス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0615.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1944年,,英国,実験物理,液体金属界面における微小乱流の実験的発見
615,アメリア・ストラットン,ストラットン,ストラットン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0616.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1936年,,英国,実験物理,混晶系材料の非平衡欠陥生成メカニズム解明
615,アメリア・ストラットン,アメリア・ストラットン,アメリア ストラットン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0616.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1936年,,英国,実験物理,混晶系材料の非平衡欠陥生成メカニズム解明
615,アメリア・ストラットン,アメリア,アメリア,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0616.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1936年,,英国,実験物理,混晶系材料の非平衡欠陥生成メカニズム解明
616,ルカ・ベッランディ,ベッランディ,ベッランディ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0617.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1938年,,イタリア,材料物理,酸化物薄膜の構造起因フォトクロミズムの発見
616,ルカ・ベッランディ,ルカ・ベッランディ,ルカ ベッランディ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0617.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1938年,,イタリア,材料物理,酸化物薄膜の構造起因フォトクロミズムの発見
616,ルカ・ベッランディ,ルカ,ルカ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0617.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1938年,,イタリア,材料物理,酸化物薄膜の構造起因フォトクロミズムの発見
617,ユリア・ノイマン,ノイマン,ノイマン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0618.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1905年,1980年,ドイツ,材料物理,多孔質金属の異方的熱伝導挙動の理論的フレーム構築
617,ユリア・ノイマン,ユリア・ノイマン,ユリア ノイマン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0618.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1905年,1980年,ドイツ,材料物理,多孔質金属の異方的熱伝導挙動の理論的フレーム構築
617,ユリア・ノイマン,ユリア,ユリア,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0618.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1905年,1980年,ドイツ,材料物理,多孔質金属の異方的熱伝導挙動の理論的フレーム構築
618,エロイーズ・モロー,モロー,モロー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0619.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1918年,,フランス,材料物理,層状複合材料界面でのスピン転写現象の発見
618,エロイーズ・モロー,エロイーズ・モロー,エロイーズ モロー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0619.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1918年,,フランス,材料物理,層状複合材料界面でのスピン転写現象の発見
618,エロイーズ・モロー,エロイーズ,エロイーズ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0619.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1918年,,フランス,材料物理,層状複合材料界面でのスピン転写現象の発見
619,陳 昊天,陳,ちん,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0620.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,1982年,中国,材料物理,多価金属ナノ粒子相転移の原子配列直接観察手法の導入
619,陳 昊天,陳 昊天,ちんこうてん,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0620.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,1982年,中国,材料物理,多価金属ナノ粒子相転移の原子配列直接観察手法の導入
619,陳 昊天,昊天,こうてん,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0620.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,1982年,中国,材料物理,多価金属ナノ粒子相転移の原子配列直接観察手法の導入
620,シポ・マーラング,マーラング,マーラング,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0621.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1904年,1988年,南アフリカ,材料物理,アフリカ産複雑酸化物における異常磁気トンネル特性の発見
620,シポ・マーラング,シポ・マーラング,シポ マーラング,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0621.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1904年,1988年,南アフリカ,材料物理,アフリカ産複雑酸化物における異常磁気トンネル特性の発見
620,シポ・マーラング,シポ,シポ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0621.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1904年,1988年,南アフリカ,材料物理,アフリカ産複雑酸化物における異常磁気トンネル特性の発見
621,佐藤 晴香,佐藤,さとう,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0622.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1938年,,日本,材料物理,中性子散乱法による層状材料の格子欠陥動態の解明
621,佐藤 晴香,佐藤 晴香,さとうはるか,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0622.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1938年,,日本,材料物理,中性子散乱法による層状材料の格子欠陥動態の解明
621,佐藤 晴香,晴香,はるか,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0622.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1938年,,日本,材料物理,中性子散乱法による層状材料の格子欠陥動態の解明
622,ジュリアン・ハーグリーブス,ハーグリーブス,ハーグリーブス,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0623.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1936年,,英国,材料物理,層状ビスマス材料の低温微視的構造―伝導相関の発見
622,ジュリアン・ハーグリーブス,ジュリアン・ハーグリーブス,ジュリアン ハーグリーブス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0623.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1936年,,英国,材料物理,層状ビスマス材料の低温微視的構造―伝導相関の発見
622,ジュリアン・ハーグリーブス,ジュリアン,ジュリアン,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0623.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1936年,,英国,材料物理,層状ビスマス材料の低温微視的構造―伝導相関の発見
623,マッテオ・ヴァレリアーニ,ヴァレリアーニ,ヴァレリアーニ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0624.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1935年,,イタリア,熱学・統計物理,非定常熱拡散現象の統計力学的モデリング
623,マッテオ・ヴァレリアーニ,マッテオ・ヴァレリアーニ,マッテオ ヴァレリアーニ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0624.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1935年,,イタリア,熱学・統計物理,非定常熱拡散現象の統計力学的モデリング
623,マッテオ・ヴァレリアーニ,マッテオ,マッテオ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0624.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1935年,,イタリア,熱学・統計物理,非定常熱拡散現象の統計力学的モデリング
624,デシュミタ・ライナ,デシュミタ,デシュミタ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0625.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1927年,,インド,熱学・統計物理,枝分かれ混合系の臨界非対称性理論の構築
624,デシュミタ・ライナ,デシュミタ・ライナ,デシュミタ ライナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0625.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1927年,,インド,熱学・統計物理,枝分かれ混合系の臨界非対称性理論の構築
624,デシュミタ・ライナ,ライナ,ライナ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0625.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1927年,,インド,熱学・統計物理,枝分かれ混合系の臨界非対称性理論の構築
625,デ・フリース・マリット,デ・フリース,デ フリース,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0626.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1915年,,オランダ,熱学・統計物理,緩和過程における小系熱揺動理論の確立
625,デ・フリース・マリット,デ・フリース・マリット,デ フリース マリット,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0626.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1915年,,オランダ,熱学・統計物理,緩和過程における小系熱揺動理論の確立
625,デ・フリース・マリット,マリット,マリット,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0626.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1915年,,オランダ,熱学・統計物理,緩和過程における小系熱揺動理論の確立
626,リアム・カリントン,カリントン,カリントン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0627.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1913年,1998年,オーストラリア,熱学・統計物理,多孔質材料の異方的熱伝導機構の統計理論化
626,リアム・カリントン,リアム・カリントン,リアム カリントン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0627.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1913年,1998年,オーストラリア,熱学・統計物理,多孔質材料の異方的熱伝導機構の統計理論化
626,リアム・カリントン,リアム,リアム,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0627.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1913年,1998年,オーストラリア,熱学・統計物理,多孔質材料の異方的熱伝導機構の統計理論化
627,ニナ・ケラー,ケラー,ケラー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0628.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1904年,1987年,スイス,熱学・統計物理,格子欠陥による比熱異常の統計力学的解釈
627,ニナ・ケラー,ニナ・ケラー,ニナ ケラー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0628.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1904年,1987年,スイス,熱学・統計物理,格子欠陥による比熱異常の統計力学的解釈
627,ニナ・ケラー,ニナ,ニナ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0628.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1904年,1987年,スイス,熱学・統計物理,格子欠陥による比熱異常の統計力学的解釈
628,レナ・マウラー,マウラー,マウラー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0629.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1928年,,スイス,熱学・統計物理,エネルギー輸送過程の対称性破れ理論の提唱
628,レナ・マウラー,レナ・マウラー,レナ マウラー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0629.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1928年,,スイス,熱学・統計物理,エネルギー輸送過程の対称性破れ理論の提唱
628,レナ・マウラー,レナ,レナ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0629.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1928年,,スイス,熱学・統計物理,エネルギー輸送過程の対称性破れ理論の提唱
629,エリフ・コルクマズ,コルクマズ,コルクマズ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0630.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1940年,,トルコ,熱学・統計物理,準周期結晶中の多重相関熱輸送理論の確立
629,エリフ・コルクマズ,エリフ・コルクマズ,エリフ コルクマズ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0630.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1940年,,トルコ,熱学・統計物理,準周期結晶中の多重相関熱輸送理論の確立
629,エリフ・コルクマズ,エリフ,エリフ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0630.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1940年,,トルコ,熱学・統計物理,準周期結晶中の多重相関熱輸送理論の確立
630,ミリアム・フォーグラー,フォーグラー,フォーグラー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0631.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1917年,,ドイツ,熱学・統計物理,動的ランダム場における臨界現象の階層的モデリング
630,ミリアム・フォーグラー,ミリアム・フォーグラー,ミリアム・フォーグラー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0631.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1917年,,ドイツ,熱学・統計物理,動的ランダム場における臨界現象の階層的モデリング
630,ミリアム・フォーグラー,ミリアム,ミリアム,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0631.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1917年,,ドイツ,熱学・統計物理,動的ランダム場における臨界現象の階層的モデリング
631,カミユ・デュポン,デュポン,デュポン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0632.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1921年,1993年,フランス,熱学・統計物理,準静的駆動系における熱的揺らぎ予測モデルの提唱
631,カミユ・デュポン,カミユ・デュポン,カミユ デュポン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0632.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1921年,1993年,フランス,熱学・統計物理,準静的駆動系における熱的揺らぎ予測モデルの提唱
631,カミユ・デュポン,カミユ,カミユ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0632.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1921年,1993年,フランス,熱学・統計物理,準静的駆動系における熱的揺らぎ予測モデルの提唱
632,イリーナ・コズロヴァ,コズロヴァ,コズロヴァ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0633.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1933年,,ロシア,熱学・統計物理,非平衡熱系におけるエントロピーポテンシャルモデル構築
632,イリーナ・コズロヴァ,イリーナ・コズロヴァ,イリーナ・コズロヴァ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0633.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1933年,,ロシア,熱学・統計物理,非平衡熱系におけるエントロピーポテンシャルモデル構築
632,イリーナ・コズロヴァ,イリーナ,イリーナ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0633.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1933年,,ロシア,熱学・統計物理,非平衡熱系におけるエントロピーポテンシャルモデル構築
633,葉 蒼蓮,葉,よう,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0634.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,1982年,中国,熱学・統計物理,複雑場における熱的緩和過程の確率論的理論構築
633,葉 蒼蓮,葉 蒼蓮,ようそうれん,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0634.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,1982年,中国,熱学・統計物理,複雑場における熱的緩和過程の確率論的理論構築
633,葉 蒼蓮,蒼蓮,そうれん,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0634.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1906年,1982年,中国,熱学・統計物理,複雑場における熱的緩和過程の確率論的理論構築
634,何 雅琳,何,か,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0635.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1926年,,中国,熱学・統計物理,準周期系における階層秩序の熱力学的理論構築
634,何 雅琳,何 雅琳,かやりん,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0635.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1926年,,中国,熱学・統計物理,準周期系における階層秩序の熱力学的理論構築
634,何 雅琳,雅琳,やりん,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0635.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1926年,,中国,熱学・統計物理,準周期系における階層秩序の熱力学的理論構築
635,張 宇軒,張,ちょう,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0636.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1901年,1989年,中国,熱学・統計物理,希薄気体系障壁現象の統計力学的理論構築
635,張 宇軒,張 宇軒,ちょううけん,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0636.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1901年,1989年,中国,熱学・統計物理,希薄気体系障壁現象の統計力学的理論構築
635,張 宇軒,宇軒,うけん,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0636.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1901年,1989年,中国,熱学・統計物理,希薄気体系障壁現象の統計力学的理論構築
636,クロエ・ウィットマン,ウィットマン,ウィットマン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0637.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1924年,,米国,熱学・統計物理,極限環境材料の異方熱膨張モデルの構築
636,クロエ・ウィットマン,クロエ・ウィットマン,クロエ・ウィットマン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0637.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1924年,,米国,熱学・統計物理,極限環境材料の異方熱膨張モデルの構築
636,クロエ・ウィットマン,クロエ,クロエ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0637.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1924年,,米国,熱学・統計物理,極限環境材料の異方熱膨張モデルの構築
