id,original,surface,pronunciation,type,prefecture,parent,status,population,code,description,image,image_page,wikidata
5481,東塩田村,東塩田,ヒガシシオダ,short,長野県,,former,,,長野県小県郡にあった村。現在の上田市下之郷・古安曽・富士山にあたる。,,,Q17176491
5482,東川手村,東川手村,ヒガシカワテムラ,full,長野県,,former,,,長野県東筑摩郡にあった村。現在の安曇野市明科東川手にあたる。,,,Q17176128
5482,東川手村,東川手,ヒガシカワテ,short,長野県,,former,,,長野県東筑摩郡にあった村。現在の安曇野市明科東川手にあたる。,,,Q17176128
5483,東春近村,東春近村,ヒガシハルチカムラ,full,長野県,,former,,,長野県上伊那郡にあった村。現在の伊那市東春近にあたる。,,,Q17175433
5483,東春近村,東春近,ヒガシハルチカ,short,長野県,,former,,,長野県上伊那郡にあった村。現在の伊那市東春近にあたる。,,,Q17175433
5484,東村,東村,アズマムラ,full,長野県,,former,,,長野県上高井郡にあった村。現在の須坂市の南半にあたる。,,,Q17174014
5484,東村,東,アズマ,short,長野県,,former,,,長野県上高井郡にあった村。現在の須坂市の南半にあたる。,,,Q17174014
5485,東村,東村,ヒガシムラ,full,長野県,,former,,,長野県北佐久郡にあった村。現在の佐久市の北東端にあたる。,,,Q17175448
5485,東村,東,ヒガシ,short,長野県,,former,,,長野県北佐久郡にあった村。現在の佐久市の北東端にあたる。,,,Q17175448
5486,東条村,東条村,ヒガシジョウムラ,full,長野県,,former,,,長野県埴科郡にあった村。概ね現在の長野市松代町東条・松代温泉・皆神台にあたる。,,,Q17175036
5486,東条村,東条,ヒガシジョウ,short,長野県,,former,,,長野県埴科郡にあった村。概ね現在の長野市松代町東条・松代温泉・皆神台にあたる。,,,Q17175036
5487,東福寺村,東福寺村,トウフクジムラ,full,長野県,,former,,,長野県更級郡にあった村。概ね現在の長野市篠ノ井東福寺・篠ノ井小森にあたる。,,,Q17174673
5487,東福寺村,東福寺,トウフクジ,short,長野県,,former,,,長野県更級郡にあった村。概ね現在の長野市篠ノ井東福寺・篠ノ井小森にあたる。,,,Q17174673
5488,東箕輪村,東箕輪村,ヒガシミノワムラ,full,長野県,,former,,,長野県上伊那郡にあった村。現在の箕輪町大字東箕輪にあたる。,,,Q17176415
5488,東箕輪村,東箕輪,ヒガシミノワ,short,長野県,,former,,,長野県上伊那郡にあった村。現在の箕輪町大字東箕輪にあたる。,,,Q17176415
5489,東部町,東部町,トウブマチ,full,長野県,,former,,,かつて長野県小県郡にあった町。2004年（平成16年）4月1日に北御牧村と合併して東御市が発足し、東部町は廃止された。,,,Q7862631
5489,東部町,東部,トウブ,short,長野県,,former,,,かつて長野県小県郡にあった町。2004年（平成16年）4月1日に北御牧村と合併して東御市が発足し、東部町は廃止された。,,,Q7862631
5490,松代町,松代町,マツシロマチ,full,長野県,,former,,,かつて長野県埴科郡に存在した町。現在では、長野市に統合されている。江戸時代には松代藩の城下町であり、恩田木工や佐久間象山を輩出した。明治期には製糸業が盛んだった。,,,Q11529238
5490,松代町,松代,マツシロ,short,長野県,,former,,,かつて長野県埴科郡に存在した町。現在では、長野市に統合されている。江戸時代には松代藩の城下町であり、恩田木工や佐久間象山を輩出した。明治期には製糸業が盛んだった。,,,Q11529238
5491,松尾村,松尾村,マツオムラ,full,長野県,,former,,,長野県下伊那郡にあった村。概ね現在の飯田市大字毛賀および松尾各町にあたる。飯田市街地の「松尾町1-4丁目」は、これと異なる。,,,Q17176599
5491,松尾村,松尾,マツオ,short,長野県,,former,,,長野県下伊那郡にあった村。概ね現在の飯田市大字毛賀および松尾各町にあたる。飯田市街地の「松尾町1-4丁目」は、これと異なる。,,,Q17176599
5492,松本村,松本村,マツモトムラ,full,長野県,,former,,,明治時代と大正時代に長野県に存在した村。1925年2月1日に松本市に編入された。松本市および東筑摩郡松本町の前身ではなく松本市街に南接する別の自治体であった。,,,Q11531132
5492,松本村,松本,マツモト,short,長野県,,former,,,明治時代と大正時代に長野県に存在した村。1925年2月1日に松本市に編入された。松本市および東筑摩郡松本町の前身ではなく松本市街に南接する別の自治体であった。,,,Q11531132
5493,柏原村,柏原村,カシワバラムラ,full,長野県,,former,,,長野県上水内郡にあった村。現在の信濃町大字柏原にあたる。,,,Q17175292
5493,柏原村,柏原,カシワバラ,short,長野県,,former,,,長野県上水内郡にあった村。現在の信濃町大字柏原にあたる。,,,Q17175292
5494,柳原村,柳原村,ヤナギハラムラ,full,長野県,,former,,,長野県下水内郡と上水内郡にあった村。下水内郡柳原村は現在の飯山市大字旭・富倉・小佐原にあたる。上水内郡柳原村は現在の長野市にあたる。,,,Q11534146
5494,柳原村,柳原,ヤナギハラ,short,長野県,,former,,,長野県下水内郡と上水内郡にあった村。下水内郡柳原村は現在の飯山市大字旭・富倉・小佐原にあたる。上水内郡柳原村は現在の長野市にあたる。,,,Q11534146
5495,柳原村,柳原村,,full,長野県,,former,,,柳原は、長野県長野市北東部にある地域。大字柳原・村山・小島に相当する。長野市役所柳原支所管内。本項では、かつて概ね同地域に所在した上水内郡柳原村（やなぎはらむら）についても述べる。,,,Q96676797
5495,柳原村,柳原,,short,長野県,,former,,,柳原は、長野県長野市北東部にある地域。大字柳原・村山・小島に相当する。長野市役所柳原支所管内。本項では、かつて概ね同地域に所在した上水内郡柳原村（やなぎはらむら）についても述べる。,,,Q96676797
5496,柵村,柵村,シガラミムラ,full,長野県,,former,,,長野県上水内郡にあった村。現在の長野市戸隠栃原・戸隠祖山にあたる。,,,Q17173888
5496,柵村,柵,シガラミ,short,長野県,,former,,,長野県上水内郡にあった村。現在の長野市戸隠栃原・戸隠祖山にあたる。,,,Q17173888
5497,桑原村,桑原村,クワバラムラ,full,長野県,,former,,,長野県更級郡にあった村。現在の千曲市大字桑原にあたる。,,,Q17176419
5497,桑原村,桑原,クワバラ,short,長野県,,former,,,長野県更級郡にあった村。現在の千曲市大字桑原にあたる。,,,Q17176419
5498,桜井村,桜井村,サクライムラ,full,長野県,,former,,,長野県南佐久郡にあった村。現在の佐久市桜井にあたる。,,,Q17176471
5498,桜井村,桜井,サクライ,short,長野県,,former,,,長野県南佐久郡にあった村。現在の佐久市桜井にあたる。,,,Q17176471
5499,梓川村,梓川村,アズサガワムラ,full,長野県,,former,,,長野県南安曇郡にあった村。2005年4月1日に松本市に編入された。,,,Q4833133
5499,梓川村,梓川,アズサガワ,short,長野県,,former,,,長野県南安曇郡にあった村。2005年4月1日に松本市に編入された。,,,Q4833133
5500,梓村,梓村,アズサムラ,full,長野県,,former,,,長野県南安曇郡にあった村。現在の松本市梓川梓・梓川上野にあたる。,,,Q17176481
5500,梓村,梓,アズサ,short,長野県,,former,,,長野県南安曇郡にあった村。現在の松本市梓川梓・梓川上野にあたる。,,,Q17176481
5501,森村,森村,モリムラ,full,長野県,,former,,,長野県埴科郡にあった村。現在の千曲市大字森にあたる。,,,Q17176399
5501,森村,森,モリ,short,長野県,,former,,,長野県埴科郡にあった村。現在の千曲市大字森にあたる。,,,Q17176399
5502,楢川村,楢川村,ナラカワムラ,full,長野県,,former,,,長野県中部に位置していた木曽郡の村。2005年4月1日、塩尻市に編入合併した。村内の国道19号沿いに「是より南 木曽路」の碑があり、中山道の宿場として、贄川宿と奈良井宿があった。,http://commons.wikimedia.org/wiki/Special:FilePath/Map.Narakawa-Vill.Nagano.PNG,https://commons.wikimedia.org/wiki/File:Map.Narakawa-Vill.Nagano.PNG,Q6965301
5502,楢川村,楢川,ナラカワ,short,長野県,,former,,,長野県中部に位置していた木曽郡の村。2005年4月1日、塩尻市に編入合併した。村内の国道19号沿いに「是より南 木曽路」の碑があり、中山道の宿場として、贄川宿と奈良井宿があった。,http://commons.wikimedia.org/wiki/Special:FilePath/Map.Narakawa-Vill.Nagano.PNG,https://commons.wikimedia.org/wiki/File:Map.Narakawa-Vill.Nagano.PNG,Q6965301
5503,横鳥村,横鳥村,ヨコトリムラ,full,長野県,,former,,,長野県北佐久郡にあった村。現在の立科町の北西部にあたる。,,,Q17174330
5503,横鳥村,横鳥,ヨコトリ,short,長野県,,former,,,長野県北佐久郡にあった村。現在の立科町の北西部にあたる。,,,Q17174330
5504,武石村,武石村,タケシムラ,full,長野県,,former,,,武石村は、室町時代から2006年3月6日まで（ただし、途中で分割されていた時期があった。）長野県に存在していた村である。,http://commons.wikimedia.org/wiki/Special:FilePath/Map.Takeshi-Vill.Nagano.PNG,https://commons.wikimedia.org/wiki/File:Map.Takeshi-Vill.Nagano.PNG,Q7678102
5504,武石村,武石,タケシ,short,長野県,,former,,,武石村は、室町時代から2006年3月6日まで（ただし、途中で分割されていた時期があった。）長野県に存在していた村である。,http://commons.wikimedia.org/wiki/Special:FilePath/Map.Takeshi-Vill.Nagano.PNG,https://commons.wikimedia.org/wiki/File:Map.Takeshi-Vill.Nagano.PNG,Q7678102
5505,殿城村,殿城村,トノシロムラ,full,長野県,,former,,,長野県小県郡にあった村。現在の上田市殿城・漆戸にあたる。,,,Q17175521
5505,殿城村,殿城,トノシロ,short,長野県,,former,,,長野県小県郡にあった村。現在の上田市殿城・漆戸にあたる。,,,Q17175521
5506,水内村,水内村,ミノチムラ,full,長野県,,former,,,長野県下水内郡にあった村。現在の栄村大字豊栄・北信にあたる。,,,Q17175235
5506,水内村,水内,ミノチ,short,長野県,,former,,,長野県下水内郡にあった村。現在の栄村大字豊栄・北信にあたる。,,,Q17175235
5507,水内村,水内村,ミノチムラ,full,長野県,,former,,,長野県上水内郡にあった村。現在の長野市信州新町新町・信州新町里穂刈・信州新町水内・信州新町上条にあたる。,,,Q17175913
5507,水内村,水内,ミノチ,short,長野県,,former,,,長野県上水内郡にあった村。現在の長野市信州新町新町・信州新町里穂刈・信州新町水内・信州新町上条にあたる。,,,Q17175913
5508,永田村,永田村,ナガタムラ,full,長野県,,former,,,長野県下水内郡にあった村。現在の中野市大字永江・穴田にあたる。,,,Q17987617
5508,永田村,永田,ナガタ,short,長野県,,former,,,長野県下水内郡にあった村。現在の中野市大字永江・穴田にあたる。,,,Q17987617
5509,河南村,河南村,カナミムラ,full,長野県,,former,,,長野県上伊那郡にあった村。現在の伊那市高遠町中心部の南方一帯、三峰川左岸にあたる。,,,Q15259981
5509,河南村,河南,カナミ,short,長野県,,former,,,長野県上伊那郡にあった村。現在の伊那市高遠町中心部の南方一帯、三峰川左岸にあたる。,,,Q15259981
5510,河野村,河野村,カワノムラ,full,長野県,,former,,,長野県下伊那郡にあった村。現在の豊丘村大字河野にあたる。,,,Q17176100
5510,河野村,河野,カワノ,short,長野県,,former,,,長野県下伊那郡にあった村。現在の豊丘村大字河野にあたる。,,,Q17176100
5511,泉田村,泉田村,イズミダムラ,full,長野県,,former,,,長野県小県郡にあった村。現在の上田市中心部の西方、千曲川左岸から国道143号沿線にかけての地域にあたる。,,,Q17987615
5511,泉田村,泉田,イズミダ,short,長野県,,former,,,長野県小県郡にあった村。現在の上田市中心部の西方、千曲川左岸から国道143号沿線にかけての地域にあたる。,,,Q17987615
5512,泉野村,泉野村,イズミノムラ,full,長野県,,former,,,長野県諏訪郡にあった村。現在の茅野市大字泉野にあたる。,,,Q17176898
5512,泉野村,泉野,イズミノ,short,長野県,,former,,,長野県諏訪郡にあった村。現在の茅野市大字泉野にあたる。,,,Q17176898
5513,波合村,波合村,ナミアイムラ,full,長野県,,former,,,長野県下伊那郡にあった村。現在の平谷村および阿智村大字浪合にあたる。2006年まで存在した浪合村とは別の自治体である。,,,Q17176837
5513,波合村,波合,ナミアイ,short,長野県,,former,,,長野県下伊那郡にあった村。現在の平谷村および阿智村大字浪合にあたる。2006年まで存在した浪合村とは別の自治体である。,,,Q17176837
5514,波田町,波田町,ハタマチ,full,長野県,,former,,,かつて長野県中西部の東筑摩郡に存在していた町。長野県全体の人口が減少している中、県内トップクラスの人口増加率を誇っていた。,http://commons.wikimedia.org/wiki/Special:FilePath/Hata_Town_Hall.JPG,https://commons.wikimedia.org/wiki/File:Hata_Town_Hall.JPG,Q854697
5514,波田町,波田,ハタ,short,長野県,,former,,,かつて長野県中西部の東筑摩郡に存在していた町。長野県全体の人口が減少している中、県内トップクラスの人口増加率を誇っていた。,http://commons.wikimedia.org/wiki/Special:FilePath/Hata_Town_Hall.JPG,https://commons.wikimedia.org/wiki/File:Hata_Town_Hall.JPG,Q854697
5515,洗馬村,洗馬村,セバムラ,full,長野県,,former,,,長野県東筑摩郡にあった村。現在の塩尻市大字洗馬、松本市空港東にあたる。,,,Q17176567
5515,洗馬村,洗馬,セバ,short,長野県,,former,,,長野県東筑摩郡にあった村。現在の塩尻市大字洗馬、松本市空港東にあたる。,,,Q17176567
5516,津和村,津和村,ツワムラ,full,長野県,,former,,,長野県上水内郡にあった村。現在の長野市信州新町山上条・信州新町越道・信州新町山穂刈にあたる。,,,Q17176135
5516,津和村,津和,ツワ,short,長野県,,former,,,長野県上水内郡にあった村。現在の長野市信州新町山上条・信州新町越道・信州新町山穂刈にあたる。,,,Q17176135
5517,浅川村,浅川村,,full,長野県,,former,,,,,,Q96676799
5517,浅川村,浅川,,short,長野県,,former,,,,,,Q96676799
5518,浅科村,浅科村,アサシナムラ,full,長野県,,former,,,かつて長野県北佐久郡にあった村。2005年（平成17年）4月1日合併にて新しい佐久市の一部となった。合併時点では長野県の市町村ので最小の面積であった。,http://commons.wikimedia.org/wiki/Special:FilePath/Asashina_Oike_2.jpg,https://commons.wikimedia.org/wiki/File:Asashina_Oike_2.jpg,Q4803646
5518,浅科村,浅科,アサシナ,short,長野県,,former,,,かつて長野県北佐久郡にあった村。2005年（平成17年）4月1日合併にて新しい佐久市の一部となった。合併時点では長野県の市町村ので最小の面積であった。,http://commons.wikimedia.org/wiki/Special:FilePath/Asashina_Oike_2.jpg,https://commons.wikimedia.org/wiki/File:Asashina_Oike_2.jpg,Q4803646
5519,浅間町,浅間町,アサママチ,full,長野県,,former,,,長野県北佐久郡にあった町。現在の佐久市の北部中央、北陸新幹線・佐久平駅の周辺にあたる。,http://commons.wikimedia.org/wiki/Special:FilePath/Lake_Senroku_2.jpg,https://commons.wikimedia.org/wiki/File:Lake_Senroku_2.jpg,Q11557469
5519,浅間町,浅間,アサマ,short,長野県,,former,,,長野県北佐久郡にあった町。現在の佐久市の北部中央、北陸新幹線・佐久平駅の周辺にあたる。,http://commons.wikimedia.org/wiki/Special:FilePath/Lake_Senroku_2.jpg,https://commons.wikimedia.org/wiki/File:Lake_Senroku_2.jpg,Q11557469
5520,浦里村,浦里村,ウラサトムラ,full,長野県,,former,,,長野県小県郡にあった村。現在の上田市北西部、国道143号沿線および青木村大字当郷にあたる。,,,Q17176344
5520,浦里村,浦里,ウラサト,short,長野県,,former,,,長野県小県郡にあった村。現在の上田市北西部、国道143号沿線および青木村大字当郷にあたる。,,,Q17176344
5521,浪合村,浪合村,ナミアイムラ,full,長野県,,former,,,長野県下伊那郡の西南部に位置し、岐阜県に接した村。2006年（平成18年）1月1日、阿智村に編入合併された。,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%B5%AA%E5%90%88%E5%AE%BF_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E6%B5%AA%E5%90%88%E5%AE%BF_-_panoramio.jpg,Q6961731
5521,浪合村,浪合,ナミアイ,short,長野県,,former,,,長野県下伊那郡の西南部に位置し、岐阜県に接した村。2006年（平成18年）1月1日、阿智村に編入合併された。,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%B5%AA%E5%90%88%E5%AE%BF_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E6%B5%AA%E5%90%88%E5%AE%BF_-_panoramio.jpg,Q6961731
5522,海瀬村,海瀬村,カイセムラ,full,長野県,,former,,,長野県南佐久郡にあった村。現在の佐久穂町大字海瀬・余地にあたる。,,,Q17174908
5522,海瀬村,海瀬,カイセ,short,長野県,,former,,,長野県南佐久郡にあった村。現在の佐久穂町大字海瀬・余地にあたる。,,,Q17174908
5523,清内路村,清内路村,セイナイジムラ,full,長野県,,former,,,長野県下伊那郡の西部に存在した村。2009年3月31日、同郡阿智村に編入されて消滅した。清内路峠がある。清苗路とも書いた。,http://commons.wikimedia.org/wiki/Special:FilePath/Achi_village_office_Seinaiji_Promotion_room.JPG,https://commons.wikimedia.org/wiki/File:Achi_village_office_Seinaiji_Promotion_room.JPG,Q7446840
5523,清内路村,清内路,セイナイジ,short,長野県,,former,,,長野県下伊那郡の西部に存在した村。2009年3月31日、同郡阿智村に編入されて消滅した。清内路峠がある。清苗路とも書いた。,http://commons.wikimedia.org/wiki/Special:FilePath/Achi_village_office_Seinaiji_Promotion_room.JPG,https://commons.wikimedia.org/wiki/File:Achi_village_office_Seinaiji_Promotion_room.JPG,Q7446840
5524,清野村,清野村,キヨノムラ,full,長野県,,former,,,長野県埴科郡にあった村。現在の長野市松代町清野・松代町岩野にあたる。,,,Q17175402
5524,清野村,清野,キヨノ,short,長野県,,former,,,長野県埴科郡にあった村。現在の長野市松代町清野・松代町岩野にあたる。,,,Q17175402
5525,温村,温村,ユタカムラ,full,長野県,,former,,,長野県南安曇郡にあった村。現在の安曇野市三郷温にあたる。,,,Q17987694
5525,温村,温,ユタカ,short,長野県,,former,,,長野県南安曇郡にあった村。現在の安曇野市三郷温にあたる。,,,Q17987694
5526,湊村,湊村,ミナトムラ,full,長野県,,former,,,1954年12月31日まで長野県諏訪郡に存在した村。現在の岡谷市湊にあたる。,,,Q11563162
5526,湊村,湊,ミナト,short,長野県,,former,,,1954年12月31日まで長野県諏訪郡に存在した村。現在の岡谷市湊にあたる。,,,Q11563162
5527,湖南村,湖南村,コナミムラ,full,長野県,,former,,,長野県諏訪郡にあった村。現在の諏訪市大字湖南にあたる。,,,Q17175300
5527,湖南村,湖南,コナミ,short,長野県,,former,,,長野県諏訪郡にあった村。現在の諏訪市大字湖南にあたる。,,,Q17175300
5528,湖東村,湖東村,コヒガシムラ,full,長野県,,former,,,長野県諏訪郡にあった村。概ね現在の茅野市大字湖東にあたる。,,,Q17176769
5528,湖東村,湖東,コヒガシ,short,長野県,,former,,,長野県諏訪郡にあった村。概ね現在の茅野市大字湖東にあたる。,,,Q17176769
5529,滋野村,滋野村,シゲノムラ,full,長野県,,former,,,長野県小県郡にあった村。現在の東御市滋野・滋野甲・滋野乙および小諸市滋野甲にあたる。,,,Q17176056
5529,滋野村,滋野,シゲノ,short,長野県,,former,,,長野県小県郡にあった村。現在の東御市滋野・滋野甲・滋野乙および小諸市滋野甲にあたる。,,,Q17176056
5530,烏川村,烏川村,カラスガワムラ,full,長野県,,former,,,長野県南安曇郡にあった村。現在の安曇野市堀金烏川にあたる。,,,Q17189614
5530,烏川村,烏川,カラスガワ,short,長野県,,former,,,長野県南安曇郡にあった村。現在の安曇野市堀金烏川にあたる。,,,Q17189614
5531,片丘村,片丘村,カタオカムラ,full,長野県,,former,,,長野県東筑摩郡にあった村。現在の塩尻市大字片丘、松本市大字内田にあたる。,,,Q17176582
5531,片丘村,片丘,カタオカ,short,長野県,,former,,,長野県東筑摩郡にあった村。現在の塩尻市大字片丘、松本市大字内田にあたる。,,,Q17176582
5532,片桐村,片桐村,カタギリムラ,full,長野県,,former,,,長野県上伊那郡にあった村。現在の中川村片桐にあたる。,,,Q17175980
5532,片桐村,片桐,カタギリ,short,長野県,,former,,,長野県上伊那郡にあった村。現在の中川村片桐にあたる。,,,Q17175980
5533,牟礼村,牟礼村,ムレムラ,full,長野県,,former,,,長野県上水内郡にあった村。2004年 （平成16年）8月11日に、上水内郡三水村と合併協議会を設立し、協議を進め、2005年（平成17年）10月1日に飯綱町となった。,,,Q6938272
5533,牟礼村,牟礼,ムレ,short,長野県,,former,,,長野県上水内郡にあった村。2004年 （平成16年）8月11日に、上水内郡三水村と合併協議会を設立し、協議を進め、2005年（平成17年）10月1日に飯綱町となった。,,,Q6938272
5534,牧郷村,牧郷村,マキサトムラ,full,長野県,,former,,,長野県更級郡にあった村。現在の長野市南西部、大岡中牧・大岡弘崎および信州新町地区のうち犀川以南にあたる。,,,Q17176143
5534,牧郷村,牧郷,マキサト,short,長野県,,former,,,長野県更級郡にあった村。現在の長野市南西部、大岡中牧・大岡弘崎および信州新町地区のうち犀川以南にあたる。,,,Q17176143
5535,玉川村,玉川村,タマガワムラ,full,長野県,,former,,,長野県諏訪郡にあった村。現在の茅野市大字玉川にあたる。,,,Q17176821
5535,玉川村,玉川,タマガワ,short,長野県,,former,,,長野県諏訪郡にあった村。現在の茅野市大字玉川にあたる。,,,Q17176821
5536,瑞穂村,瑞穂村,ミズホムラ,full,長野県,,former,,,長野県下高井郡にあった村。現在の飯山市大字瑞穂・瑞穂豊、野沢温泉村大字前坂にあたる。本項では発足時の名称である高野村（たかのむら）についても述べる。,,,Q15259963
5536,瑞穂村,瑞穂,ミズホ,short,長野県,,former,,,長野県下高井郡にあった村。現在の飯山市大字瑞穂・瑞穂豊、野沢温泉村大字前坂にあたる。本項では発足時の名称である高野村（たかのむら）についても述べる。,,,Q15259963
5537,生田村,生田村,イクタムラ,full,長野県,,former,,,長野県下伊那郡にあった村。現在の松川町大字生田にあたる。,,,Q17175404
5537,生田村,生田,イクタ,short,長野県,,former,,,長野県下伊那郡にあった村。現在の松川町大字生田にあたる。,,,Q17175404
5538,田中町,田中町,タナカマチ,full,長野県,,former,,,長野県小県郡にあった町。現在の東御市中心部、しなの鉄道田中駅周辺にあたる。本項では町制前の名称である県村（あがたむら）についても述べる。,,,Q11575744
5538,田中町,田中,タナカ,short,長野県,,former,,,長野県小県郡にあった町。現在の東御市中心部、しなの鉄道田中駅周辺にあたる。本項では町制前の名称である県村（あがたむら）についても述べる。,,,Q11575744
5539,田口村,田口村,タグチムラ,full,長野県,,former,,,長野県南佐久郡にあった村。昭和の大合併により消滅した。現在の佐久市南東部、小海線臼田駅・龍岡城駅の東側一帯にあたる。,,,Q17175714
5539,田口村,田口,タグチ,short,長野県,,former,,,長野県南佐久郡にあった村。昭和の大合併により消滅した。現在の佐久市南東部、小海線臼田駅・龍岡城駅の東側一帯にあたる。,,,Q17175714
5540,田口青沼村,田口青沼村,タグチアオヌマムラ,full,長野県,,former,,,かつて長野県南佐久郡にあった村。昭和の大合併が進められていた1950年代後半に、ごく短期間存在した。現在の佐久市の南東端および佐久穂町大字平林にあたる。,,,Q17176613
5540,田口青沼村,田口青沼,タグチアオヌマ,short,長野県,,former,,,かつて長野県南佐久郡にあった村。昭和の大合併が進められていた1950年代後半に、ごく短期間存在した。現在の佐久市の南東端および佐久穂町大字平林にあたる。,,,Q17176613
5541,田立村,田立村,タダチムラ,full,長野県,,former,,,長野県西筑摩郡にあった村。現在の木曽郡南木曽町大字田立にあたる。,,,Q14235951
5541,田立村,田立,タダチ,short,長野県,,former,,,長野県西筑摩郡にあった村。現在の木曽郡南木曽町大字田立にあたる。,,,Q14235951
5542,畑八村,畑八村,ハタヤムラ,full,長野県,,former,,,長野県南佐久郡にあった村。現在の佐久穂町大字畑・八郡にあたる。,,,Q17175164
5542,畑八村,畑八,ハタヤ,short,長野県,,former,,,長野県南佐久郡にあった村。現在の佐久穂町大字畑・八郡にあたる。,,,Q17175164
5543,真島村,真島村,マシマムラ,full,長野県,,former,,,長野県更級郡にあった村。現在の長野市真島町真島・真島町川合および市場の一部にあたる。,,,Q17175091
5543,真島村,真島,マシマ,short,長野県,,former,,,長野県更級郡にあった村。現在の長野市真島町真島・真島町川合および市場の一部にあたる。,,,Q17175091
5544,真田町,真田町,サナダマチ,full,長野県,,former,,,真田町は、長野県東部（東信）の小県郡に存在した町で、2006年（平成18年）3月6日に、上田市、小県郡丸子町、武石村と合併し、新しい上田市の一部となった。,,,Q7415455
5544,真田町,真田,サナダ,short,長野県,,former,,,真田町は、長野県東部（東信）の小県郡に存在した町で、2006年（平成18年）3月6日に、上田市、小県郡丸子町、武石村と合併し、新しい上田市の一部となった。,,,Q7415455
5545,社村,社村,ヤシロムラ,full,長野県,,former,,,長野県北安曇郡にあった村。現在の大町市大字社にあたる。,,,Q17176047
5545,社村,社,ヤシロ,short,長野県,,former,,,長野県北安曇郡にあった村。現在の大町市大字社にあたる。,,,Q17176047
5546,神原村,神原村,カミハラムラ,full,長野県,,former,,,長野県下伊那郡にあった村。現在の天龍村大字神原にあたる。,,,Q17176309
5546,神原村,神原,カミハラ,short,長野県,,former,,,長野県下伊那郡にあった村。現在の天龍村大字神原にあたる。,,,Q17176309
5547,神坂村,神坂村,ミサカムラ,full,長野県,,former,,,長野県南西部にあった西筑摩郡（現・木曽郡）の村。現在の岐阜県中津川市神坂・馬籠にあたる。村名の由来は神坂峠に因む。,,,Q11588850
5547,神坂村,神坂,ミサカ,short,長野県,,former,,,長野県南西部にあった西筑摩郡（現・木曽郡）の村。現在の岐阜県中津川市神坂・馬籠にあたる。村名の由来は神坂峠に因む。,,,Q11588850
5548,神城村,神城村,カミシロムラ,full,長野県,,former,,,長野県北安曇郡にあった村。現在の白馬村大字神城にあたる。,,,Q17176408
5548,神城村,神城,カミシロ,short,長野県,,former,,,長野県北安曇郡にあった村。現在の白馬村大字神城にあたる。,,,Q17176408
5549,神川村,神川村,カンガワムラ,full,長野県,,former,,,長野県小県郡にあった村。現在の上田市中心部の南東、千曲川右岸、しなの鉄道線大屋駅・信濃国分寺駅の周辺にあたる。,,,Q17176332
5549,神川村,神川,カンガワ,short,長野県,,former,,,長野県小県郡にあった村。現在の上田市中心部の南東、千曲川右岸、しなの鉄道線大屋駅・信濃国分寺駅の周辺にあたる。,,,Q17176332
5550,神林村,神林村,カンバヤシムラ,full,長野県,,former,,,長野県中西部に存在した村である（1875年10月25日-）。1954年8月1日に昭和の大合併で松本市に編入された。,,,Q11590363
5550,神林村,神林,カンバヤシ,short,長野県,,former,,,長野県中西部に存在した村である（1875年10月25日-）。1954年8月1日に昭和の大合併で松本市に編入された。,,,Q11590363
5551,神科村,神科村,カミシナムラ,full,長野県,,former,,,長野県小県郡にあった村。現在の上田市中心部の北東、神川右岸の上田市上野、古里にあたる。,,,Q17175272
5551,神科村,神科,カミシナ,short,長野県,,former,,,長野県小県郡にあった村。現在の上田市中心部の北東、神川右岸の上田市上野、古里にあたる。,,,Q17175272
5552,神稲村,神稲村,クマシロムラ,full,長野県,,former,,,長野県下伊那郡にあった村。現在の豊丘村大字神稲にあたる。,,,Q17175823
5552,神稲村,神稲,クマシロ,short,長野県,,former,,,長野県下伊那郡にあった村。現在の豊丘村大字神稲にあたる。,,,Q17175823
5553,神郷村,神郷村,カミサトムラ,full,長野県,,former,,,長野県上水内郡にあった村。現在の長野市豊野地区の西半にあたる。,,,Q17175861
5553,神郷村,神郷,カミサト,short,長野県,,former,,,長野県上水内郡にあった村。現在の長野市豊野地区の西半にあたる。,,,Q17175861
5554,祢津村,祢津村,ネツムラ,full,長野県,,former,,,長野県小県郡にあった村。現在の東御市中央部にあたる。,,,Q17174889
5554,祢津村,祢津,ネツ,short,長野県,,former,,,長野県小県郡にあった村。現在の東御市中央部にあたる。,,,Q17174889
5555,福島町,福島町,フクシママチ,full,長野県,,former,,,長野県西筑摩郡にあった町。現在の木曽郡木曽町大字福島にあたる。本項では町制前の名称である福島村（ふくしまむら）についても述べる。,,,Q15259014
5555,福島町,福島,フクシマ,short,長野県,,former,,,長野県西筑摩郡にあった町。現在の木曽郡木曽町大字福島にあたる。本項では町制前の名称である福島村（ふくしまむら）についても述べる。,,,Q15259014
5556,秋津村,秋津村,アキツムラ,full,長野県,,former,,,長野県下水内郡にあった村。現在の飯山市大字蓮・静間にあたる。,,,Q17176177
5556,秋津村,秋津,アキツ,short,長野県,,former,,,長野県下水内郡にあった村。現在の飯山市大字蓮・静間にあたる。,,,Q17176177
5557,科野村,科野村,シナノムラ,full,長野県,,former,,,長野県下高井郡にあった村。現在の中野市北東部の一角、夜間瀬川右岸にあたる。,,,Q17176521
