id,original,surface,pronunciation,verified,rank,listing_units,strict_rows,regions,prefectures,description,wikidata,evidence_sources
5288,笛木,笛木,フエキ,yes,14085,6,6,6,2,,Q56244758,ndl|jmnedict
70025,笠上,笠上,カサウエ,no,14085,6,6,4,1,,,
70025,笠上,笠上,カサガミ,yes,14085,6,6,4,1,,,ndl|jmnedict
70256,筆保,筆保,フデヤス,yes,14085,6,6,6,1,,,ndl|jmnedict
70283,等々力,等々力,トドリキ,yes,14085,6,6,6,2,,,ndl|jmnedict
70283,等々力,等々力,トドロキ,yes,14085,6,6,6,2,,,ndl|jmnedict
70311,筏谷,筏谷,イカタニ,no,14085,6,6,5,1,,,
70311,筏谷,筏谷,イカダヤ,no,14085,6,6,5,1,,,jmnedict
70542,箱根,箱根,ハコネ,yes,14085,6,6,5,1,,,ndl|jmnedict
70556,箸方,箸方,ハシカタ,yes,14085,6,6,6,2,,,ndl|jmnedict
70568,節川,節川,セツカワ,no,14085,6,6,6,2,,,
70609,築本,築本,チクモト,no,14085,6,6,5,1,,,
70609,築本,築本,ツキモト,no,14085,6,6,5,1,,,jmnedict
70609,築本,築本,ツクモト,yes,14085,6,6,5,1,,,ndl|jmnedict
70673,篠尾,篠尾,ササオ,yes,14085,6,6,5,1,,,ndl|jmnedict
70673,篠尾,篠尾,シノオ,no,14085,6,6,5,1,,,jmnedict
70736,篭原,篭原,カゴハラ,no,14085,6,6,6,2,,,jmnedict
70995,米吉,米吉,コメヨシ,no,14085,6,6,5,2,,,jmnedict
71002,米城,米城,ヨネキ,no,14085,6,6,1,1,,,jmnedict
7152,糸岡,糸岡,イトオカ,no,14085,6,6,5,1,,Q116833167,jmnedict
7153,糸島,糸島,イトシマ,yes,14085,6,6,6,2,,Q131323474,ndl|jmnedict
71433,紀岡,紀岡,キオカ,no,14085,6,6,5,1,,,jmnedict
71596,紙島,紙島,カミシマ,yes,14085,6,6,1,1,,,ndl|jmnedict
71702,細合,細合,ホソアイ,yes,14085,6,6,5,2,,,ndl|jmnedict
71723,細岡,細岡,ホソオカ,yes,14085,6,6,6,2,,,ndl|jmnedict
71784,細羽,細羽,ホソバ,yes,14085,6,6,6,2,,,ndl|jmnedict
71867,組本,組本,クミモト,no,14085,6,6,4,1,,,jmnedict
4165,結川,結川,ユイカワ,yes,14085,6,6,6,2,,Q122377489,ndl|wikidata_person|jmnedict
4165,結川,結川,ユカワ,yes,14085,6,6,6,2,,Q122377489,web_person|jmnedict
72056,綱井,綱井,ツナイ,yes,14085,6,6,6,1,,,ndl|jmnedict
72096,網井,網井,アミイ,yes,14085,6,6,6,1,,,ndl|jmnedict
72261,綿榎,綿榎,ワタエ,no,14085,6,6,4,1,,,jmnedict
2433,緒形,緒形,オガタ,yes,14085,6,6,5,2,,Q124339788,ndl|wikidata_person|jmnedict
72360,緒賀,緒賀,オガ,yes,14085,6,6,5,2,,,ndl|jmnedict
72511,繁沢,繁沢,シゲサワ,yes,14085,6,6,6,3,,,ndl|jmnedict
72511,繁沢,繁沢,ハンザワ,yes,14085,6,6,6,3,,,ndl|jmnedict
72556,織本,織本,オリモト,yes,14085,6,6,5,2,,,ndl|jmnedict
72580,織金,織金,オリカネ,no,14085,6,6,6,1,,,
72580,織金,織金,オリガネ,no,14085,6,6,6,1,,,jmnedict
72681,美佐,美佐,ミサ,no,14085,6,6,5,2,,,jmnedict
72807,美濃田,美濃田,ミノタ,no,14085,6,6,5,2,,,
72807,美濃田,美濃田,ミノダ,no,14085,6,6,5,2,,,jmnedict
72854,美見,美見,ミイミ,yes,14085,6,6,6,1,,,ndl|jmnedict
72854,美見,美見,ミミ,no,14085,6,6,6,1,,,
73005,羽坂,羽坂,ハサカ,yes,14085,6,6,5,1,,,ndl|jmnedict
73005,羽坂,羽坂,ハザカ,no,14085,6,6,5,1,,,jmnedict
73005,羽坂,羽坂,ハネサカ,no,14085,6,6,5,1,,,
73029,羽尻,羽尻,ハジリ,yes,14085,6,6,6,2,,,ndl|jmnedict
4176,羽月,羽月,ハツキ,yes,14085,6,6,6,2,,Q137915665,person_lists|ndl
4176,羽月,羽月,ウヅキ,no,14085,6,6,6,2,,Q137915665,
4176,羽月,羽月,ハヅキ,no,14085,6,6,6,2,,Q137915665,jmnedict
73130,羽牟,羽牟,ハム,no,14085,6,6,6,1,,,jmnedict
73140,羽畑,羽畑,ハバタ,yes,14085,6,6,6,2,,,person_lists|jmnedict
73140,羽畑,羽畑,ウハタ,no,14085,6,6,6,2,,,
73179,羽迫,羽迫,ハサコ,no,14085,6,6,6,1,,,jmnedict
73179,羽迫,羽迫,ハセコ,no,14085,6,6,6,1,,,
73192,羽阪,羽阪,ハサカ,no,14085,6,6,6,1,,,
73220,翠川,翠川,ミドリカワ,yes,14085,6,6,6,2,,,ndl|jmnedict
73220,翠川,翠川,ミドリガワ,no,14085,6,6,6,2,,,
73251,老谷,老谷,オイタニ,no,14085,6,7,5,2,,,jmnedict
73590,能木,能木,ノギ,yes,14085,6,6,6,1,,,ndl|jmnedict
73644,能阿弥,能阿弥,ノアミ,no,14085,6,6,6,1,,,jmnedict
73680,脇島,脇島,ワキシマ,no,14085,6,6,6,1,,,jmnedict
73680,脇島,脇島,ワキジマ,no,14085,6,6,6,1,,,
4183,與那覇,與那覇,ヨナハ,yes,14085,6,6,4,2,,Q43511043,ndl|wikidata_person|jmnedict
7227,舘脇,舘脇,タテワキ,yes,14085,6,6,1,1,,Q110885020,official_web|jmnedict
74126,舛見,舛見,マスミ,no,14085,6,6,4,2,,,jmnedict
74310,舩越,舩越,フナコシ,yes,14085,6,6,6,2,,,ndl|jmnedict
74346,船冨,船冨,フナトミ,no,14085,6,6,6,1,,,jmnedict
74381,船川,船川,フナカワ,yes,14085,6,6,6,3,,,person_lists|ndl|jmnedict
74394,船曵,船曵,フナビキ,yes,14085,6,6,6,2,,,ndl|jmnedict
5346,船水,船水,フナミズ,yes,14085,6,6,6,3,,Q28404776,ndl|jmnedict
74481,良永,良永,ヨシナガ,yes,14085,6,6,6,2,,,ndl|jmnedict
2439,色摩,色摩,シカマ,yes,14085,6,7,4,2,,Q139499351,person_lists|ndl|jmnedict
74563,芝上,芝上,シバウエ,no,14085,6,6,4,1,,,jmnedict
74563,芝上,芝上,シバカミ,no,14085,6,6,4,1,,,jmnedict
74636,芝開,芝開,シバビラキ,no,14085,6,6,5,1,,,jmnedict
74642,芝鼻,芝鼻,シバハナ,no,14085,6,6,3,1,,,jmnedict
74686,芦崎,芦崎,アシザキ,yes,14085,6,6,5,1,,,ndl|jmnedict
74753,花住,花住,ハナズミ,no,14085,6,6,6,1,,,
74782,花垣,花垣,ハナガキ,yes,14085,6,6,5,2,,,ndl|jmnedict
74925,芳地,芳地,ホウチ,yes,14085,6,6,6,1,,,ndl|jmnedict
74964,芳竹,芳竹,ヨシタケ,yes,14085,6,6,6,1,,,ndl|jmnedict
74991,芹ケ野,芹ケ野,セリカノ,no,14085,6,6,6,2,,,jmnedict
74991,芹ケ野,芹ケ野,セリガノ,no,14085,6,6,6,2,,,jmnedict
7250,苗加,苗加,ノウカ,yes,14085,6,6,5,2,,Q110647348,ndl|jmnedict
7250,苗加,苗加,ノカ,no,14085,6,6,5,2,,Q110647348,
5357,苗田,苗田,イナダ,no,14085,6,6,6,1,,Q112619513,jmnedict
5357,苗田,苗田,ナエダ,yes,14085,6,6,6,1,,Q112619513,ndl|jmnedict
75087,苛原,苛原,イラハラ,yes,14085,6,6,6,2,,,ndl|jmnedict
75122,若城,若城,ワカキ,no,14085,6,6,5,1,,,jmnedict
75122,若城,若城,ワカシロ,yes,14085,6,6,5,1,,,ndl|jmnedict
75217,若葉,若葉,ワカバ,yes,14085,6,6,6,2,,,ndl|jmnedict
75290,英賀,英賀,アガ,yes,14085,6,6,6,2,,,ndl|jmnedict
75290,英賀,英賀,エイガ,yes,14085,6,6,6,2,,,ndl|jmnedict
75292,英賀谷,英賀谷,アガタニ,no,14085,6,6,6,1,,,
75292,英賀谷,英賀谷,エガタニ,no,14085,6,6,6,1,,,jmnedict
75342,茂崎,茂崎,シゲサキ,no,14085,6,6,6,1,,,
75342,茂崎,茂崎,モサキ,no,14085,6,6,6,1,,,
75342,茂崎,茂崎,モザキ,no,14085,6,6,6,1,,,jmnedict
75344,茂川,茂川,シゲカワ,yes,14085,6,6,5,1,,,ndl|jmnedict
75344,茂川,茂川,モガワ,no,14085,6,6,5,1,,,jmnedict
75388,茂篭,茂篭,シゲカゴ,no,14085,6,6,6,1,,,jmnedict
75392,茂苅,茂苅,モガリ,no,14085,6,6,6,2,,,jmnedict
75440,茅本,茅本,カヤモト,no,14085,6,6,6,1,,,jmnedict
75441,茅根,茅根,カヤネ,yes,14085,6,6,5,1,,,ndl|jmnedict
75441,茅根,茅根,チノネ,yes,14085,6,6,5,1,,,ndl|jmnedict
75459,茗ケ原,茗ケ原,ミョウガハラ,no,14085,6,6,6,2,,,jmnedict
75553,茶村,茶村,サムラ,no,14085,6,6,5,1,,,jmnedict
75553,茶村,茶村,チャムラ,yes,14085,6,6,5,1,,,ndl|jmnedict
75563,茶畑,茶畑,チャバタ,yes,14085,6,6,6,1,,,ndl|jmnedict
1721,草柳,草柳,クサヤナギ,yes,14085,6,6,6,1,,Q43511377,ndl|jmnedict
75682,草道,草道,クサミチ,yes,14085,6,6,6,2,,,ndl|jmnedict
75697,荊尾,荊尾,カタラオ,no,14085,6,6,6,1,,,jmnedict
75697,荊尾,荊尾,カリオ,no,14085,6,6,6,1,,,
75720,荒俣,荒俣,アラマタ,yes,14085,6,6,6,1,,,ndl|jmnedict
75791,荒樋,荒樋,アラヒ,yes,14085,6,6,5,1,,,ndl|jmnedict
75794,荒殿,荒殿,アラトノ,no,14085,6,6,6,2,,,jmnedict
75794,荒殿,荒殿,アラドノ,no,14085,6,6,6,2,,,jmnedict
75865,荒起,荒起,アラキ,no,14085,6,6,6,1,,,jmnedict
75877,荒関,荒関,アラセキ,yes,14085,6,6,5,3,,,ndl|jmnedict
75877,荒関,荒関,アラゼキ,yes,14085,6,6,5,3,,,ndl|jmnedict
75877,荒関,荒関,アラゼギ,no,14085,6,6,5,3,,,jmnedict
75990,荻谷,荻谷,オギタニ,yes,14085,6,6,5,1,,,ndl|jmnedict
75990,荻谷,荻谷,オギヤ,yes,14085,6,6,5,1,,,ndl|jmnedict
75992,荻迫,荻迫,オギサコ,yes,14085,6,6,6,1,,,ndl|jmnedict
76055,菅又,菅又,スガマタ,yes,14085,6,6,5,2,,,ndl|jmnedict
76124,菅蒲,菅蒲,スガマ,no,14085,6,6,5,1,,,
76150,菊住,菊住,キクスミ,no,14085,6,6,4,2,,,
76240,菊輪,菊輪,キクワ,no,14085,6,6,5,2,,,jmnedict
76285,華井,華井,ハナイ,yes,14085,6,6,6,2,,,ndl|jmnedict
76303,華房,華房,ハナフサ,yes,14085,6,6,6,2,,,ndl|jmnedict
76303,華房,華房,ハナブサ,yes,14085,6,6,6,2,,,ndl
76318,華谷,華谷,ハナタニ,no,14085,6,6,5,2,,,
76318,華谷,華谷,ハナヤ,yes,14085,6,6,5,2,,,ndl|jmnedict
76413,萩井,萩井,ハギイ,yes,14085,6,6,3,1,,,ndl|jmnedict
76425,萩塚,萩塚,ハギツカ,yes,14085,6,6,6,1,,,ndl
76425,萩塚,萩塚,ハギヅカ,no,14085,6,6,6,1,,,jmnedict
76429,萩家,萩家,ハギヤ,no,14085,6,6,2,1,,,
76544,萬濃,萬濃,マンノウ,yes,14085,6,6,5,1,,,ndl|jmnedict
7276,葉上,葉上,ハガミ,yes,14085,6,6,5,1,,Q43511553,ndl|wikidata_person|jmnedict
76784,葛馬,葛馬,カツラウマ,yes,14085,6,6,5,2,,,ndl|jmnedict
76784,葛馬,葛馬,クズマ,no,14085,6,6,5,2,,,jmnedict
76833,葭崎,葭崎,ヨシザキ,no,14085,6,6,5,1,,,jmnedict
76947,蓑崎,蓑崎,ミノサキ,no,14085,6,6,6,2,,,jmnedict
76947,蓑崎,蓑崎,ミノザキ,no,14085,6,6,6,2,,,jmnedict
76980,蓬来,蓬来,ホウライ,yes,14085,6,6,3,1,,,ndl|jmnedict
77070,蔦川,蔦川,ツタカワ,yes,14085,6,6,6,1,,,ndl|jmnedict
77070,蔦川,蔦川,ツタガワ,yes,14085,6,6,6,1,,,ndl|jmnedict
77078,蔦永,蔦永,ツタナガ,no,14085,6,6,6,1,,,jmnedict
77166,蔵守,蔵守,クラモリ,yes,14085,6,6,6,1,,,ndl|jmnedict
77206,蔵永,蔵永,クラナガ,yes,14085,6,6,5,2,,,ndl|jmnedict
77223,蔵盛,蔵盛,クラモリ,no,14085,6,6,3,2,,,jmnedict
77336,薗村,薗村,ソノムラ,yes,14085,6,6,5,2,,,ndl|jmnedict
77425,薮口,薮口,ヤブグチ,yes,14085,6,6,5,1,,,ndl|jmnedict
77434,薮岡,薮岡,ヤブオカ,no,14085,6,6,6,1,,,jmnedict
77609,藤ケ崎,藤ケ崎,フジガサキ,no,14085,6,6,6,2,,,jmnedict
77609,藤ケ崎,藤ケ崎,フジガザキ,no,14085,6,6,6,2,,,jmnedict
77657,藤冨,藤冨,フジトミ,yes,14085,6,6,6,1,,,ndl|jmnedict
77699,藤好,藤好,フジヨシ,yes,14085,6,6,6,1,,,ndl|jmnedict
77906,藤邨,藤邨,フジムラ,no,14085,6,6,6,1,,,jmnedict
77920,藤門,藤門,フジカド,yes,14085,6,6,6,2,,,ndl|jmnedict
77970,藪北,藪北,ヤブキタ,no,14085,6,6,4,1,,,jmnedict
77976,藪岡,藪岡,ヤブオカ,no,14085,6,6,2,1,,,jmnedict
78272,蜂矢,蜂矢,ハチヤ,yes,14085,6,6,6,2,,,ndl|jmnedict
78347,蟹井,蟹井,カニイ,no,14085,6,6,6,3,,,jmnedict
78491,行旨,行旨,ユキムネ,no,14085,6,6,5,1,,,jmnedict
5409,表原,表原,オモテハラ,yes,14085,6,6,5,1,,Q115642459,person_lists|wikidata_person|jmnedict
78718,裏谷,裏谷,ウラタニ,no,14085,6,6,6,1,,,jmnedict
78718,裏谷,裏谷,ウラヤ,yes,14085,6,6,6,1,,,ndl|jmnedict
78775,西ノ坊,西ノ坊,ニシノボウ,no,14085,6,6,3,2,,,jmnedict
78817,西之辻,西之辻,ニシノツジ,no,14085,6,6,2,1,,,jmnedict
78890,西国,西国,サイゴク,no,14085,6,6,6,2,,,jmnedict
78971,西岡田,西岡田,ニシオカダ,no,14085,6,6,6,2,,,jmnedict
79114,西添,西添,ニシゾエ,no,14085,6,6,6,3,,,jmnedict
79118,西渕,西渕,ニシブチ,yes,14085,6,6,6,1,,,ndl|jmnedict
79136,西片,西片,ニシカタ,yes,14085,6,6,5,2,,,ndl|jmnedict
79146,西生,西生,ニシオ,yes,14085,6,7,4,2,,,ndl|jmnedict
79146,西生,西生,ニシナリ,yes,14085,6,7,4,2,,,ndl
79238,西裏,西裏,ニシウラ,no,14085,6,6,6,1,,,jmnedict
79455,見戸,見戸,ミト,yes,14085,6,6,6,1,,,ndl|jmnedict
79460,見方,見方,ミカタ,no,14085,6,6,5,1,,,jmnedict
79488,見浦,見浦,ミウラ,yes,14085,6,6,6,3,,,ndl|jmnedict
79495,見澤,見澤,ミサワ,yes,14085,6,6,6,2,,,ndl|jmnedict
79498,見片,見片,ミカタ,no,14085,6,6,6,1,,,
7341,親松,親松,オヤマツ,yes,14085,6,6,5,2,,Q106295212,ndl|jmnedict
79676,角原,角原,カクハラ,no,14085,6,6,5,1,,,jmnedict
79676,角原,角原,カドハラ,no,14085,6,6,5,1,,,jmnedict
79687,角坂,角坂,カクサカ,no,14085,6,6,6,1,,,jmnedict
79687,角坂,角坂,カドサカ,yes,14085,6,6,6,1,,,ndl
79689,角垣内,角垣内,スミガイト,no,14085,6,6,4,1,,,jmnedict
79728,角所,角所,カクショ,no,14085,6,6,6,1,,,jmnedict
79734,角新,角新,カクシン,no,14085,6,6,5,1,,,jmnedict
79734,角新,角新,カドシン,no,14085,6,6,5,1,,,
79742,角林,角林,カクバヤシ,yes,14085,6,6,5,1,,,ndl|jmnedict
79742,角林,角林,カドバヤシ,no,14085,6,6,5,1,,,jmnedict
5424,角銅,角銅,カクドウ,yes,14085,6,6,6,1,,Q43511943,ndl|wikidata_person|jmnedict
79914,誓山,誓山,チカヤマ,no,14085,6,6,6,3,,,jmnedict
79932,談,談,ダン,yes,14085,6,6,5,1,,,ndl|jmnedict
79993,諏訪田,諏訪田,スワダ,yes,14085,6,6,6,1,,,ndl|jmnedict
80052,諸江,諸江,モロエ,yes,14085,6,6,6,1,,,ndl|jmnedict
80056,諸泉,諸泉,モロイズミ,yes,14085,6,6,6,2,,,ndl|jmnedict
80089,諸麦,諸麦,モロムギ,no,14085,6,6,6,2,,,jmnedict
80111,謝敷,謝敷,シャシキ,yes,14085,6,6,4,3,,,ndl|jmnedict
80123,譜久山,譜久山,フクヤマ,no,14085,6,6,6,3,,,jmnedict
80189,谷久保,谷久保,タニクボ,no,14085,6,6,5,2,,,jmnedict
80218,谷内口,谷内口,ヤチグチ,yes,14085,6,6,6,1,,,ndl|jmnedict
80218,谷内口,谷内口,ヤナイグチ,no,14085,6,6,6,1,,,
80237,谷吉,谷吉,タニヨシ,yes,14085,6,6,6,1,,,ndl|jmnedict
80348,谷添,谷添,タニゾエ,yes,14085,6,6,6,2,,,ndl|jmnedict
80384,谷舗,谷舗,タニシキ,yes,14085,6,6,6,2,,,ndl|jmnedict
80457,豆成,豆成,マメナリ,no,14085,6,6,6,1,,,jmnedict
80547,豊森,豊森,トヨモリ,yes,14085,6,6,5,2,,,ndl|jmnedict
80580,豊秦,豊秦,トヨハタ,no,14085,6,6,3,1,,,jmnedict
80715,貝田谷,貝田谷,カイタヤ,no,14085,6,6,6,1,,,
80830,財賀,財賀,サイカ,no,14085,6,6,6,1,,,
80830,財賀,財賀,サイガ,yes,14085,6,6,6,1,,,ndl|jmnedict
80895,貴嶋,貴嶋,キシマ,no,14085,6,6,4,1,,,jmnedict
80895,貴嶋,貴嶋,キジマ,yes,14085,6,6,4,1,,,ndl|jmnedict
80997,賀治,賀治,カジ,no,14085,6,6,6,2,,,jmnedict
7383,赤,赤,アカ,yes,14085,6,6,6,1,,Q115116287,web_person
7383,赤,赤,セキ,yes,14085,6,6,6,1,,Q115116287,ndl|wikidata_person|jmnedict
81129,赤峯,赤峯,アカミネ,no,14085,6,6,3,2,,,jmnedict
81152,赤杉,赤杉,アカスギ,yes,14085,6,6,5,2,,,ndl|jmnedict
7389,赤瀬川,赤瀬川,アカセガワ,yes,14085,6,6,5,3,,Q43512179,ndl|jmnedict
7392,赤須,赤須,アカス,yes,14085,6,7,6,2,赤須氏は日本の氏族のひとつ。,Q107134950,ndl|jmnedict
81260,走,走,ハシリ,no,14085,6,6,6,1,,,
81293,越久,越久,オク,no,14085,6,6,6,2,,,jmnedict
81297,越井,越井,コシイ,yes,14085,6,6,4,2,,,ndl|jmnedict
81443,足尾,足尾,アシオ,no,14085,6,6,3,2,,,jmnedict
81502,路熊,路熊,ロクマ,no,14085,6,6,5,1,,,jmnedict
81603,軽沢,軽沢,カルサワ,yes,14085,6,6,5,1,,,ndl|jmnedict
81603,軽沢,軽沢,カルザワ,no,14085,6,6,5,1,,,jmnedict
81702,辛嶋,辛嶋,カラシマ,yes,14085,6,6,6,1,,,ndl|jmnedict
81735,辰原,辰原,タツハラ,no,14085,6,6,6,1,,,jmnedict
81765,辰村,辰村,タツムラ,yes,14085,6,6,6,2,,,ndl|jmnedict
81822,農野,農野,ノウノ,yes,14085,6,6,5,1,,,ndl|jmnedict
81901,辻屋,辻屋,ツジヤ,yes,14085,6,6,4,1,,,ndl|jmnedict
81940,辻生,辻生,ツジオ,no,14085,6,6,6,1,,,jmnedict
81940,辻生,辻生,ツジショウ,no,14085,6,6,6,1,,,
82050,近平,近平,チカヒラ,no,14085,6,6,6,2,,,jmnedict
82383,進戸,進戸,シンド,yes,14085,6,6,4,1,,,ndl|jmnedict
82431,遊上,遊上,ユカミ,yes,14085,6,6,5,2,,,ndl|jmnedict
82431,遊上,遊上,ユガミ,yes,14085,6,6,5,2,,,ndl
82490,道之前,道之前,ミチノマエ,no,14085,6,6,3,1,,,jmnedict
82518,道口,道口,ドウグチ,yes,14085,6,6,5,2,,,ndl|jmnedict
82518,道口,道口,ミチグチ,yes,14085,6,6,5,2,,,ndl|jmnedict
82563,道慶,道慶,ドウケイ,no,14085,6,6,5,1,,,
82648,道見,道見,ドウミ,no,14085,6,6,4,2,,,jmnedict
82648,道見,道見,ミチミ,no,14085,6,6,4,2,,,jmnedict
82719,達石,達石,タツイシ,no,14085,6,6,3,1,,,jmnedict
82759,遠坂,遠坂,エンサカ,yes,14085,6,6,6,1,,,person_lists|ndl|jmnedict
82759,遠坂,遠坂,エンザカ,yes,14085,6,6,6,1,,,ndl|jmnedict
82759,遠坂,遠坂,トオサカ,yes,14085,6,6,6,1,,,ndl|jmnedict
82759,遠坂,遠坂,トオザカ,yes,14085,6,6,6,1,,,ndl
82784,遠所,遠所,エンジョ,yes,14085,6,6,6,1,,,ndl
82952,邦,邦,クニ,yes,14085,6,6,6,1,,,ndl|jmnedict
83007,郡家,郡家,コオゲ,no,14085,6,6,5,1,,,jmnedict
83060,郷之丸,郷之丸,ゴウノマル,no,14085,6,6,6,1,,,jmnedict
7429,都丸,都丸,トマル,yes,14085,6,6,6,2,,Q43609347,ndl|wikidata_person|jmnedict
83124,都井,都井,トイ,yes,14085,6,6,6,1,,,ndl|jmnedict
83148,都川,都川,トガワ,no,14085,6,6,6,1,,,jmnedict
83148,都川,都川,ミヤコガワ,yes,14085,6,6,6,1,,,ndl|jmnedict
83151,都志見,都志見,ツシミ,yes,14085,6,6,6,3,,,ndl|jmnedict
83229,酌井,酌井,クムイ,no,14085,6,6,1,1,,,
83229,酌井,酌井,シャクイ,no,14085,6,6,1,1,,,
83266,酒崎,酒崎,サカザキ,no,14085,6,6,3,1,,,
83389,釈迦郡,釈迦郡,シャカゴオリ,yes,14085,6,6,6,3,,,ndl|jmnedict
4291,里吉,里吉,サトヨシ,yes,14085,6,6,6,3,,Q131756150,ndl|jmnedict
83465,里西,里西,サトニシ,yes,14085,6,6,5,1,,,ndl|jmnedict
83488,重住,重住,シゲズミ,yes,14085,6,6,4,2,,,ndl|jmnedict
83574,重竹,重竹,シゲタケ,yes,14085,6,6,6,1,,,ndl|jmnedict
83619,野々瀬,野々瀬,ノノセ,yes,14085,6,6,6,1,,,ndl|jmnedict
83621,野々田,野々田,ノノダ,yes,14085,6,6,6,2,,,ndl|jmnedict
83625,野々部,野々部,ノノベ,yes,14085,6,6,6,2,,,ndl|jmnedict
83666,野倉,野倉,ノクラ,yes,14085,6,6,6,3,,,ndl|jmnedict
83666,野倉,野倉,ノグラ,no,14085,6,6,6,3,,,jmnedict
83726,野妻,野妻,ノズマ,yes,14085,6,6,6,2,,,ndl|jmnedict
83726,野妻,野妻,ノヅマ,no,14085,6,6,6,2,,,jmnedict
83736,野寄,野寄,ノヨリ,yes,14085,6,6,6,1,,,person_lists|ndl|jmnedict
83736,野寄,野寄,ノキ,no,14085,6,6,6,1,,,jmnedict
83800,野杁,野杁,ノイリ,yes,14085,6,6,6,3,,,ndl|jmnedict
7448,野水,野水,ノミズ,yes,14085,6,7,6,2,,Q114562358,ndl|jmnedict
83841,野津手,野津手,ノツテ,no,14085,6,6,4,2,,,
83841,野津手,野津手,ノヅテ,no,14085,6,6,4,2,,,jmnedict
83895,野畠,野畠,ノハタ,no,14085,6,6,6,2,,,jmnedict
83895,野畠,野畠,ノバタ,no,14085,6,6,6,2,,,jmnedict
83948,野藤,野藤,ノトウ,yes,14085,6,6,6,1,,,ndl|jmnedict
83948,野藤,野藤,ノフジ,yes,14085,6,6,6,1,,,ndl|jmnedict
83951,野西,野西,ノニシ,yes,14085,6,6,5,1,,,ndl|jmnedict
83998,野間田,野間田,ノマタ,no,14085,6,6,6,2,,,jmnedict
83998,野間田,野間田,ノマダ,no,14085,6,6,6,2,,,jmnedict
84096,金垣,金垣,カナガキ,yes,14085,6,6,6,2,,,ndl|jmnedict
84096,金垣,金垣,カネガキ,no,14085,6,6,6,2,,,jmnedict
84117,金定,金定,カネサダ,no,14085,6,6,6,1,,,jmnedict
5485,金清,金清,カネキヨ,yes,14085,6,6,6,1,,Q124096708,ndl|wikidata_person|jmnedict
5486,金田一,金田一,キンダイチ,yes,14085,6,6,6,3,金田一氏は、日本の氏族の一つ。,Q124372198,ndl|jmnedict
84399,釜我,釜我,カマガ,no,14085,6,6,6,1,,,jmnedict
84591,鈴平,鈴平,スズヒラ,yes,14085,6,6,4,1,,,ndl|jmnedict
84687,鉄田,鉄田,テツダ,yes,14085,6,6,6,2,,,ndl|jmnedict
84723,鉢木,鉢木,ハチキ,yes,14085,6,6,5,2,,,ndl|jmnedict
84756,鉾木,鉾木,ホコキ,no,14085,6,6,5,1,,,jmnedict
84756,鉾木,鉾木,ホコノキ,no,14085,6,6,5,1,,,
84764,鉾立,鉾立,ホコタテ,yes,14085,6,6,6,2,,,ndl|jmnedict
84764,鉾立,鉾立,ホコダテ,yes,14085,6,6,6,2,,,ndl|jmnedict
84765,鉾谷,鉾谷,サキタニ,no,14085,6,6,3,1,,,jmnedict
84765,鉾谷,鉾谷,ホコタニ,no,14085,6,6,3,1,,,
7471,錦田,錦田,ニシキダ,yes,14085,6,6,6,2,,Q137799845,ndl|jmnedict
85256,鎌中,鎌中,カマナカ,no,14085,6,6,4,1,,,jmnedict
85349,鎗野,鎗野,ヤリノ,no,14085,6,6,6,1,,,jmnedict
7477,鐘江,鐘江,カネエ,no,14085,6,6,6,1,,Q113904009,
7477,鐘江,鐘江,カネガエ,yes,14085,6,6,6,1,,Q113904009,ndl|jmnedict
85419,鐘田,鐘田,カナダ,no,14085,6,6,5,1,,,
85419,鐘田,鐘田,カネダ,no,14085,6,6,5,1,,,
85521,長副,長副,ナガソエ,yes,14085,6,6,5,1,,,ndl|jmnedict
85521,長副,長副,ナガゾエ,no,14085,6,6,5,1,,,
85533,長合,長合,チョウゴウ,no,14085,6,6,6,2,,,
85533,長合,長合,ナゴウ,yes,14085,6,6,6,2,,,ndl
85534,長吉,長吉,ナガヨシ,yes,14085,6,6,6,1,,,ndl|jmnedict
85591,長広,長広,ナガヒロ,yes,14085,6,6,6,2,,,ndl|jmnedict
5510,長沖,長沖,ナカオキ,no,14085,6,6,5,1,,Q43609859,
5510,長沖,長沖,ナガオキ,yes,14085,6,6,5,1,,Q43609859,ndl|wikidata_person|jmnedict
4316,長津,長津,ナガツ,yes,14085,6,6,6,3,,Q43609869,ndl|jmnedict
85673,長濃,長濃,チョウノ,no,14085,6,6,6,1,,,jmnedict
85673,長濃,長濃,ナガノ,yes,14085,6,6,6,1,,,ndl
85738,長良,長良,ナガラ,yes,14085,6,6,3,2,,,ndl|jmnedict
85878,門坂,門坂,カドサカ,yes,14085,6,6,6,2,,,ndl|jmnedict
85880,門城,門城,モンジョウ,no,14085,6,6,3,2,,,
85884,門多,門多,カドタ,yes,14085,6,6,6,1,,,ndl|jmnedict
85980,門雀,門雀,モンジャク,no,14085,6,6,4,1,,,
85999,開原,開原,カイハラ,yes,14085,6,6,6,2,,,ndl|jmnedict
86048,閑陀,閑陀,カンダ,no,14085,6,6,5,1,,,
86085,間地,間地,アイチ,no,14085,6,6,6,2,,,
86085,間地,間地,マジ,yes,14085,6,6,6,2,,,ndl|jmnedict
86095,間定,間定,マサダ,no,14085,6,6,4,1,,,jmnedict
86135,間杉,間杉,マスギ,yes,14085,6,6,5,1,,,ndl|jmnedict
86143,間森,間森,マモリ,yes,14085,6,6,5,1,,,ndl|jmnedict
