id,original,surface,pronunciation,subject,level,description,image,image_page,wikidata
2227,演繹,演繹,エンエキ,国語,高等学校,一般的な原理から個々の結論を導く論の進め方。,,,
2228,帰納,帰納,キノウ,国語,高等学校,個々の事例を集めて一般的な法則を導く論の進め方。,,,
2229,アナロジー,アナロジー,アナロジー,国語,高等学校,似た構造をもつ別の事柄になぞらえて説明する類推。,,,
2230,パラドックス,パラドックス,パラドックス,国語,高等学校,一見矛盾するが真理を突いている言い方で逆説ともいう。,http://commons.wikimedia.org/wiki/Special:FilePath/Diagram_about_Paradox_ja.png,https://commons.wikimedia.org/wiki/File:Diagram_about_Paradox_ja.png,Q483372
2231,レトリック,レトリック,レトリック,国語,高等学校,比喩や反復など読み手を動かす表現の技術のこと。,,,
2232,アイロニー,アイロニー,アイロニー,国語,高等学校,表向きと逆の意味を込める皮肉で小説の読解でも使う。,http://commons.wikimedia.org/wiki/Special:FilePath/Nothing_is_Written_in_Stone_-_Flickr_-_brewbooks.jpg,https://commons.wikimedia.org/wiki/File:Nothing_is_Written_in_Stone_-_Flickr_-_brewbooks.jpg,Q131361
2233,カタルシス,カタルシス,カタルシス,国語,高等学校,悲劇を読んで感情が浄化される働きを指す文芸用語。,http://commons.wikimedia.org/wiki/Special:FilePath/Aristoteles_Louvre.jpg,https://commons.wikimedia.org/wiki/File:Aristoteles_Louvre.jpg,Q156296
2234,近代的自我,近代的自我,キンダイテキジガ,国語,高等学校,個としての自分を意識する近代文学の中心的な主題。,,,
2235,自然主義,自然主義,シゼンシュギ,国語,高等学校,現実をありのままに描こうとした明治の文学の潮流。,,,
2236,白樺派,白樺派,シラカバハ,国語,高等学校,志賀直哉や武者小路実篤らの理想主義的な文学の一派。,http://commons.wikimedia.org/wiki/Special:FilePath/Shirakaba_first_issue.jpg,https://commons.wikimedia.org/wiki/File:Shirakaba_first_issue.jpg,Q1007854
2237,耽美派,耽美派,タンビハ,国語,高等学校,谷崎潤一郎や永井荷風らが美の追求を掲げた一派。,,,
2238,新感覚派,新感覚派,シンカンカクハ,国語,高等学校,横光利一や川端康成らの新しい感覚表現を試みた一派。,,,
2239,プロレタリア文学,プロレタリア文学,プロレタリアブンガク,国語,高等学校,労働者の立場から社会を描いた昭和初期の文学運動。,http://commons.wikimedia.org/wiki/Special:FilePath/Hedenvind3.jpg,https://commons.wikimedia.org/wiki/File:Hedenvind3.jpg,Q627187
2240,私小説,私小説,シショウセツ,国語,高等学校,作者自身の体験をそのまま描く日本独自の小説の形式。,,,
2241,写生文,写生文,シャセイブン,国語,高等学校,正岡子規が唱えた見たままを写し取る散文の書き方。,,,
2242,言文一致,言文一致,ゲンブンイッチ,国語,高等学校,話し言葉に近い文体で書く明治の文章改革の動き。,,,
2243,浪漫主義,浪漫主義,ロマンシュギ,国語,高等学校,感情や理想を重んじた明治期の文学の潮流。,http://commons.wikimedia.org/wiki/Special:FilePath/Femmes_d%27Alger_dans_leur_appartement%2C_Eug%C3%A8ne_Delacroix_-_Mus%C3%A9e_du_Louvre_Peintures_INV_3824.jpg,https://commons.wikimedia.org/wiki/File:Femmes_d%27Alger_dans_leur_appartement%2C_Eug%C3%A8ne_Delacroix_-_Mus%C3%A9e_du_Louvre_Peintures_INV_3824.jpg,Q37068
2244,写実主義,写実主義,シャジツシュギ,国語/美術,高等学校,現実をありのままに写し取ろうとする立場。文学では坪内逍遙ら、美術では風景や人物の忠実な描写を指す。,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave_Courbet_-_Bonjour_Monsieur_Courbet_-_Mus%C3%A9e_Fabre.jpg,https://commons.wikimedia.org/wiki/File:Gustave_Courbet_-_Bonjour_Monsieur_Courbet_-_Mus%C3%A9e_Fabre.jpg,Q10857409
2245,象徴詩,象徴詩,ショウチョウシ,国語,高等学校,暗示的な言葉で気分や情調を表す近代詩の形式。,,,
2246,新思潮派,新思潮派,シンシチョウハ,国語,高等学校,芥川龍之介や菊池寛らの理知的な作風の一派。,,,
2247,硯友社,硯友社,ケンユウシャ,国語,高等学校,尾崎紅葉らが結成した明治の文学結社で我楽多文庫を出した。,http://commons.wikimedia.org/wiki/Special:FilePath/Kenyusha_members.png,https://commons.wikimedia.org/wiki/File:Kenyusha_members.png,Q1072447
2248,アララギ派,アララギ派,アララギハ,国語,高等学校,正岡子規の写生を継ぎ斎藤茂吉らが集った短歌の一派。,,,
2249,戦後派,戦後派,センゴハ,国語,高等学校,敗戦後に登場し戦争と人間を主題にした作家たちの総称。,,,
2250,第三の新人,第三の新人,ダイサンノシンジン,国語,高等学校,安岡章太郎や遠藤周作ら日常を描いた戦後の作家群。,http://commons.wikimedia.org/wiki/Special:FilePath/Nihon-Kindai-Bungaku-Zuroku-1.jpg,https://commons.wikimedia.org/wiki/File:Nihon-Kindai-Bungaku-Zuroku-1.jpg,Q4462590
2251,幽玄,幽玄,ユウゲン,国語,高等学校,中世の文芸で重んじられた奥深く言い尽くせない美。,http://commons.wikimedia.org/wiki/Special:FilePath/Hokusai-fuji-koryuu.png,https://commons.wikimedia.org/wiki/File:Hokusai-fuji-koryuu.png,Q910608
2252,もののあはれ,もののあはれ,モノノアワレ,国語,高等学校,本居宣長が源氏物語に見いだしたしみじみとした情趣。,,,
2253,無常観,無常観,ムジョウカン,国語,高等学校,すべては移り変わるという中世文学を貫く見方。,,,
2254,恣意性,恣意性,シイセイ,国語,高等学校,言葉と意味の結びつきに必然がないという言語学の考え。,,,
2255,抽象化,抽象化,チュウショウカ,国語/技術・家庭,高等学校,具体的な事柄から共通する性質を取り出す思考。現代文の頻出語で、情報のモデル化でも使う。,,,
2256,三段論法,三段論法,サンダンロンポウ,国語,高等学校,大前提と小前提から結論を導く基本的な推論の形。,http://commons.wikimedia.org/wiki/Special:FilePath/Syllogismus-Beispiel.svg,https://commons.wikimedia.org/wiki/File:Syllogismus-Beispiel.svg,Q107342
2257,弁証法,弁証法,ベンショウホウ,国語,高等学校,対立する考えを統合して高い段階へ進む思考の方法。,http://commons.wikimedia.org/wiki/Special:FilePath/Allegory_of_Dialectic.jpg,https://commons.wikimedia.org/wiki/File:Allegory_of_Dialectic.jpg,Q9453
2258,逆説,逆説,ギャクセツ,国語,高等学校,常識に反するようで真理を含む言い方でパラドックスの訳語。,http://commons.wikimedia.org/wiki/Special:FilePath/Diagram_about_Paradox_ja.png,https://commons.wikimedia.org/wiki/File:Diagram_about_Paradox_ja.png,Q483372
2259,アイデンティティ,アイデンティティ,アイデンティティ,国語/技術・家庭,高等学校,自分が自分であるという同一性。現代文の頻出語で、家庭科の青年期の学習でも扱う。,,,
2260,イデオロギー,イデオロギー,イデオロギー,国語,高等学校,社会や政治を支える体系的な思想や信念のこと。,http://commons.wikimedia.org/wiki/Special:FilePath/War2.png,https://commons.wikimedia.org/wiki/File:War2.png,Q7257
2261,ステレオタイプ,ステレオタイプ,ステレオタイプ,国語,高等学校,型にはまった画一的なものの見方を指す評論用語。,http://commons.wikimedia.org/wiki/Special:FilePath/Image_sterotype.png,https://commons.wikimedia.org/wiki/File:Image_sterotype.png,Q167172
2262,ニヒリズム,ニヒリズム,ニヒリズム,国語,高等学校,いっさいの価値を認めない虚無的な立場のこと。,http://commons.wikimedia.org/wiki/Special:FilePath/Merwart-Nihilist.jpg,https://commons.wikimedia.org/wiki/File:Merwart-Nihilist.jpg,Q80968
2263,メタファー,メタファー,メタファー,国語,高等学校,ようだを使わずにたとえる隠喩で詩の読解に使う。,http://commons.wikimedia.org/wiki/Special:FilePath/Puck%3B_1894-05-02%3B_Vol_35_Iss_895_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Puck%3B_1894-05-02%3B_Vol_35_Iss_895_%28cropped%29.jpg,Q18534
2264,伏線,伏線,フクセン,国語,高等学校,後の展開に備えてあらかじめ示しておく小説の仕掛け。,http://commons.wikimedia.org/wiki/Special:FilePath/Ring60.jpg,https://commons.wikimedia.org/wiki/File:Ring60.jpg,Q657429
2265,語り手,語り手,カタリテ,国語,高等学校,小説で物語を語る存在で作者と区別して読み取る。,,,
2266,情報デザイン,情報デザイン,ジョウホウデザイン,技術・家庭,高等学校,情報の授業で学ぶ、情報を受け手に伝わりやすく整理し表現する工夫。,http://commons.wikimedia.org/wiki/Special:FilePath/Minard.png,https://commons.wikimedia.org/wiki/File:Minard.png,Q1365082
2267,メディアリテラシー,メディアリテラシー,メディアリテラシー,技術・家庭,高等学校,情報の授業で学ぶ、メディアの情報を批判的に読み解き活用する力。,http://commons.wikimedia.org/wiki/Special:FilePath/School_children_making_broadcast.jpg,https://commons.wikimedia.org/wiki/File:School_children_making_broadcast.jpg,Q1507246
2268,アクセシビリティ,アクセシビリティ,アクセシビリティ,技術・家庭,高等学校,情報デザインの単元で扱う、誰もが情報を利用できる度合い。,http://commons.wikimedia.org/wiki/Special:FilePath/Decpac_boarding_ramp_trial_Platform_3_Roma_Street_Railway_Station_Brisbane_IMGP1243.jpg,https://commons.wikimedia.org/wiki/File:Decpac_boarding_ramp_trial_Platform_3_Roma_Street_Railway_Station_Brisbane_IMGP1243.jpg,Q555097
2269,知的財産権,知的財産権,チテキザイサンケン,技術・家庭,高等学校,情報の授業で学ぶ、創作物や発明を保護する権利の総称。,http://commons.wikimedia.org/wiki/Special:FilePath/Nike%2C_McDonald%E2%80%99s_copyright_infringing_sandals_in_China.jpg,https://commons.wikimedia.org/wiki/File:Nike%2C_McDonald%E2%80%99s_copyright_infringing_sandals_in_China.jpg,Q131257
2270,産業財産権,産業財産権,サンギョウザイサンケン,技術・家庭,高等学校,特許権や商標権など、特許庁が扱う知的財産権のまとまり。,,,
2271,特許権,特許権,トッキョケン,技術・家庭,高等学校,知的財産の単元で学ぶ、新しい発明を保護する権利。,http://commons.wikimedia.org/wiki/Special:FilePath/US_Patent_cover_%28US_Patent_5%2C860%2C492%29.jpg,https://commons.wikimedia.org/wiki/File:US_Patent_cover_%28US_Patent_5%2C860%2C492%29.jpg,Q253623
2272,意匠権,意匠権,イショウケン,技術・家庭,高等学校,製品の形や模様のデザインを保護する産業財産権の一つ。,,,
2273,商標権,商標権,ショウヒョウケン,技術・家庭,高等学校,商品名やロゴなどの目印を保護する産業財産権の一つ。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_8fac777f20.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,Q167270
2274,著作者人格権,著作者人格権,チョサクシャジンカクケン,技術・家庭,高等学校,公表や氏名表示など、作者の人格に関わる著作権上の権利。,,,
2275,著作隣接権,著作隣接権,チョサクリンセツケン,技術・家庭,高等学校,演奏者やレコード会社など、作品を伝える人に認められる権利。,,,
2276,肖像権,肖像権,ショウゾウケン,技術・家庭,高等学校,写真や動画の公開を考える場面で学ぶ、自分の姿に関する権利。,http://commons.wikimedia.org/wiki/Special:FilePath/BTS_NOTHS_2_0205.jpg,https://commons.wikimedia.org/wiki/File:BTS_NOTHS_2_0205.jpg,Q1065899
2277,個人情報保護法,個人情報保護法,コジンジョウホウホゴホウ,技術・家庭,高等学校,情報の授業で学ぶ、個人情報の適切な取り扱いを定めた法律。,http://commons.wikimedia.org/wiki/Special:FilePath/Go-shichi_no_kiri_crest_2.svg,https://commons.wikimedia.org/wiki/File:Go-shichi_no_kiri_crest_2.svg,Q11386989
2278,情報格差,情報格差,ジョウホウカクサ,技術・家庭,高等学校,情報社会の課題として学ぶ、情報機器を使える人と使えない人の差。,,,
2279,公開鍵暗号,公開鍵暗号,コウカイカギアンゴウ,技術・家庭,高等学校,暗号化と復号に別の鍵を使う方式で、情報セキュリティの単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Public-key-crypto-1.svg,https://commons.wikimedia.org/wiki/File:Public-key-crypto-1.svg,Q201339
2280,共通鍵暗号,共通鍵暗号,キョウツウカギアンゴウ,技術・家庭,高等学校,送り手と受け手が同じ鍵を使う暗号の方式。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_7556eeb710.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,Q327675
2281,デジタル署名,デジタル署名,デジタルショメイ,技術・家庭,高等学校,作成者の確認と改ざんの検出に使う、公開鍵暗号を応用した仕組み。,http://commons.wikimedia.org/wiki/Special:FilePath/Private_key_signing.svg,https://commons.wikimedia.org/wiki/File:Private_key_signing.svg,Q220849
2282,電子証明書,電子証明書,デンシショウメイショ,技術・家庭,高等学校,公開鍵が本人のものだと保証するために発行されるデータ。,,,
2283,二段階認証,二段階認証,ニダンカイニンショウ,技術・家庭,高等学校,情報セキュリティの単元で学ぶ、二つの手順で本人確認をする方法。,http://commons.wikimedia.org/wiki/Special:FilePath/Black_YubiKey_06.jpg,https://commons.wikimedia.org/wiki/File:Black_YubiKey_06.jpg,Q7878662
2284,ファイアウォール,ファイアウォール,ファイアウォール,技術・家庭,高等学校,外部からの不正な通信を遮断するネットワークの仕組み。,http://commons.wikimedia.org/wiki/Special:FilePath/Firewall.png,https://commons.wikimedia.org/wiki/File:Firewall.png,Q80998
2285,マルウェア,マルウェア,マルウェア,技術・家庭,高等学校,情報の授業で学ぶ、害を与える目的で作られたソフトウェアの総称。,http://commons.wikimedia.org/wiki/Special:FilePath/CIH.png,https://commons.wikimedia.org/wiki/File:CIH.png,Q14001
2286,フィッシング詐欺,フィッシング詐欺,フィッシングサギ,技術・家庭,高等学校,偽のサイトへ誘導して個人情報を盗み取る手口。,http://commons.wikimedia.org/wiki/Special:FilePath/PhishingTrustedBank.png,https://commons.wikimedia.org/wiki/File:PhishingTrustedBank.png,Q135005
2287,論理演算,論理演算,ロンリエンザン,技術・家庭,高等学校,真と偽の二値を扱う演算で、コンピュータの仕組みの単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Logical_connectives_Hasse_diagram.svg,https://commons.wikimedia.org/wiki/File:Logical_connectives_Hasse_diagram.svg,Q211790
2288,論理回路,論理回路,ロンリカイロ,技術・家庭,高等学校,論理演算を電気の回路として実現したもの。,,,
2289,論理積,論理積,ロンリセキ,技術・家庭,高等学校,両方が真のときだけ真になる論理演算。,http://commons.wikimedia.org/wiki/Special:FilePath/Venn-Diagram-AND.png,https://commons.wikimedia.org/wiki/File:Venn-Diagram-AND.png,Q191081
2290,論理和,論理和,ロンリワ,技術・家庭,高等学校,どちらかが真なら真になる論理演算。,http://commons.wikimedia.org/wiki/Special:FilePath/Venn-Diagram-OR.png,https://commons.wikimedia.org/wiki/File:Venn-Diagram-OR.png,Q1651704
2291,真理値表,真理値表,シンリチヒョウ,技術・家庭,高等学校,論理演算の入力と出力の対応をすべて書き出した表。,,,
2292,半加算回路,半加算回路,ハンカサンカイロ,技術・家庭,高等学校,一けたの二進数の足し算を行う論理回路。,,,
2293,十六進法,十六進法,ジュウロクシンホウ,技術・家庭,高等学校,色の指定などで使う、十六を単位としてけた上がりする表し方。,http://commons.wikimedia.org/wiki/Special:FilePath/Bruce_Martin_hexadecimal_notation_proposal.svg,https://commons.wikimedia.org/wiki/File:Bruce_Martin_hexadecimal_notation_proposal.svg,Q82828
2294,補数,補数,ホスウ,技術・家庭,高等学校,負の数を二進数で表すときに使う考え方。,http://commons.wikimedia.org/wiki/Special:FilePath/Complement_numbering_gnangarra.JPG,https://commons.wikimedia.org/wiki/File:Complement_numbering_gnangarra.JPG,Q4741052
2295,浮動小数点数,浮動小数点数,フドウショウスウテンスウ,技術・家庭,高等学校,小数をコンピュータ内部で表す方式で、誤差の話題とともに学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Z3_Deutsches_Museum.JPG,https://commons.wikimedia.org/wiki/File:Z3_Deutsches_Museum.JPG,Q117879
2296,文字コード,文字コード,モジコード,技術・家庭,高等学校,文字に番号を割り当てて数値で表すための取り決め。,http://commons.wikimedia.org/wiki/Special:FilePath/Papertape-Wikipedia-example-dark1-2000px.png,https://commons.wikimedia.org/wiki/File:Papertape-Wikipedia-example-dark1-2000px.png,Q184759
2297,標本化,標本化,ヒョウホンカ,技術・家庭,高等学校,音や画像を一定間隔で区切って値を取り出す、デジタル化の第一段階。,http://commons.wikimedia.org/wiki/Special:FilePath/Signal_Sampling.png,https://commons.wikimedia.org/wiki/File:Signal_Sampling.png,Q210868
2298,量子化,量子化,リョウシカ,技術・家庭,高等学校,標本化で取り出した値を決められた段階の数値に置き換える処理。,http://commons.wikimedia.org/wiki/Special:FilePath/Quantization_error.png,https://commons.wikimedia.org/wiki/File:Quantization_error.png,Q198099
2299,符号化,符号化,フゴウカ,技術・家庭,高等学校,量子化した値を二進数などのデータに変換する処理。,,,
2300,標本化周波数,標本化周波数,ヒョウホンカシュウハスウ,技術・家庭,高等学校,音を一秒間に何回標本化するかを表す値。,http://commons.wikimedia.org/wiki/Special:FilePath/Signal_Sampling.svg,https://commons.wikimedia.org/wiki/File:Signal_Sampling.svg,Q210868
2301,可逆圧縮,可逆圧縮,カギャクアッシュク,技術・家庭,高等学校,もとのデータに完全に戻すことができる圧縮の方法。,,,
2302,非可逆圧縮,非可逆圧縮,ヒカギャクアッシュク,技術・家庭,高等学校,一部の情報を捨てて縮める、もとに戻せない圧縮の方法。,http://commons.wikimedia.org/wiki/Special:FilePath/Comparison_of_JPEG_and_PNG.png,https://commons.wikimedia.org/wiki/File:Comparison_of_JPEG_and_PNG.png,Q55564
2303,解像度,解像度,カイゾウド,技術・家庭,高等学校,画像の細かさを表す値で、デジタル画像の単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Resolution_test.jpg,https://commons.wikimedia.org/wiki/File:Resolution_test.jpg,Q210521
2304,階調,階調,カイチョウ,技術・家庭,高等学校,明るさや色を何段階で表すかを示す度合い。,http://commons.wikimedia.org/wiki/Special:FilePath/Posterization_example.jpg,https://commons.wikimedia.org/wiki/File:Posterization_example.jpg,Q582035
2305,圧縮率,圧縮率,アッシュクリツ,技術・家庭,高等学校,圧縮によってデータ量がどれだけ小さくなったかを表す割合。,http://commons.wikimedia.org/wiki/Special:FilePath/Carnot_heat_engine_2.svg,https://commons.wikimedia.org/wiki/File:Carnot_heat_engine_2.svg,Q8067817
2306,電子透かし,電子透かし,デンシスカシ,技術・家庭,高等学校,著作権の保護のため、画像などに見えない情報を埋め込む技術。,http://commons.wikimedia.org/wiki/Special:FilePath/Visible_digital_watermarking.jpg,https://commons.wikimedia.org/wiki/File:Visible_digital_watermarking.jpg,Q875932
2307,配列,配列,ハイレツ,技術・家庭,高等学校,プログラミングで、同じ種類のデータを番号で並べて扱う仕組み。,http://commons.wikimedia.org/wiki/Special:FilePath/Array1.svg,https://commons.wikimedia.org/wiki/File:Array1.svg,Q186152
2308,引数,引数,ヒキスウ,技術・家庭,高等学校,関数やプログラムを呼び出すときに渡す値のこと。,,,
2309,戻り値,戻り値,モドリチ,技術・家庭,高等学校,関数が処理の結果として返す値。,,,
2310,データ型,データ型,データガタ,技術・家庭,高等学校,整数や文字列など、変数が扱う値の種類。,http://commons.wikimedia.org/wiki/Special:FilePath/Python_3._The_standard_type_hierarchy.png,https://commons.wikimedia.org/wiki/File:Python_3._The_standard_type_hierarchy.png,Q190087
2311,線形探索,線形探索,センケイタンサク,技術・家庭,高等学校,データを先頭から順に調べて目的の値を見つける探索の方法。,,,
2312,二分探索,二分探索,ニブンタンサク,技術・家庭,高等学校,並べ替え済みのデータを半分ずつ絞り込んで探す方法。,http://commons.wikimedia.org/wiki/Special:FilePath/Binary_Search_Depiction.svg,https://commons.wikimedia.org/wiki/File:Binary_Search_Depiction.svg,Q243754
2313,バブルソート,バブルソート,バブルソート,技術・家庭,高等学校,隣り合う要素を比べて交換を繰り返す整列のアルゴリズム。,http://commons.wikimedia.org/wiki/Special:FilePath/Sorting_bubblesort_anim.gif,https://commons.wikimedia.org/wiki/File:Sorting_bubblesort_anim.gif,Q60864
2314,クイックソート,クイックソート,クイックソート,技術・家庭,高等学校,基準の値より大きいか小さいかで分けながら並べ替える整列法。,http://commons.wikimedia.org/wiki/Special:FilePath/Sorting_quicksort_anim.gif,https://commons.wikimedia.org/wiki/File:Sorting_quicksort_anim.gif,Q486598
2315,順次構造,順次構造,ジュンジコウゾウ,技術・家庭,高等学校,上から順に処理を実行する、制御構造の基本の一つ。,,,
2316,選択構造,選択構造,センタクコウゾウ,技術・家庭,高等学校,条件によって処理を分ける制御構造。,,,
2317,反復構造,反復構造,ハンプクコウゾウ,技術・家庭,高等学校,条件が成り立つ間、同じ処理を繰り返す制御構造。,,,
2318,プロトコル,プロトコル,プロトコル,技術・家庭,高等学校,ネットワークで通信を行うための取り決め。,,,
2319,パケット交換,パケット交換,パケットコウカン,技術・家庭,高等学校,データを小さく分けて送る、インターネットの基本的な通信方式。,http://commons.wikimedia.org/wiki/Special:FilePath/Packet_Switching.gif,https://commons.wikimedia.org/wiki/File:Packet_Switching.gif,Q193446
2320,ルーティング,ルーティング,ルーティング,技術・家庭,高等学校,パケットを目的地まで届ける経路を選ぶ働き。,http://commons.wikimedia.org/wiki/Special:FilePath/Internet-transit-2.svg,https://commons.wikimedia.org/wiki/File:Internet-transit-2.svg,Q22725
2321,ドメイン名,ドメイン名,ドメインメイ,技術・家庭,高等学校,数値のアドレスの代わりに使う、人にわかりやすい名前。,http://commons.wikimedia.org/wiki/Special:FilePath/DNS_schema.svg,https://commons.wikimedia.org/wiki/File:DNS_schema.svg,Q32635
2322,クライアントサーバシステム,クライアントサーバシステム,クライアントサーバシステム,技術・家庭,高等学校,要求する側と応じる側に役割を分けたネットワークの構成。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_c590abf73f.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,Q146813
2323,データベース,データベース,データベース,技術・家庭,高等学校,情報の授業で学ぶ、大量のデータを整理して検索できるようにした仕組み。,http://commons.wikimedia.org/wiki/Special:FilePath/DVD_Rental_Query.png,https://commons.wikimedia.org/wiki/File:DVD_Rental_Query.png,Q8513
2324,関係データベース,関係データベース,カンケイデータベース,技術・家庭,高等学校,表の形でデータを管理し、表どうしを結び付けて扱う方式。,http://commons.wikimedia.org/wiki/Special:FilePath/DVD_Rental_Query.png,https://commons.wikimedia.org/wiki/File:DVD_Rental_Query.png,Q8513
2325,主キー,主キー,シュキー,技術・家庭,高等学校,表の中で行を一つに特定するための項目。,,,
2326,外部キー,外部キー,ガイブキー,技術・家庭,高等学校,別の表の主キーを参照して表どうしを結び付ける項目。,,,
2327,トランザクション,トランザクション,トランザクション,技術・家庭,高等学校,まとめて成功か失敗かを扱う、一連のデータ操作のかたまり。,http://commons.wikimedia.org/wiki/Special:FilePath/DB_transaction_states_el.png,https://commons.wikimedia.org/wiki/File:DB_transaction_states_el.png,Q848010
2328,尺度水準,尺度水準,シャクドスイジュン,技術・家庭,高等学校,データの活用で学ぶ、数値の性質によるデータの分類。,http://commons.wikimedia.org/wiki/Special:FilePath/Skalenniveau_lt.svg,https://commons.wikimedia.org/wiki/File:Skalenniveau_lt.svg,Q951437
2329,名義尺度,名義尺度,メイギシャクド,技術・家庭,高等学校,血液型のように区別だけに意味があるデータの尺度。,http://commons.wikimedia.org/wiki/Special:FilePath/Skalenniveau_lt.svg,https://commons.wikimedia.org/wiki/File:Skalenniveau_lt.svg,Q951437
2330,順序尺度,順序尺度,ジュンジョシャクド,技術・家庭,高等学校,順位のように大小の順だけに意味があるデータの尺度。,http://commons.wikimedia.org/wiki/Special:FilePath/Skalenniveau_lt.svg,https://commons.wikimedia.org/wiki/File:Skalenniveau_lt.svg,Q951437
2331,間隔尺度,間隔尺度,カンカクシャクド,技術・家庭,高等学校,気温のように差に意味があり、ゼロが基準点でないデータの尺度。,http://commons.wikimedia.org/wiki/Special:FilePath/Skalenniveau_lt.svg,https://commons.wikimedia.org/wiki/File:Skalenniveau_lt.svg,Q951437
2332,比例尺度,比例尺度,ヒレイシャクド,技術・家庭,高等学校,長さや重さのように比にも意味があるデータの尺度。,http://commons.wikimedia.org/wiki/Special:FilePath/Skalenniveau_lt.svg,https://commons.wikimedia.org/wiki/File:Skalenniveau_lt.svg,Q951437
2333,回帰分析,回帰分析,カイキブンセキ,技術・家庭,高等学校,データの傾向を式で表し、予測に役立てる分析の手法。,http://commons.wikimedia.org/wiki/Special:FilePath/Linear_regression.svg,https://commons.wikimedia.org/wiki/File:Linear_regression.svg,Q208042
2334,相関係数,相関係数,ソウカンケイスウ,技術・家庭/数学,高等学校,二つのデータの関係の強さを表す数値。数学Iのデータの分析と情報のデータ活用で使う。,http://commons.wikimedia.org/wiki/Special:FilePath/Correlation_examples2.svg,https://commons.wikimedia.org/wiki/File:Correlation_examples2.svg,Q186290
2335,散布図,散布図,サンプズ,技術・家庭/数学,高等学校,二つの項目の関係を点で表したグラフ。数学Iのデータの分析と情報のデータ活用で使う。,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%95%A3%E5%B8%83%E5%9B%B3.png,https://commons.wikimedia.org/wiki/File:%E6%95%A3%E5%B8%83%E5%9B%B3.png,Q1045782
2336,外れ値,外れ値,ハズレチ,技術・家庭/数学,高等学校,他と大きく離れた値。データの分析で扱いに注意が要るものとして学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Outlier_statistics.svg,https://commons.wikimedia.org/wiki/File:Outlier_statistics.svg,Q779824
2337,クロス集計,クロス集計,クロスシュウケイ,技術・家庭,高等学校,二つの項目を組み合わせて件数を数える集計の方法。,,,
2338,シミュレーション,シミュレーション,シミュレーション,技術・家庭,高等学校,模型や数式で現象を再現し、結果を予測する方法。,http://commons.wikimedia.org/wiki/Special:FilePath/Kiva_Simulation.jpg,https://commons.wikimedia.org/wiki/File:Kiva_Simulation.jpg,Q45045
2339,モデル化,モデル化,モデルカ,技術・家庭,高等学校,問題の本質だけを取り出して図や式で表すこと。,http://commons.wikimedia.org/wiki/Special:FilePath/Atmosphere_composition_diagram-en.svg,https://commons.wikimedia.org/wiki/File:Atmosphere_composition_diagram-en.svg,Q1116876
2340,確定モデル,確定モデル,カクテイモデル,技術・家庭,高等学校,偶然の要素を含まず、結果が一通りに決まるモデル。,,,
2341,確率モデル,確率モデル,カクリツモデル,技術・家庭,高等学校,偶然の要素を乱数などで取り入れたモデル。,http://commons.wikimedia.org/wiki/Special:FilePath/Standard_deviation_diagram.svg,https://commons.wikimedia.org/wiki/File:Standard_deviation_diagram.svg,Q200726
2342,乱数,乱数,ランスウ,技術・家庭,高等学校,規則性のない数で、シミュレーションの単元で使う。,http://commons.wikimedia.org/wiki/Special:FilePath/D100.jpg,https://commons.wikimedia.org/wiki/File:D100.jpg,Q1823781
2343,待ち行列,待ち行列,マチギョウレツ,技術・家庭,高等学校,レジの列などをモデル化して混雑を調べる学習の題材。,http://commons.wikimedia.org/wiki/Special:FilePath/ServidorParalelo.jpg,https://commons.wikimedia.org/wiki/File:ServidorParalelo.jpg,Q847526
2344,クラウドサービス,クラウドサービス,クラウドサービス,技術・家庭,高等学校,ネットワークの先にある資源を必要なだけ利用する仕組み。,http://commons.wikimedia.org/wiki/Special:FilePath/Cloud_computing.svg,https://commons.wikimedia.org/wiki/File:Cloud_computing.svg,Q483639
2345,人工知能,人工知能,ジンコウチノウ,技術・家庭,高等学校,学習によって判断を行う技術で、情報社会の話題として扱う。,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas_P._Rougier%27s_rendering_of_the_human_brain.png,https://commons.wikimedia.org/wiki/File:Nicolas_P._Rougier%27s_rendering_of_the_human_brain.png,Q11660
2346,トレードオフ,トレードオフ,トレードオフ,技術・家庭,高等学校,一方を立てると他方が犠牲になる関係で、設計の判断の場面で学ぶ。,,,
