id,name,class,vertebrate,order,family,description,wikidata,scientific_name,aphia_id,jodc_code,image,image_page,image_group
2156,ゴマチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でゴマチヨウチヨウウオと呼ばれる。,Q1969551,Chaetodon citrinellus,218744,92032750032800,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Chaetodon_citrinellus_2.jpg/960px-Chaetodon_citrinellus_2.jpg,https://commons.wikimedia.org/wiki/File:Chaetodon%20citrinellus%202.jpg,魚類
2157,シチセンチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でシチセンチヨウチヨウウオと呼ばれる。,Q1018099,Chaetodon punctatofasciatus,273355,92032750033000,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Bep_chaetodon_punctatofasciatus.jpg/960px-Bep_chaetodon_punctatofasciatus.jpg,https://commons.wikimedia.org/wiki/File:Bep%20chaetodon%20punctatofasciatus.jpg,魚類
2158,ミゾレチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でミゾレチヨウチヨウウオと呼ばれる。,Q912433,Chaetodon kleinii,218738,92032750033100,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Pez_mariposa_de_Klein_(Chaetodon_kleinii)%2C_Anilao%2C_Filipinas%2C_2023-08-24%2C_DD_92.jpg/960px-Pez_mariposa_de_Klein_(Chaetodon_kleinii)%2C_Anilao%2C_Filipinas%2C_2023-08-24%2C_DD_92.jpg,https://commons.wikimedia.org/wiki/File:Pez%20mariposa%20de%20Klein%20(Chaetodon%20kleinii)%2C%20Anilao%2C%20Filipinas%2C%202023-08-24%2C%20DD%2092.jpg,魚類
2159,アケボノチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でアケボノチヨウチヨウウオと呼ばれる。,Q2717383,Chaetodon melannotus,218743,92032750033200,,,魚類
2160,シテンチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でシテンチヨウチヨウウオと呼ばれる。,Q1448088,Chaetodon quadrimaculatus,273356,92032750033300,https://upload.wikimedia.org/wikipedia/commons/2/28/Chaetodon_quadrimaculatus_by_NPS.jpg,https://commons.wikimedia.org/wiki/File:Chaetodon%20quadrimaculatus%20by%20NPS.jpg,魚類
2161,ウラシマチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でウラシマチヨウチヨウウオと呼ばれる。,Q2861514,Prognathodes guyotensis,273376,92032750033600,,,魚類
2162,テンツキチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でテンツキチヨウチヨウウオと呼ばれる。,Q2215649,Parachaetodon ocellatus,282012,92032750060100,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Parachaetodon_ocellatusRLS.jpg/960px-Parachaetodon_ocellatusRLS.jpg,https://commons.wikimedia.org/wiki/File:Parachaetodon%20ocellatusRLS.jpg,魚類
2163,カスミチヨウチヨウウオ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海域にも生息する魚でカスミチヨウチヨウウオと呼ばれる。,Q2437382,Hemitaurichthys polylepis,277575,92032750070100,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Pez_mariposa_pir%C3%A1mide_(Hemitaurichthys_polylepis)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_143.jpg/960px-Pez_mariposa_pir%C3%A1mide_(Hemitaurichthys_polylepis)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_143.jpg,https://commons.wikimedia.org/wiki/File:Pez%20mariposa%20pir%C3%A1mide%20(Hemitaurichthys%20polylepis)%2C%20Anilao%2C%20Filipinas%2C%202023-08-25%2C%20DD%20143.jpg,魚類
2164,キンチヤクダイ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でキンチヤクダイと呼ばれる。,Q2740846,Chaetodontoplus septentrionalis,280124,92032751010100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Bluestriped_angelfish_Chaetodontoplus_septentrionalis_Side_1883px.jpg/960px-Bluestriped_angelfish_Chaetodontoplus_septentrionalis_Side_1883px.jpg,https://commons.wikimedia.org/wiki/File:Bluestriped%20angelfish%20Chaetodontoplus%20septentrionalis%20Side%201883px.jpg,魚類
2165,アカネキンチヤクダイ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でアカネキンチヤクダイと呼ばれる。,Q2357208,Chaetodontoplus chrysocephalus,280115,92032751010200,https://upload.wikimedia.org/wikipedia/commons/a/a1/Chaetodontoplus_chrysocephalus.jpg,https://commons.wikimedia.org/wiki/File:Chaetodontoplus%20chrysocephalus.jpg,魚類
2166,キヘリキンチヤクダイ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でキヘリキンチヤクダイと呼ばれる。,Q2237001,Chaetodontoplus melanosoma,280119,92032751010300,,,魚類
2167,チリメンヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でチリメンヤツコと呼ばれる。,Q1834740,Chaetodontoplus mesoleucus,280121,92032751010400,https://upload.wikimedia.org/wikipedia/commons/1/11/Chaetodontoplus_mesoleucus.jpg,https://commons.wikimedia.org/wiki/File:Chaetodontoplus%20mesoleucus.jpg,魚類
2168,タテジマキンチヤクダイ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でタテジマキンチヤクダイと呼ばれる。,Q847501,Pomacanthus imperator,220001,92032751020100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Pez_%C3%A1ngel_emperador_(Pomacanthus_imperator)%2C_mar_Rojo%2C_Egipto%2C_2023-04-17%2C_DD_104.jpg/960px-Pez_%C3%A1ngel_emperador_(Pomacanthus_imperator)%2C_mar_Rojo%2C_Egipto%2C_2023-04-17%2C_DD_104.jpg,https://commons.wikimedia.org/wiki/File:Pez%20%C3%A1ngel%20emperador%20(Pomacanthus%20imperator)%2C%20mar%20Rojo%2C%20Egipto%2C%202023-04-17%2C%20DD%20104.jpg,魚類
2169,ワヌケヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でワヌケヤツコと呼ばれる。,Q215807,Pomacanthus annularis,220004,92032751020200,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Oniria_-_Poisson_178.jpg/960px-Oniria_-_Poisson_178.jpg,https://commons.wikimedia.org/wiki/File:Oniria%20-%20Poisson%20178.jpg,魚類
2170,サザナミヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でサザナミヤツコと呼ばれる。,Q781918,Pomacanthus semicirculatus,220003,92032751020300,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/X_Pomacanthus_semicirculatus_2prg.jpg/960px-X_Pomacanthus_semicirculatus_2prg.jpg,https://commons.wikimedia.org/wiki/File:X%20Pomacanthus%20semicirculatus%202prg.jpg,魚類
2171,ロクセンヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でロクセンヤツコと呼ばれる。,Q1813462,Pomacanthus sexstriatus,276026,92032751020400,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Pomacanthus_sexstriatus.jpg/960px-Pomacanthus_sexstriatus.jpg,https://commons.wikimedia.org/wiki/File:Pomacanthus%20sexstriatus.jpg,魚類
2172,アデヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でアデヤツコと呼ばれる。,Q882944,Pomacanthus xanthometopon,276027,92032751020500,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Pomacanthus_xanthometopon_2.jpg/960px-Pomacanthus_xanthometopon_2.jpg,https://commons.wikimedia.org/wiki/File:Pomacanthus%20xanthometopon%202.jpg,魚類
2173,セダカヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でセダカヤツコと呼ばれる。,Q451679,Pomacanthus maculosus,220005,92032751020600,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Pomacanthus_maculosus_-_Wilhelma_01.jpg/960px-Pomacanthus_maculosus_-_Wilhelma_01.jpg,https://commons.wikimedia.org/wiki/File:Pomacanthus%20maculosus%20-%20Wilhelma%2001.jpg,魚類
2174,ヤイトヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でヤイトヤツコと呼ばれる。,Q2399201,Genicanthus melanospilos,279093,92032751030100,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Genicanthus_melanospilos.JPG/960px-Genicanthus_melanospilos.JPG,https://commons.wikimedia.org/wiki/File:Genicanthus%20melanospilos.JPG,魚類
2175,トサヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でトサヤツコと呼ばれる。,Q2738805,Genicanthus semifasciatus,279096,92032751030200,https://upload.wikimedia.org/wikipedia/commons/e/ea/Genicanthus_semifasciatus.jpg,https://commons.wikimedia.org/wiki/File:Genicanthus%20semifasciatus.jpg,魚類
2176,ヒレナガヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でヒレナガヤツコと呼ばれる。,Q4543204,Genicanthus watanabei,279099,92032751030300,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Female_Genicanthus_watanabei.jpg/960px-Female_Genicanthus_watanabei.jpg,https://commons.wikimedia.org/wiki/File:Female%20Genicanthus%20watanabei.jpg,魚類
2177,タテジマヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でタテジマヤツコと呼ばれる。,Q1076108,Genicanthus lamarck,211793,92032751030400,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Pez_%C3%A1ngel_de_Lamarck_(Genicanthus_lamarck)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_21.jpg/960px-Pez_%C3%A1ngel_de_Lamarck_(Genicanthus_lamarck)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_21.jpg,https://commons.wikimedia.org/wiki/File:Pez%20%C3%A1ngel%20de%20Lamarck%20(Genicanthus%20lamarck)%2C%20Anilao%2C%20Filipinas%2C%202023-08-25%2C%20DD%2021.jpg,魚類
2178,シテンヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でシテンヤツコと呼ばれる。,Q2167851,Apolemichthys trimaculatus,211787,92032751040100,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Pez_%C3%A1ngel_(Apolemichthys_trimaculatus)%2C_Zanz%C3%ADbar%2C_Tanzania%2C_2024-05-30%2C_DD_74.jpg/960px-Pez_%C3%A1ngel_(Apolemichthys_trimaculatus)%2C_Zanz%C3%ADbar%2C_Tanzania%2C_2024-05-30%2C_DD_74.jpg,https://commons.wikimedia.org/wiki/File:Pez%20%C3%A1ngel%20(Apolemichthys%20trimaculatus)%2C%20Zanz%C3%ADbar%2C%20Tanzania%2C%202024-05-30%2C%20DD%2074.jpg,魚類
2179,スミレヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でスミレヤツコと呼ばれる。,Q2332227,Centropyge venusta,312651,92032751050100,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Paracentropyge_venusta.jpg/960px-Paracentropyge_venusta.jpg,https://commons.wikimedia.org/wiki/File:Paracentropyge%20venusta.jpg,魚類
2180,ニシキヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でニシキヤツコと呼ばれる。,Q1759426,Pygoplites diacanthus,211773,92032751060100,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Pez_%C3%A1ngel_real_(Pygoplites_diacanthus)%2C_parque_nacional_Ras_Muhammad%2C_Egipto%2C_2022-03-26%2C_DD_155.jpg/960px-Pez_%C3%A1ngel_real_(Pygoplites_diacanthus)%2C_parque_nacional_Ras_Muhammad%2C_Egipto%2C_2022-03-26%2C_DD_155.jpg,https://commons.wikimedia.org/wiki/File:Pez%20%C3%A1ngel%20real%20(Pygoplites%20diacanthus)%2C%20parque%20nacional%20Ras%20Muhammad%2C%20Egipto%2C%202022-03-26%2C%20DD%20155.jpg,魚類
2181,アブラヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でアブラヤツコと呼ばれる。,Q1012669,Centropyge tibicen,278851,92032751070100,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Pez_%C3%A1ngel_enano_(Centropyge_tibicen)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_163.jpg/960px-Pez_%C3%A1ngel_enano_(Centropyge_tibicen)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_163.jpg,https://commons.wikimedia.org/wiki/File:Pez%20%C3%A1ngel%20enano%20(Centropyge%20tibicen)%2C%20Anilao%2C%20Filipinas%2C%202023-08-25%2C%20DD%20163.jpg,魚類
2182,ナメラヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でナメラヤツコと呼ばれる。,Q2394561,Centropyge vrolikii,278853,92032751070200,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Pez_%C3%A1ngel_escamado_perla_(Centropyge_vrolikii)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_174.jpg/960px-Pez_%C3%A1ngel_escamado_perla_(Centropyge_vrolikii)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_174.jpg,https://commons.wikimedia.org/wiki/File:Pez%20%C3%A1ngel%20escamado%20perla%20(Centropyge%20vrolikii)%2C%20Anilao%2C%20Filipinas%2C%202023-08-25%2C%20DD%20174.jpg,魚類
2183,コガネヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でコガネヤツコと呼ばれる。,Q206436,Centropyge flavissima,278836,92032751070300,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Centropyge_flavissima.JPG/960px-Centropyge_flavissima.JPG,https://commons.wikimedia.org/wiki/File:Centropyge%20flavissima.JPG,魚類
2184,ヘラルドコガネヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でヘラルドコガネヤツコと呼ばれる。,Q744106,Centropyge heraldi,278837,92032751070400,,,魚類
2185,ソメワケヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でソメワケヤツコと呼ばれる。,Q882860,Centropyge bicolor,211780,92032751070500,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Pez_%C3%A1ngel_enano_bicolor_(Centropyge_bicolor)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_37.jpg/960px-Pez_%C3%A1ngel_enano_bicolor_(Centropyge_bicolor)%2C_Anilao%2C_Filipinas%2C_2023-08-25%2C_DD_37.jpg,https://commons.wikimedia.org/wiki/File:Pez%20%C3%A1ngel%20enano%20bicolor%20(Centropyge%20bicolor)%2C%20Anilao%2C%20Filipinas%2C%202023-08-25%2C%20DD%2037.jpg,魚類
2186,オハグロヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でオハグロヤツコと呼ばれる。,Q2973064,Centropyge nox,278847,92032751070600,,,魚類
2187,シマヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でシマヤツコと呼ばれる。,Q28152705,Centropyge multifasciata,278843,92032751070700,,,魚類
2188,レンテンヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でレンテンヤツコと呼ばれる。,Q1683368,Centropyge interrupta,712745,92032751070800,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Centropyge_interruptus.jpg/960px-Centropyge_interruptus.jpg,https://commons.wikimedia.org/wiki/File:Centropyge%20interruptus.jpg,魚類
2189,チヤイロヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でチヤイロヤツコと呼ばれる。,Q2654490,Centropyge fisheri,211778,92032751070900,https://upload.wikimedia.org/wikipedia/commons/a/aa/ChairoYK.jpg,https://commons.wikimedia.org/wiki/File:ChairoYK.jpg,魚類
2190,アカハラヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でアカハラヤツコと呼ばれる。,Q3108591,Centropyge ferrugata,278834,92032751071000,https://upload.wikimedia.org/wikipedia/commons/e/ea/Centropyge_ferrugata.jpg,https://commons.wikimedia.org/wiki/File:Centropyge%20ferrugata.jpg,魚類
2191,ルリヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でルリヤツコと呼ばれる。,Q2191959,Centropyge bispinosa,278830,92032751071100,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Centropyge_bispinosa_1.jpg/960px-Centropyge_bispinosa_1.jpg,https://commons.wikimedia.org/wiki/File:Centropyge%20bispinosa%201.jpg,魚類
2192,ダイダイヤツコ,魚類,脊椎動物,スズキア目,キンチヤクダイ科,キンチヤクダイ科に分類され海域にも生息する魚でダイダイヤツコと呼ばれる。,Q3007532,Centropyge shepardi,278850,92032751071200,,,魚類
2193,カワビシヤ,魚類,脊椎動物,スズキア目,カワビシヤ科,カワビシヤ科に分類され海域にも生息する魚でカワビシヤと呼ばれる。,Q3189292,Histiopterus typus,218772,92032752010100,https://upload.wikimedia.org/wikipedia/commons/2/23/Histiopterus_typus.jpg,https://commons.wikimedia.org/wiki/File:Histiopterus%20typus.jpg,魚類
2194,クサカリツボダイ,魚類,脊椎動物,スズキア目,カワビシヤ科,カワビシヤ科に分類され海域にも生息する魚でクサカリツボダイと呼ばれる。,Q28599559,Pentaceros richardsoni,313240,92032752030200,,,魚類
2195,ウミタナゴ,魚類,脊椎動物,スズキア目,ウミタナゴ科,ウミタナゴ科に分類され海域にも生息する魚でウミタナゴと呼ばれる。,Q2796540,Ditrema temminckii,280570,92032754010100,https://upload.wikimedia.org/wikipedia/commons/5/52/UmiTG.jpg,https://commons.wikimedia.org/wiki/File:UmiTG.jpg,魚類
2196,アオタナゴ,魚類,脊椎動物,スズキア目,ウミタナゴ科,ウミタナゴ科に分類され海域にも生息する魚でアオタナゴと呼ばれる。,Q2711917,Ditrema viride,280571,92032754010200,,,魚類
2197,フタスジリユウキユウスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でフタスジリユウキユウスズメダイと呼ばれる。,Q1761583,Dascyllus reticulatus,212844,92032756020200,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Reticulated_dascyllus_(Dascyllus_reticulatus)_(46091586044).jpg/960px-Reticulated_dascyllus_(Dascyllus_reticulatus)_(46091586044).jpg,https://commons.wikimedia.org/wiki/File:Reticulated%20dascyllus%20(Dascyllus%20reticulatus)%20(46091586044).jpg,魚類
2198,トウカイスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でトウカイスズメダイと呼ばれる。,Q2104915,Chromis mirationis,273742,92032756030200,,,魚類
2199,コガネスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でコガネスズメダイと呼ばれる。,Q972863,Chromis analis,212814,92032756030400,https://upload.wikimedia.org/wikipedia/commons/3/3a/KoganeniSDiop.jpg,https://commons.wikimedia.org/wiki/File:KoganeniSDiop.jpg,魚類
2200,アマミスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でアマミスズメダイと呼ばれる。,Q767290,Chromis chrysura,212824,92032756030500,https://upload.wikimedia.org/wikipedia/commons/c/cd/Chromis_chrysura.jpg,https://commons.wikimedia.org/wiki/File:Chromis%20chrysura.jpg,魚類
2201,キホシスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でキホシスズメダイと呼ばれる。,Q744422,Chromis flavomaculata,273727,92032756030700,https://upload.wikimedia.org/wikipedia/commons/d/de/KihoshiSD.jpg,https://commons.wikimedia.org/wiki/File:KihoshiSD.jpg,魚類
2202,マツバスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でマツバスズメダイと呼ばれる。,Q1938162,Chromis fumea,273728,92032756030800,https://upload.wikimedia.org/wikipedia/commons/8/8f/MatsubaSDnup1.jpg,https://commons.wikimedia.org/wiki/File:MatsubaSDnup1.jpg,魚類
2203,デバスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でデバスズメダイと呼ばれる。,Q1043691,Chromis ternatensis,212810,92032756030900,,,魚類
2204,アオバスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でアオバスズメダイと呼ばれる。,Q1814610,Chromis atripectoralis,212812,92032756031000,,,魚類
2205,カブラヤスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でカブラヤスズメダイと呼ばれる。,Q1043691,Chromis ternatensis,212810,92032756031100,,,魚類
2206,シコクスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でシコクスズメダイと呼ばれる。,Q116179643,Pycnochromis margaritifer,1605310,92032756031200,,,魚類
2207,オナガスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でオナガスズメダイと呼ばれる。,Q116179593,Pycnochromis alleni,1592279,92032756031300,,,魚類
2208,フカミスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でフカミスズメダイと呼ばれる。,Q116179620,Pycnochromis leucurus,1605308,92032756031400,,,魚類
2209,タイワンスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でタイワンスズメダイと呼ばれる。,Q116178260,Azurina elerae,1605313,92032756031500,,,魚類
2210,ヒレグロスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でヒレグロスズメダイと呼ばれる。,Q116179598,Pycnochromis atripes,1605306,92032756031600,,,魚類
2211,クロオビスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でクロオビスズメダイと呼ばれる。,Q116179652,Pycnochromis retrofasciatus,1592353,92032756031700,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Blackbar_chromis_(Chromis_retrofasciata).jpg/960px-Blackbar_chromis_(Chromis_retrofasciata).jpg,https://commons.wikimedia.org/wiki/File:Blackbar%20chromis%20(Chromis%20retrofasciata).jpg,魚類
2212,マルスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でマルスズメダイと呼ばれる。,Q116179648,Pycnochromis ovatiformis,1605311,92032756031800,,,魚類
2213,ヒメスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でヒメスズメダイと呼ばれる。,Q107327159,Pycnochromis vanderbilti,320883,92032756031900,,,魚類
2214,タカサゴスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でタカサゴスズメダイと呼ばれる。,Q3642118,Chromis weberi,212817,92032756032000,https://upload.wikimedia.org/wikipedia/commons/4/4d/TakasagoSDya.jpg,https://commons.wikimedia.org/wiki/File:TakasagoSDya.jpg,魚類
2215,モンスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でモンスズメダイと呼ばれる。,Q3752055,Chromis xanthura,212819,92032756032100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Paletail_chromis_(Chromis_xanthura)_(39851326043).jpg/960px-Paletail_chromis_(Chromis_xanthura)_(39851326043).jpg,https://commons.wikimedia.org/wiki/File:Paletail%20chromis%20(Chromis%20xanthura)%20(39851326043).jpg,魚類
2216,ハナダイダマシ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でハナダイダマシと呼ばれる。,Q1302652,Lepidozygus tapeinosoma,212793,92032756040100,,,魚類
2217,スジスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でスジスズメダイと呼ばれる。,Q2658562,Teixeirichthys jordani,212792,92032756050100,,,魚類
2218,オキスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でオキスズメダイと呼ばれる。,Q3703983,Pristotis obtusirostris,277180,92032756060100,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Pomacentrus_jerdoni_Ford_80.jpg/960px-Pomacentrus_jerdoni_Ford_80.jpg,https://commons.wikimedia.org/wiki/File:Pomacentrus%20jerdoni%20Ford%2080.jpg,魚類
2219,アツクチスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でアツクチスズメダイと呼ばれる。,Q4043223,Cheiloprion labiatus,280136,92032756070100,,,魚類
2220,キオビスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でキオビスズメダイと呼ばれる。,Q3703910,Stegastes albifasciatus,218847,92032756080200,,,魚類
2221,ハナナガスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でハナナガスズメダイと呼ばれる。,Q1093898,Stegastes lividus,218848,92032756080300,,,魚類
2222,セダカスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でセダカスズメダイと呼ばれる。,Q116179391,Plectroglyphidodon altus,1605250,92032756080400,,,魚類
2223,フチドリスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でフチドリスズメダイと呼ばれる。,Q116179404,Plectroglyphidodon fasciolatus,1592381,92032756080500,,,魚類
2224,アイスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でアイスズメダイと呼ばれる。,Q116179395,Plectroglyphidodon apicalis,1605251,92032756080600,,,魚類
2225,ダンダラスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海域にも生息する魚でダンダラスズメダイと呼ばれる。,Q2004111,Dischistodus prosopotaenia,280564,92032756090100,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/DischistProsopotaenRLS.jpg/960px-DischistProsopotaenRLS.jpg,https://commons.wikimedia.org/wiki/File:DischistProsopotaenRLS.jpg,魚類
